gene_id,gene_name,log2FC_3mo,log2FC_18mo,qvalue_18mo,sig_at_18mo,direction_18mo
ENSDARG00000068587,rabggtb,0.0934,-0.2246,0.232216,False,not_significant
ENSDARG00000038900,acadm,-0.1487,0.6636,0.04993,False,not_significant
ENSDARG00000038905,hectd3,-0.2575,0.3683,0.1176,False,not_significant
ENSDARG00000055996,rps8a,-0.2957,0.76,0.001683,False,not_significant
ENSDARG00000086052,si_ch211-106k21.5,1.6041,-1.3981,0.070904,False,not_significant
ENSDARG00000068580,glis1a,1.8617,-1.7568,0.049374,True,down_in_MUT
ENSDARG00000021120,ndc1,0.6628,-1.2783,0.005503,True,down_in_MUT
ENSDARG00000014474,yipf1,0.1502,-0.0881,0.338016,False,not_significant
ENSDARG00000030591,lrrc42,0.2028,-2.1058,0.000178,True,down_in_MUT
ENSDARG00000019033,tmem59,-0.4048,0.571,0.031214,False,not_significant
ENSDARG00000061490,u2surp,-0.3657,0.0626,0.366818,False,not_significant
ENSDARG00000027584,ttpa,-0.3928,-0.5808,0.179487,False,not_significant
ENSDARG00000055945,asph,0.2541,-0.0558,0.363253,False,not_significant
ENSDARG00000092673,BX248497.1,0.2816,0.4676,0.115157,False,not_significant
ENSDARG00000003517,impa1,0.0603,-0.3794,0.188071,False,not_significant
ENSDARG00000078267,si_dkey-181m9.8,-0.0862,0.4929,0.123955,False,not_significant
ENSDARG00000061461,dsela,0.0381,0.9538,0.033068,False,not_significant
ENSDARG00000061450,tesk2,0.1352,0.2025,0.221054,False,not_significant
ENSDARG00000077544,toe1,0.642,-0.7092,0.063363,False,not_significant
ENSDARG00000093833,si_ch73-382f3.1,0.0757,-1.4908,0.009376,True,down_in_MUT
ENSDARG00000079727,selenop2,-1.4821,-1.7823,0.112827,False,not_significant
ENSDARG00000055900,zswim5,0.8163,-1.506,0.00194,True,down_in_MUT
ENSDARG00000006818,urod,0.2113,0.303,0.307458,False,not_significant
ENSDARG00000067916,lyn,0.5042,1.1283,0.020528,True,up_in_MUT
ENSDARG00000086737,tmem68,0.7253,0.1163,0.338327,False,not_significant
ENSDARG00000090770,FO834800.1,0.5851,-0.7759,0.021249,False,not_significant
ENSDARG00000096095,buc,1.3951,-7.9816,0.0,True,down_in_MUT
ENSDARG00000011723,zgc_56556,-0.0189,-0.0477,0.3849,False,not_significant
ENSDARG00000014522,cdh6,-0.3574,1.2355,0.013526,True,up_in_MUT
ENSDARG00000103226,dhcr7,0.1539,0.4637,0.181708,False,not_significant
ENSDARG00000101378,nadsyn1,0.1309,0.1579,0.314182,False,not_significant
ENSDARG00000061371,cdh18a,-0.4835,-2.2017,3e-05,True,down_in_MUT
ENSDARG00000011166,cahz,-0.1137,0.4237,0.266266,False,not_significant
ENSDARG00000031658,si_ch211-207d6.2,-0.8429,0.9232,0.020752,False,not_significant
ENSDARG00000005606,paxip1,0.2458,-1.2374,9.6e-05,True,down_in_MUT
ENSDARG00000038868,en2b,0.7922,-1.6272,0.006321,True,down_in_MUT
ENSDARG00000003757,cnpy1,0.6271,-1.8716,0.0,True,down_in_MUT
ENSDARG00000094896,rbm33b,1.5606,-3.1949,2.4e-05,True,down_in_MUT
ENSDARG00000004680,dnajb6a,0.2884,-0.1047,0.311971,False,not_significant
ENSDARG00000016699,trpa1a,-0.1745,0.2593,0.189478,False,not_significant
ENSDARG00000038862,kcnb2,0.1206,-0.5652,0.18563,False,not_significant
ENSDARG00000007320,rpl7,-0.0562,0.8082,0.000893,False,not_significant
ENSDARG00000012369,rdh10b,-0.055,-0.8038,0.166359,False,not_significant
ENSDARG00000044923,ube2w,-0.1289,0.128,0.319859,False,not_significant
ENSDARG00000045359,elocb,-0.0433,0.8438,0.012759,False,not_significant
ENSDARG00000078773,tmem70,0.0303,0.0752,0.384005,False,not_significant
ENSDARG00000105462,si_dkey-82k12.13,-0.7065,-0.4997,0.34134,False,not_significant
ENSDARG00000038826,jph1b,0.1035,1.0697,0.000474,True,up_in_MUT
ENSDARG00000013293,crispld1b,0.8249,-0.0027,0.408477,False,not_significant
ENSDARG00000015863,socs6b,0.6162,-1.0494,5.7e-05,True,down_in_MUT
ENSDARG00000033451,atpsckmt,0.1077,0.2745,0.250769,False,not_significant
ENSDARG00000076066,march6,-0.0618,0.4608,0.017119,False,not_significant
ENSDARG00000003779,ctnnd2b,0.671,-0.9445,0.104871,False,not_significant
ENSDARG00000077026,si_dkey-94e7.1,0.5788,0.0624,0.39238,False,not_significant
ENSDARG00000003531,tcea1,0.2024,-0.5184,0.081119,False,not_significant
ENSDARG00000006370,atp6v1h,-0.2357,0.1503,0.277224,False,not_significant
ENSDARG00000038855,chmp5a,0.659,-1.1723,0.057291,False,not_significant
ENSDARG00000020895,bag1,-0.1207,0.3074,0.145619,False,not_significant
ENSDARG00000025326,myl12.2,-0.1913,0.5613,0.074956,False,not_significant
ENSDARG00000061249,myom1a,-0.2407,1.1054,0.001292,True,up_in_MUT
ENSDARG00000061214,lpin2,0.2608,-0.7438,0.003914,False,not_significant
ENSDARG00000061196,emilin2a,-0.304,1.3526,0.000528,True,up_in_MUT
ENSDARG00000005941,clul1,-0.1294,-0.201,0.271044,False,not_significant
ENSDARG00000027740,adcyap1b,-0.8499,0.1306,0.356969,False,not_significant
ENSDARG00000061140,colec12,-0.1195,0.7231,0.064989,False,not_significant
ENSDARG00000002127,stam,0.0073,-0.0152,0.396575,False,not_significant
ENSDARG00000055565,cacnb2b,2.9071,-1.2381,0.079767,False,not_significant
ENSDARG00000038822,mrc1b,-0.1115,1.6557,0.001783,True,up_in_MUT
ENSDARG00000093629,si_ch211-106h4.4,-0.4551,-0.1732,0.356789,False,not_significant
ENSDARG00000075706,si_ch211-106h4.9,-0.0309,-0.0668,0.36818,False,not_significant
ENSDARG00000092920,si_ch211-106h4.12,1.2548,0.7459,0.121471,False,not_significant
ENSDARG00000038812,e2f5,1.8002,-5.0854,0.0,True,down_in_MUT
ENSDARG00000078535,lrrcc1,0.9734,-0.9818,0.02612,False,not_significant
ENSDARG00000079059,retreg1,-0.6776,0.6673,0.107493,False,not_significant
ENSDARG00000061048,ranbp9,0.2394,-0.0421,0.37188,False,not_significant
ENSDARG00000075795,nol7,0.0274,-0.8049,0.081673,False,not_significant
ENSDARG00000045420,epdr1,0.6554,-0.853,0.033109,False,not_significant
ENSDARG00000045421,stard3nl,-0.1231,0.0796,0.324098,False,not_significant
ENSDARG00000104518,tcrg,-0.4814,0.1487,0.38405,False,not_significant
ENSDARG00000007663,amph,0.538,-2.3109,0.03861,True,down_in_MUT
ENSDARG00000079886,otulinb,0.7395,-0.4934,0.071961,False,not_significant
ENSDARG00000014969,ankhb,0.875,-0.4883,0.17668,False,not_significant
ENSDARG00000007241,mycb,0.0087,0.7487,0.009162,False,not_significant
ENSDARG00000091946,CR391940.1,-0.2344,-0.4748,0.181943,False,not_significant
ENSDARG00000020929,fam49ba,-0.1998,-0.3601,0.2142,False,not_significant
ENSDARG00000029463,asap1a,-0.0271,-0.4614,0.126439,False,not_significant
ENSDARG00000038780,ubtfl,0.2698,-0.4198,0.049418,False,not_significant
ENSDARG00000028173,slc4a2a,-0.2312,0.5745,0.105088,False,not_significant
ENSDARG00000074435,ttc19,0.0782,0.317,0.10434,False,not_significant
ENSDARG00000038784,faim2a,0.4087,-0.5352,0.117037,False,not_significant
ENSDARG00000038785,abcf2a,0.5446,-0.0279,0.389493,False,not_significant
ENSDARG00000038786,smarcd3a,-0.2678,1.4439,0.003985,True,up_in_MUT
ENSDARG00000038787,tmub1,0.1251,0.1373,0.307847,False,not_significant
ENSDARG00000077075,fastk,-0.0791,0.2328,0.226978,False,not_significant
ENSDARG00000032175,puf60a,-0.0445,-0.327,0.113453,False,not_significant
ENSDARG00000032951,nrbp2a,-0.4881,-0.5183,0.225746,False,not_significant
ENSDARG00000004306,klhl18,0.2161,-0.3689,0.260912,False,not_significant
ENSDARG00000055192,zgc_136930,-1.645,-1.1766,0.150055,False,not_significant
ENSDARG00000055186,ccr9a,-0.3985,1.3523,0.007068,True,up_in_MUT
ENSDARG00000008784,prpf4ba,0.2104,-0.4265,0.096261,False,not_significant
ENSDARG00000068366,si_dkey-154p10.3,1.0543,-1.8591,0.000127,True,down_in_MUT
ENSDARG00000038789,tmem53,-0.3078,-0.6138,0.151292,False,not_significant
ENSDARG00000060929,rnf220a,0.6893,-0.6332,0.016016,False,not_significant
ENSDARG00000038792,klf17,-0.5074,0.7748,0.134461,False,not_significant
ENSDARG00000018534,slc6a9,-0.0882,0.0271,0.398999,False,not_significant
ENSDARG00000038793,ccdc24,1.3838,-3.4471,0.000147,True,down_in_MUT
ENSDARG00000038794,zgc_113531,-0.3525,0.4135,0.231374,False,not_significant
ENSDARG00000077994,b4galt2,-0.9035,-0.0614,0.391625,False,not_significant
ENSDARG00000031681,atp6v0b,0.0007,0.3409,0.112484,False,not_significant
ENSDARG00000076228,kif2c,1.3202,-3.4894,0.0,True,down_in_MUT
ENSDARG00000055026,ptch2,0.0958,-0.9846,0.092777,False,not_significant
ENSDARG00000018106,eif2b3,0.2779,-0.3599,0.15394,False,not_significant
ENSDARG00000038801,klhl20,-0.009,-0.1328,0.320643,False,not_significant
ENSDARG00000038802,cenpl,0.8012,-2.5757,0.0,True,down_in_MUT
ENSDARG00000060861,dars2,0.3244,0.2063,0.259204,False,not_significant
ENSDARG00000068323,astn1,0.6692,-1.3694,0.041558,True,down_in_MUT
ENSDARG00000076020,pappa2,-0.5492,0.2915,0.143901,False,not_significant
ENSDARG00000079329,cop1,0.3264,-0.7386,0.069442,False,not_significant
ENSDARG00000020771,tnr,1.145,-0.1852,0.299004,False,not_significant
ENSDARG00000094295,CR855337.1,0.2266,0.9949,0.085657,False,not_significant
ENSDARG00000024829,tnn,-0.1562,0.8024,0.013526,False,not_significant
ENSDARG00000068305,mrps14,-0.168,0.5155,0.061833,False,not_significant
ENSDARG00000014731,cacybp,0.283,-0.5341,0.05029,False,not_significant
ENSDARG00000038754,plk3,-0.0795,0.3438,0.23973,False,not_significant
ENSDARG00000011326,ankrd45,0.5472,-4.0852,6e-05,True,down_in_MUT
ENSDARG00000036257,rasal2,-0.1267,0.3257,0.133345,False,not_significant
ENSDARG00000079725,dhx9,0.5277,-0.5023,0.060068,False,not_significant
ENSDARG00000036279,lamc1,-0.187,0.6802,0.013849,False,not_significant
ENSDARG00000068288,lamc2,0.2034,0.4463,0.21227,False,not_significant
ENSDARG00000004580,nmnat2,0.0777,0.7097,0.030577,False,not_significant
ENSDARG00000060767,smg7,0.1607,-0.3554,0.10224,False,not_significant
ENSDARG00000104684,trdc,-0.0232,-1.253,0.13318,False,not_significant
ENSDARG00000068175,ing5b,0.2393,-2.3886,0.000206,True,down_in_MUT
ENSDARG00000068177,pak2a,-0.0355,0.2155,0.226726,False,not_significant
ENSDARG00000026990,klhl6,-0.2935,1.5344,0.013839,True,up_in_MUT
ENSDARG00000012140,ccnl1b,-0.2879,0.0671,0.366579,False,not_significant
ENSDARG00000079515,ptx3b,-0.6762,0.4761,0.154302,False,not_significant
ENSDARG00000014545,golim4b,-0.16,-0.0562,0.384728,False,not_significant
ENSDARG00000012591,pdcd10b,0.0589,0.0115,0.398132,False,not_significant
ENSDARG00000019596,nrd1a,0.0887,0.2162,0.198198,False,not_significant
ENSDARG00000060322,zgc_153654,-0.1376,0.2336,0.359567,False,not_significant
ENSDARG00000060326,map1sb,0.0852,0.0542,0.376155,False,not_significant
ENSDARG00000013576,gadd45bb,-0.232,0.9963,0.025338,False,not_significant
ENSDARG00000038693,gng7,-0.2551,0.7703,0.019617,False,not_significant
ENSDARG00000038694,zgc_101744,-0.4046,0.8709,0.018087,False,not_significant
ENSDARG00000038695,elavl1a,0.1019,0.1347,0.265649,False,not_significant
ENSDARG00000004891,pex19,-0.0214,0.63,0.025882,False,not_significant
ENSDARG00000095090,tspan37,-0.108,0.2897,0.232868,False,not_significant
ENSDARG00000004173,copa,0.0542,-0.172,0.298777,False,not_significant
ENSDARG00000060350,apoda.2,0.6604,-10.33,,False,not_significant
ENSDARG00000060345,apoda.1,-0.5581,1.496,0.043247,True,up_in_MUT
ENSDARG00000019951,sec62,0.0331,-0.147,0.303011,False,not_significant
ENSDARG00000060362,nadkb,0.1125,-0.608,0.022696,False,not_significant
ENSDARG00000023933,skila,-0.3698,0.4802,0.094863,False,not_significant
ENSDARG00000021225,prkci,-0.0769,-0.1973,0.222806,False,not_significant
ENSDARG00000074604,phc3,1.4084,-2.1933,0.026998,True,down_in_MUT
ENSDARG00000060395,si_dkey-57k2.7,-0.178,-0.3565,0.171739,False,not_significant
ENSDARG00000095191,si_dkey-57k2.7,0.2632,-0.3841,0.155307,False,not_significant
ENSDARG00000095608,si_dkey-57k2.6,-1.8065,-0.1002,0.369063,False,not_significant
ENSDARG00000074447,dapk3,0.1966,0.2705,0.18742,False,not_significant
ENSDARG00000030448,sppl2,-0.0238,0.0865,0.36045,False,not_significant
ENSDARG00000011157,arhgef18a,0.1416,0.1275,0.345627,False,not_significant
ENSDARG00000011948,insra,-0.021,-0.0323,0.388921,False,not_significant
ENSDARG00000013117,hiat1a,-0.1147,-1.03,,False,not_significant
ENSDARG00000077410,myo9b,-0.0379,-0.3057,0.229263,False,not_significant
ENSDARG00000038709,si_dkeyp-66d1.7,-0.3697,1.1885,0.059782,False,not_significant
ENSDARG00000054162,nfatc4,-0.3806,-0.3588,0.210914,False,not_significant
ENSDARG00000099617,sdr39u1,-0.1535,0.8346,0.145954,False,not_significant
ENSDARG00000053836,si_ch211-284o19.8,0.1885,3.3583,0.041802,True,up_in_MUT
ENSDARG00000023303,zgc_66427,0.1825,-0.2058,0.27608,False,not_significant
ENSDARG00000054202,hbl4,-0.029,-2.3855,0.049656,True,down_in_MUT
ENSDARG00000068220,mbl2,-0.0025,1.5584,0.100534,False,not_significant
ENSDARG00000094681,hbl2,-0.3964,-2.7402,0.196106,False,not_significant
ENSDARG00000068221,MBL2 (1 of many),-0.4445,-1.9947,0.077753,False,not_significant
ENSDARG00000038713,tep1,0.6055,0.4263,0.309437,False,not_significant
ENSDARG00000038716,casq1a,-0.3567,5.8592,0.001181,True,up_in_MUT
ENSDARG00000075543,chd8,0.1508,-0.5964,0.13838,False,not_significant
ENSDARG00000075116,sall2,0.3357,-0.0854,0.384851,False,not_significant
ENSDARG00000008388,mmp14b,-0.0433,0.9317,0.090009,False,not_significant
ENSDARG00000054290,acin1a,-0.1881,-0.1273,0.333286,False,not_significant
ENSDARG00000054292,si_ch211-14a17.11,-0.2989,0.637,0.131588,False,not_significant
ENSDARG00000076534,si_ch211-14a17.10,0.6376,0.5147,0.186232,False,not_significant
ENSDARG00000054300,dhrs1,-0.2284,0.4709,0.20676,False,not_significant
ENSDARG00000054304,homeza,-0.0046,-0.7879,0.123126,False,not_significant
ENSDARG00000093723,rnf212b,2.1094,-5.6432,0.000544,True,down_in_MUT
ENSDARG00000054337,ap1g2,1.1498,-1.5601,0.003356,True,down_in_MUT
ENSDARG00000079605,prmt5,0.5438,-3.0394,0.001179,True,down_in_MUT
ENSDARG00000075445,psmb5,-0.0547,5.0311,,False,not_significant
ENSDARG00000077034,nmnat3,0.1939,0.8411,0.028936,False,not_significant
ENSDARG00000060637,clstn2,-0.7204,0.1535,0.349523,False,not_significant
ENSDARG00000016084,spsb4a,-0.3882,-0.3175,0.308778,False,not_significant
ENSDARG00000054837,zgc_136870,-0.8999,1.4919,0.115354,False,not_significant
ENSDARG00000038731,slc25a36a,-0.359,-0.1754,0.319399,False,not_significant
ENSDARG00000054454,epha4a,0.2106,-0.697,0.073625,False,not_significant
ENSDARG00000090873,ccl34a.4,0.9134,2.8787,0.003511,True,up_in_MUT
ENSDARG00000011600,epha4b,-0.7945,-0.0279,0.399682,False,not_significant
ENSDARG00000054746,uggt1,0.0037,-0.9012,0.095787,False,not_significant
ENSDARG00000040306,otomp,0.2392,-0.4853,0.318052,False,not_significant
ENSDARG00000014986,acvr1l,-0.0889,0.4224,0.061604,False,not_significant
ENSDARG00000060210,d2hgdh,0.4109,-0.2465,0.260016,False,not_significant
ENSDARG00000014692,znf622,0.187,-0.2873,0.171808,False,not_significant
ENSDARG00000056490,zgc_110158,-0.2806,0.1165,0.313226,False,not_significant
ENSDARG00000016132,keap1a,-0.0016,0.6203,0.045819,False,not_significant
ENSDARG00000024365,crlf1a,0.2341,0.0464,0.392327,False,not_significant
ENSDARG00000014209,odf3l2a,1.2478,-6.1098,0.0,True,down_in_MUT
ENSDARG00000012600,si_dkey-97a13.6,0.076,-0.1789,0.335841,False,not_significant
ENSDARG00000038669,gbp2,-0.0406,-0.4693,0.177842,False,not_significant
ENSDARG00000038668,gbp1,0.0867,0.0596,0.383963,False,not_significant
ENSDARG00000091628,cspp1b,0.573,-0.6647,0.07496,False,not_significant
ENSDARG00000060177,vcpip1,0.0595,-0.3249,0.14177,False,not_significant
ENSDARG00000095649,si_dkey-97a13.12,-0.8145,1.1081,0.185918,False,not_significant
ENSDARG00000053518,adhfe1,-0.0324,0.2402,0.191913,False,not_significant
ENSDARG00000029596,trim55a,0.1895,0.9713,0.000218,False,not_significant
ENSDARG00000008858,cyp7b1,-0.0151,-0.2827,0.308377,False,not_significant
ENSDARG00000068143,slc39a6,0.233,-1.315,0.028059,True,down_in_MUT
ENSDARG00000008191,tmeff1a,0.0617,-0.7113,0.235645,False,not_significant
ENSDARG00000038658,cavin4a,0.1078,0.7661,0.003479,False,not_significant
ENSDARG00000021022,ift57,1.3297,-2.9346,6e-06,True,down_in_MUT
ENSDARG00000079784,si_ch211-235o23.1,0.1299,0.4629,0.143526,False,not_significant
ENSDARG00000076838,apom,-0.3232,-3.1535,0.077181,False,not_significant
ENSDARG00000079412,ftr02,0.0044,-0.6894,0.203433,False,not_significant
ENSDARG00000094514,si_dkey-7l6.3,0.4019,-0.9279,0.011487,False,not_significant
ENSDARG00000018961,gtpbp4,-0.1709,0.8196,0.014174,False,not_significant
ENSDARG00000086104,slco5a1a,-0.2168,0.7679,0.060182,False,not_significant
ENSDARG00000030824,esyt2a,-0.1881,0.2776,0.149597,False,not_significant
ENSDARG00000025513,dip2cb,-0.1697,0.3733,0.207558,False,not_significant
ENSDARG00000017004,myo10,-0.0364,0.2355,0.254422,False,not_significant
ENSDARG00000053358,basp1,-0.1928,1.94,0.001308,True,up_in_MUT
ENSDARG00000031783,adcy8,1.7359,-3.4892,0.012343,True,down_in_MUT
ENSDARG00000001721,oc90,2.4456,-5.8311,0.000572,True,down_in_MUT
ENSDARG00000053318,lrrc6,2.5013,-3.7677,2e-06,True,down_in_MUT
ENSDARG00000079537,ftr13,0.1005,0.2263,0.376253,False,not_significant
ENSDARG00000053293,ftr14,0.3662,0.194,0.302027,False,not_significant
ENSDARG00000074118,ftr12,-0.7562,1.3378,0.050041,False,not_significant
ENSDARG00000023217,crema,0.1304,0.7901,0.037727,False,not_significant
ENSDARG00000010583,pard3ab,-0.4466,-0.0105,0.40375,False,not_significant
ENSDARG00000027290,nrp1b,0.0512,0.7603,0.091099,False,not_significant
ENSDARG00000053232,itgb1b.1,-0.2877,-0.3951,0.213388,False,not_significant
ENSDARG00000022689,itgb1b.2,0.0907,-1.8418,0.010591,True,down_in_MUT
ENSDARG00000060054,epc1b,0.0596,-0.4657,0.093738,False,not_significant
ENSDARG00000105141,FO704635.1,0.6543,-0.4018,0.178655,False,not_significant
ENSDARG00000074131,kif5ba,0.2611,0.3245,0.089589,False,not_significant
ENSDARG00000032043,ftr16,0.2298,0.6467,0.230073,False,not_significant
ENSDARG00000008548,arhgap12a,-0.1611,-0.4777,0.113098,False,not_significant
ENSDARG00000016788,zeb1a,-0.4758,-0.1687,0.320143,False,not_significant
ENSDARG00000090699,nlrb5,0.478,1.8657,0.08824,False,not_significant
ENSDARG00000003244,gbp3,-0.0459,-0.6593,0.107628,False,not_significant
ENSDARG00000068431,si_ch211-195h23.3,-0.2655,0.143,0.357682,False,not_significant
ENSDARG00000056998,kirrel1b,1.1695,-0.5137,0.195931,False,not_significant
ENSDARG00000057013,cadm3,1.3293,-4.135,1.6e-05,True,down_in_MUT
ENSDARG00000038608,sdhc,-0.0846,0.7809,0.162163,False,not_significant
ENSDARG00000010472,atp1a2a,-0.2736,0.5093,0.128119,False,not_significant
ENSDARG00000038609,mpz,-0.2629,1.2718,0.002847,True,up_in_MUT
ENSDARG00000060041,lig1,0.7507,-2.0706,0.021208,True,down_in_MUT
ENSDARG00000017038,zgc_152670,-1.0905,-1.5625,0.235243,False,not_significant
ENSDARG00000038615,pip4p1a,-0.2995,-1.3035,0.180635,False,not_significant
ENSDARG00000040741,kcnab1b,0.4955,-0.4964,0.287755,False,not_significant
ENSDARG00000075008,pask,2.8481,-4.9034,0.0,True,down_in_MUT
ENSDARG00000021739,klhl24a,1.616,-1.9038,0.018193,True,down_in_MUT
ENSDARG00000078767,yeats2,-0.1323,-1.4668,0.001365,True,down_in_MUT
ENSDARG00000097253,yeats2,0.1515,-0.098,0.36537,False,not_significant
ENSDARG00000004880,acsm3,-0.0472,0.5034,0.213054,False,not_significant
ENSDARG00000005058,ncapd2,1.858,-3.1203,0.0,True,down_in_MUT
ENSDARG00000068021,ece2a,-0.0797,-0.2683,0.241479,False,not_significant
ENSDARG00000025855,camk2n1a,-0.2122,0.9796,0.022328,False,not_significant
ENSDARG00000021398,mul1a,-0.48,0.7445,0.058866,False,not_significant
ENSDARG00000053155,alg3,0.3309,-0.9252,0.040787,False,not_significant
ENSDARG00000075886,vwa5b2,-1.0425,0.142,0.368061,False,not_significant
ENSDARG00000053158,prss56,-0.3654,0.6818,0.300708,False,not_significant
ENSDARG00000086647,chrng,-0.1634,-0.3267,0.307869,False,not_significant
ENSDARG00000038585,eif4e2,0.0342,0.5235,0.05765,False,not_significant
ENSDARG00000076634,capn10,0.2526,-0.5952,0.141749,False,not_significant
ENSDARG00000038587,CU929150.1,0.8572,1.0325,0.08489,False,not_significant
ENSDARG00000059965,camsap2b,0.0178,-0.2706,0.267864,False,not_significant
ENSDARG00000078136,wdr47a,0.6857,-2.2796,0.000716,True,down_in_MUT
ENSDARG00000091280,si_ch211-66k16.27,0.1046,-1.2471,0.112219,False,not_significant
ENSDARG00000095634,si_ch211-66k16.2,-0.1454,-0.8001,0.153667,False,not_significant
ENSDARG00000088423,si_ch211-66k16.28,0.0356,-1.5517,0.065535,False,not_significant
ENSDARG00000017311,gpsm2,0.4892,-1.7596,0.000988,True,down_in_MUT
ENSDARG00000092813,fndc7rs4,0.9999,-2.7749,0.052923,False,not_significant
ENSDARG00000053101,prpf38b,-0.0135,-0.5465,0.075024,False,not_significant
ENSDARG00000053104,fam102ba,1.1329,-0.0226,0.397768,False,not_significant
ENSDARG00000074082,gpc5c,-2.0797,0.1586,0.356789,False,not_significant
ENSDARG00000090585,gpc1b,-0.0284,1.4542,0.002404,True,up_in_MUT
ENSDARG00000014674,acsl3b,0.3181,-0.3888,0.118865,False,not_significant
ENSDARG00000038574,scg2b,0.655,-1.9225,0.030021,True,down_in_MUT
ENSDARG00000027966,ap1s3b,0.1446,-1.2722,0.047185,True,down_in_MUT
ENSDARG00000038967,cul3a,0.2386,-0.2648,0.162539,False,not_significant
ENSDARG00000052978,mbnl1,-0.5059,0.8986,0.017956,False,not_significant
ENSDARG00000078065,ftr05,0.2672,0.3146,0.317652,False,not_significant
ENSDARG00000008396,ftr24,0.3968,0.9523,0.185661,False,not_significant
ENSDARG00000038561,klf6b,0.6414,-1.1646,0.091122,False,not_significant
ENSDARG00000038563,pitrm1,0.0352,0.0747,0.378244,False,not_significant
ENSDARG00000012801,pfkpb,0.1577,-0.3303,0.24897,False,not_significant
ENSDARG00000009735,gigyf2,0.2058,-0.3241,0.155422,False,not_significant
ENSDARG00000010384,lpar5a,-0.1498,1.4537,0.016966,True,up_in_MUT
ENSDARG00000039650,itm2cb,0.1353,-0.7547,0.105251,False,not_significant
ENSDARG00000019335,hes6,-0.1028,0.3113,0.221609,False,not_significant
ENSDARG00000034503,per2,0.3514,0.2188,0.23208,False,not_significant
ENSDARG00000014651,svilb,-0.6171,0.4813,0.078351,False,not_significant
ENSDARG00000061636,kcnj9,-0.0262,-0.1347,0.383737,False,not_significant
ENSDARG00000012627,cdc34b,0.0219,0.5702,0.036572,False,not_significant
ENSDARG00000091433,abhd17aa,0.3182,-0.9866,0.104739,False,not_significant
ENSDARG00000017780,rorcb,0.5336,0.2976,0.293169,False,not_significant
ENSDARG00000067958,sh3gl1a,0.938,-1.6162,0.007507,True,down_in_MUT
ENSDARG00000092810,stap2a,1.1992,-3.9799,1e-06,True,down_in_MUT
ENSDARG00000052997,sema4e,1.8196,-3.0615,0.00011,True,down_in_MUT
ENSDARG00000059866,cactin,0.4936,-0.1359,0.248027,False,not_significant
ENSDARG00000077309,si_ch211-209f23.6,0.7547,0.9063,0.195255,False,not_significant
ENSDARG00000099948,si_ch211-209f23.7,0.7511,-4.1904,0.006235,True,down_in_MUT
ENSDARG00000038543,wdr48b,0.4198,-0.7842,0.017582,False,not_significant
ENSDARG00000059857,blvra,0.5169,-0.3619,0.210054,False,not_significant
ENSDARG00000076360,rpl37,0.0673,0.7094,0.029808,False,not_significant
ENSDARG00000067950,zcchc2,1.137,3.0307,,False,not_significant
ENSDARG00000014582,exoc3,0.2007,4.8661,,False,not_significant
ENSDARG00000033231,mcm6l,0.9053,0.9889,0.341702,False,not_significant
ENSDARG00000019239,cul1a,0.0584,4.1037,,False,not_significant
ENSDARG00000044501,viml,0.503,-0.173,0.358018,False,not_significant
ENSDARG00000020794,neurod6b,0.6349,-4.1334,0.002939,True,down_in_MUT
ENSDARG00000078022,fyco1b,-0.0841,0.1267,0.3372,False,not_significant
ENSDARG00000105201,adcyap1r1a,-0.2848,0.3917,0.253539,False,not_significant
ENSDARG00000102291,eef1da,-0.303,0.8433,7.2e-05,False,not_significant
ENSDARG00000098820,ftr67,-0.4323,-0.0842,0.35763,False,not_significant
ENSDARG00000103914,THEM6,0.0753,-1.0307,0.025935,True,down_in_MUT
ENSDARG00000100260,them6,-0.1002,0.0915,0.35719,False,not_significant
ENSDARG00000101890,pigr,-0.1366,1.0131,0.010811,True,up_in_MUT
ENSDARG00000102105,dad1,0.4847,-0.3088,0.207742,False,not_significant
ENSDARG00000102887,abhd4,0.3919,0.1947,0.290546,False,not_significant
ENSDARG00000102106,tgm1l1,-0.3377,1.1624,0.00011,True,up_in_MUT
ENSDARG00000099839,si_ch211-9d9.1,1.6711,1.7833,0.013527,True,up_in_MUT
ENSDARG00000101479,BX908782.2,-0.4919,0.0556,0.384706,False,not_significant
ENSDARG00000103108,acvr2bb,0.8758,-1.0949,0.064121,False,not_significant
ENSDARG00000026185,yju2,0.1571,-0.1535,0.301316,False,not_significant
ENSDARG00000094243,shda,0.079,0.1865,0.327657,False,not_significant
ENSDARG00000078644,theg,2.925,-4.5864,0.0,True,down_in_MUT
ENSDARG00000002231,plpp2a,-0.2245,-0.3207,0.260016,False,not_significant
ENSDARG00000067832,tle2c,-0.2691,0.871,0.001045,False,not_significant
ENSDARG00000019588,chico,-0.81,-0.3613,0.2276,False,not_significant
ENSDARG00000053326,gna11b,-0.6257,-0.8131,0.005202,False,not_significant
ENSDARG00000078653,ralbp1,-0.1421,0.4111,0.137267,False,not_significant
ENSDARG00000102963,sirt6,-0.0148,-0.9579,0.003876,False,not_significant
ENSDARG00000069056,ranbp3b,0.3547,-0.2712,0.19657,False,not_significant
ENSDARG00000099376,CABZ01050249.1,-0.3276,0.8476,0.013344,False,not_significant
ENSDARG00000103521,capsla,1.4946,-3.2695,0.0,True,down_in_MUT
ENSDARG00000011958,ctnnbl1,0.022,-0.1533,0.281457,False,not_significant
ENSDARG00000043012,napgb,0.7899,-1.6075,0.013652,True,down_in_MUT
