gene_id,gene_name,log2FC_3mo,log2FC_18mo,qvalue_18mo,sig_at_18mo,direction_18mo
ENSDARG00000019693,clcn5a,-0.3858,0.6212,0.011989,False,not_significant
ENSDARG00000032746,tnfsf10l3,-0.3626,0.2277,0.278151,False,not_significant
ENSDARG00000032263,zgc_110224,1.7304,-2.1338,0.000709,True,down_in_MUT
ENSDARG00000014017,rrm1,1.0396,-2.0398,0.00022,True,down_in_MUT
ENSDARG00000030006,slc6a7,0.5787,0.5093,0.136432,False,not_significant
ENSDARG00000061560,stim1b,0.1725,-0.6246,0.139148,False,not_significant
ENSDARG00000004301,rhogb,-0.161,1.1184,0.000991,True,up_in_MUT
ENSDARG00000044596,pgap2,0.0202,-0.0538,0.384763,False,not_significant
ENSDARG00000044597,ncbp3,0.5248,-1.7951,0.0,True,down_in_MUT
ENSDARG00000074222,rap1gap2b,-0.1121,1.2117,0.096767,False,not_significant
ENSDARG00000044513,tpst1l,0.2937,-0.6142,0.07007,False,not_significant
ENSDARG00000069373,crcp,0.0911,-0.6662,0.076834,False,not_significant
ENSDARG00000033361,asl,-0.2649,0.287,0.180157,False,not_significant
ENSDARG00000044512,ca4c,1.4866,0.6583,0.212238,False,not_significant
ENSDARG00000011171,si_ch211-12m10.1,0.2007,-0.2216,0.336587,False,not_significant
ENSDARG00000102482,zgc_165573,0.1502,0.6201,0.018737,False,not_significant
ENSDARG00000012932,mat2b,0.3661,-0.722,0.001994,False,not_significant
ENSDARG00000089078,si_ch211-160j14.3,-0.0266,-0.7665,0.107866,False,not_significant
ENSDARG00000005908,clk4b,-0.4774,-0.2368,0.207282,False,not_significant
ENSDARG00000079283,si_ch211-247j9.1,-0.1383,0.3857,0.069747,False,not_significant
ENSDARG00000077364,mapk9,-0.1076,-0.2204,0.228572,False,not_significant
ENSDARG00000044094,gfpt2,0.2555,0.6569,0.114116,False,not_significant
ENSDARG00000003127,zgc_123105,-0.1112,0.2745,0.194601,False,not_significant
ENSDARG00000073704,si_dkeyp-72g9.4,-0.1237,0.4184,0.24802,False,not_significant
ENSDARG00000075930,adamts2,-0.4212,0.9844,0.023437,False,not_significant
ENSDARG00000104924,BX072577.1,-0.3163,1.059,0.006768,True,up_in_MUT
ENSDARG00000010238,rbm22,-0.094,-0.7388,0.001447,False,not_significant
ENSDARG00000103606,ndst1b,-0.1733,0.2607,0.188603,False,not_significant
ENSDARG00000036629,rps14,-0.3616,0.6882,0.002883,False,not_significant
ENSDARG00000036628,cd74b,-0.3437,1.2934,0.00178,True,up_in_MUT
ENSDARG00000089914,clint1b,0.4504,-0.6146,0.060733,False,not_significant
ENSDARG00000069196,ebf1b,0.0106,0.5684,0.128203,False,not_significant
ENSDARG00000032373,rnf145b,-0.2963,0.2586,0.123529,False,not_significant
ENSDARG00000033444,map4k6,-0.238,-0.1538,0.303011,False,not_significant
ENSDARG00000022378,mtmr1b,-0.4078,-0.2572,0.241085,False,not_significant
ENSDARG00000006408,hmgb3b,0.3391,0.4274,0.112754,False,not_significant
ENSDARG00000054374,alg13,2.4858,-4.5304,0.0,True,down_in_MUT
ENSDARG00000010132,dacha,0.2188,0.3034,0.272666,False,not_significant
ENSDARG00000003845,chm,0.1893,0.0119,0.399323,False,not_significant
ENSDARG00000007217,wdr55,0.6797,-0.3506,0.27622,False,not_significant
ENSDARG00000026236,zgc_56585,1.5829,0.3157,0.208342,False,not_significant
ENSDARG00000044484,cdc23,0.7765,-1.2554,0.009121,True,down_in_MUT
ENSDARG00000044491,kif20a,3.095,-4.5931,0.0,True,down_in_MUT
ENSDARG00000094753,si_dkey-71d15.2,-0.7552,0.449,0.230803,False,not_significant
ENSDARG00000007108,lipia,-0.6865,0.0234,0.395603,False,not_significant
ENSDARG00000090202,rbm11,-1.2563,-1.2827,0.004065,True,down_in_MUT
ENSDARG00000079393,tmprss15,-1.5402,-1.3946,0.203014,False,not_significant
ENSDARG00000054510,adrb2b,-0.5167,0.987,0.000761,False,not_significant
ENSDARG00000069184,ubtd2,0.4761,-1.096,0.031314,True,down_in_MUT
ENSDARG00000044492,ublcp1,1.3646,-1.3214,0.017156,True,down_in_MUT
ENSDARG00000054530,rars,0.3896,-0.285,0.246955,False,not_significant
ENSDARG00000074819,si_dkeyp-23e4.3,-0.1109,0.7344,0.002678,False,not_significant
ENSDARG00000098573,sgcd,-0.2774,1.1583,0.000297,True,up_in_MUT
ENSDARG00000102367,ndfip1l,0.011,0.6316,0.005914,False,not_significant
ENSDARG00000105287,mpp1,-0.1013,0.4681,0.065674,False,not_significant
ENSDARG00000079257,gemin5,0.7654,-1.1364,0.022872,True,down_in_MUT
ENSDARG00000020043,cnot8,0.7461,-1.0021,1e-06,True,down_in_MUT
ENSDARG00000076041,wwc1,-1.7714,0.0135,0.402723,False,not_significant
ENSDARG00000044402,nop16,0.0101,-0.1157,0.353793,False,not_significant
ENSDARG00000032157,grk6,0.4094,-1.3385,0.00784,True,down_in_MUT
ENSDARG00000069113,dbn1,0.1292,0.7742,0.047854,False,not_significant
ENSDARG00000054307,zgc_77151,-0.1097,-0.3608,,False,not_significant
ENSDARG00000091187,BX649250.1,0.3924,-0.6388,0.01309,False,not_significant
ENSDARG00000060695,znf346,0.046,-0.0098,0.400375,False,not_significant
ENSDARG00000069105,fgfr4,-0.1815,-0.0556,0.374832,False,not_significant
ENSDARG00000060705,nsd1b,-0.3401,-0.0883,0.35075,False,not_significant
ENSDARG00000054164,mrps17,-0.1442,0.2217,0.277726,False,not_significant
ENSDARG00000079508,fam114a2,-0.119,-0.1876,0.272823,False,not_significant
ENSDARG00000054172,pgrmc1,-0.0265,0.0179,0.396162,False,not_significant
ENSDARG00000054191,pgk1,0.0567,0.7635,0.02404,False,not_significant
ENSDARG00000078335,amot,-0.3067,0.287,0.158329,False,not_significant
ENSDARG00000044387,cldn2,-1.1397,-3.6209,0.0,True,down_in_MUT
ENSDARG00000054096,rbm41,0.5213,-0.8772,0.01482,False,not_significant
ENSDARG00000060661,klf8,-0.2378,0.7274,0.007089,False,not_significant
ENSDARG00000018757,klf5l,-0.5323,-0.1019,0.377599,False,not_significant
ENSDARG00000054060,pof1b,-0.2868,1.145,0.007243,True,up_in_MUT
ENSDARG00000026680,slc25a14,-0.5153,0.7577,0.066655,False,not_significant
ENSDARG00000044380,rbmx2,0.0662,0.7421,0.123986,False,not_significant
ENSDARG00000044381,siah2l,-0.1661,-0.1725,0.343143,False,not_significant
ENSDARG00000077870,taf9,0.3251,-0.4588,0.092021,False,not_significant
ENSDARG00000054032,rab24,0.271,-0.4214,0.150955,False,not_significant
ENSDARG00000073686,heatr6,0.8368,-1.1787,0.000462,True,down_in_MUT
ENSDARG00000022295,hnf1bb,1.451,0.9105,0.031357,False,not_significant
ENSDARG00000104045,tlr22,-1.1422,1.8974,0.008513,True,up_in_MUT
ENSDARG00000100505,ddx52,0.6161,-1.3093,0.00878,True,down_in_MUT
ENSDARG00000038964,traf4b,0.9085,-1.245,0.009242,True,down_in_MUT
ENSDARG00000029381,aldh3a2b,0.2973,0.7085,0.044755,False,not_significant
ENSDARG00000053831,vtnb,-0.2246,-2.5531,0.082949,False,not_significant
ENSDARG00000053853,slc13a2,-0.8246,0.086,0.398177,False,not_significant
ENSDARG00000044362,unc119b,0.2039,-1.4877,0.003988,True,down_in_MUT
ENSDARG00000053877,cpdb,2.1735,-6.1968,,False,not_significant
ENSDARG00000094675,trarg1b,-0.5291,-1.1481,0.239053,False,not_significant
ENSDARG00000060566,cluhb,1.0395,-1.5694,0.091115,False,not_significant
ENSDARG00000026595,pafah1b1b,0.1832,0.0461,0.357565,False,not_significant
ENSDARG00000073988,mntb,0.2444,-0.1796,0.293298,False,not_significant
ENSDARG00000005172,dynll2b,-0.0899,-0.1158,0.304612,False,not_significant
ENSDARG00000017843,srsf1b,-0.0847,-0.4396,0.138446,False,not_significant
ENSDARG00000017813,pigs,0.3739,-0.0532,0.382333,False,not_significant
ENSDARG00000019702,aldocb,0.3929,-0.2513,0.225933,False,not_significant
ENSDARG00000086169,rskrb,-0.2533,0.8437,0.138447,False,not_significant
ENSDARG00000069082,mrm3b,0.2028,-0.2013,0.280173,False,not_significant
ENSDARG00000007040,tmigd1,-2.4132,0.6393,0.278538,False,not_significant
ENSDARG00000046012,slc47a1,-0.4286,-0.3211,0.308076,False,not_significant
ENSDARG00000060051,slc47a2.1,1.4213,1.1175,0.053693,False,not_significant
ENSDARG00000008020,med31,0.0537,0.1192,0.29651,False,not_significant
ENSDARG00000077691,slc13a5a,0.8983,-1.075,0.153393,False,not_significant
ENSDARG00000076448,serpinf2a,0.2126,-3.0958,0.058546,False,not_significant
ENSDARG00000069048,serpinf1,-0.0725,1.3973,0.008166,True,up_in_MUT
ENSDARG00000054609,slco2b1,0.1397,0.8321,0.004406,False,not_significant
ENSDARG00000074955,nup98,0.3571,0.0117,0.395424,False,not_significant
ENSDARG00000015221,nsrp1,0.0863,-0.0741,0.349574,False,not_significant
ENSDARG00000098955,ssh2b,0.0807,0.64,0.091845,False,not_significant
ENSDARG00000102272,coro6,-0.6074,1.2276,0.003126,True,up_in_MUT
ENSDARG00000099229,CU929119.1,-1.1141,0.2127,0.327519,False,not_significant
ENSDARG00000098304,taok1b,-0.0457,0.3973,0.079614,False,not_significant
ENSDARG00000099791,pdk3b,-0.4002,0.7933,0.022967,False,not_significant
ENSDARG00000104207,pcyt1bb,-0.4651,-1.2721,0.078487,False,not_significant
ENSDARG00000101523,arxb,0.1692,0.0781,0.378622,False,not_significant
ENSDARG00000014966,ccdc82,0.17,-0.6365,0.098582,False,not_significant
ENSDARG00000032296,pomp,-0.4905,0.3695,0.151872,False,not_significant
ENSDARG00000019651,zgc_162239,2.0568,-6.6316,0.0,True,down_in_MUT
ENSDARG00000003022,limk1b,-0.0838,0.9913,0.004133,False,not_significant
ENSDARG00000069017,elnb,-0.9119,0.2589,0.327388,False,not_significant
ENSDARG00000007279,yipf5,0.3815,-0.7596,0.030209,False,not_significant
ENSDARG00000069031,plac8l1,-0.4614,0.9703,0.098248,False,not_significant
ENSDARG00000019280,larsb,0.5629,-0.4039,0.155957,False,not_significant
ENSDARG00000103922,bod1,0.1568,-0.1635,0.252464,False,not_significant
ENSDARG00000104280,bnip1b,-0.0633,-0.6144,0.12834,False,not_significant
ENSDARG00000105114,crebrf,-0.5336,0.6789,0.065414,False,not_significant
ENSDARG00000101023,msx2b,-1.5693,0.2921,,False,not_significant
ENSDARG00000102975,nsg2,0.6458,-1.4449,0.028089,True,down_in_MUT
ENSDARG00000100499,cpeb4b,-0.0414,0.2521,0.22067,False,not_significant
ENSDARG00000069003,pcyox1l,0.5163,-0.3358,0.263572,False,not_significant
ENSDARG00000099221,ppp2r2bb,0.5596,-0.2155,0.361363,False,not_significant
ENSDARG00000030665,CU929230.1,0.0601,-0.4787,0.137758,False,not_significant
ENSDARG00000021252,cct6a,0.0516,0.6898,0.029994,False,not_significant
ENSDARG00000043905,rnf14,-0.5323,0.5788,0.036823,False,not_significant
ENSDARG00000020122,endou2,-3.466,-3.2495,6.6e-05,True,down_in_MUT
ENSDARG00000097196,CR847531.1,0.5007,-1.8139,0.137267,False,not_significant
ENSDARG00000101925,si_ch1073-204b8.1,-0.6816,0.8823,0.288665,False,not_significant
ENSDARG00000103251,sh3pxd2b,-0.0907,-0.0128,0.398213,False,not_significant
ENSDARG00000101894,stk10,-0.118,-0.544,0.107934,False,not_significant
ENSDARG00000002587,dpysl3,-0.1482,0.2737,0.175375,False,not_significant
ENSDARG00000053547,jakmip2,1.0014,-4.2875,6.4e-05,True,down_in_MUT
ENSDARG00000010085,p4ha2,-0.2049,0.0013,0.408099,False,not_significant
ENSDARG00000004754,hspa4a,0.1763,-0.0093,0.402342,False,not_significant
ENSDARG00000091092,zcchc10,-0.2481,-0.0045,0.406253,False,not_significant
ENSDARG00000001857,aff4,0.2289,-0.339,0.17465,False,not_significant
ENSDARG00000094181,shroom1,-0.2576,0.0151,0.400828,False,not_significant
ENSDARG00000032606,sept8a,0.4315,-0.7972,0.007401,False,not_significant
ENSDARG00000033046,ccni2,0.6345,-2.7472,0.000198,True,down_in_MUT
ENSDARG00000068958,frmd7,2.8187,-5.1579,1e-06,True,down_in_MUT
ENSDARG00000060390,stk26,0.233,-0.4165,0.125228,False,not_significant
ENSDARG00000044327,tmem185,0.1843,-0.4031,0.135021,False,not_significant
ENSDARG00000044328,ankrd46a,0.2592,0.81,0.011232,False,not_significant
ENSDARG00000014531,atg4a,0.0069,0.2498,0.227687,False,not_significant
ENSDARG00000086551,irs4a,0.1406,-1.1104,0.000338,True,down_in_MUT
ENSDARG00000077547,tmlhe,-0.5457,1.101,0.009651,True,up_in_MUT
ENSDARG00000016484,dkc1,0.3434,-0.9932,0.040075,False,not_significant
ENSDARG00000068973,pdlim4,-0.3048,-0.074,0.358179,False,not_significant
ENSDARG00000053624,csf1rb,-1.1214,0.8668,0.157784,False,not_significant
ENSDARG00000092985,CU499330.1,-0.5376,1.5012,0.086075,False,not_significant
ENSDARG00000053619,sra1,-0.0231,0.038,0.378196,False,not_significant
ENSDARG00000053617,camk2a,0.1362,0.626,0.123891,False,not_significant
ENSDARG00000021984,ndufa2,-0.2391,0.5863,0.084438,False,not_significant
ENSDARG00000004161,ik,0.0559,0.2749,0.166506,False,not_significant
ENSDARG00000087492,FO704810.1,1.5822,-3.1376,5e-06,True,down_in_MUT
ENSDARG00000019713,oatx,-0.3066,-1.838,0.196571,False,not_significant
ENSDARG00000042811,fgf1b,-0.2407,0.876,0.061011,False,not_significant
ENSDARG00000098242,brcc3,0.5468,0.1034,0.35718,False,not_significant
ENSDARG00000100774,cmc4,0.0777,8.0693,,False,not_significant
ENSDARG00000103740,fundc2,0.088,0.9989,0.024437,False,not_significant
ENSDARG00000068732,spry4,0.0656,0.5698,0.054181,False,not_significant
ENSDARG00000012892,ammecr1,0.1964,-0.5333,0.096781,False,not_significant
ENSDARG00000005462,kif4,1.6337,-3.3932,0.0,True,down_in_MUT
ENSDARG00000060282,rnf121,-0.0454,0.3709,0.092606,False,not_significant
ENSDARG00000044319,fstl4,-0.942,0.8862,0.060525,False,not_significant
ENSDARG00000010945,rapgef6,0.3676,-0.7046,0.042412,False,not_significant
ENSDARG00000090747,si_ch73-269m14.2,-0.1231,0.302,0.134465,False,not_significant
ENSDARG00000045132,vdac1,-0.2732,0.2239,0.27622,False,not_significant
ENSDARG00000003151,skp1,-0.1656,0.4432,0.030666,False,not_significant
ENSDARG00000053404,PPP2CA,-0.0417,0.3864,0.168228,False,not_significant
ENSDARG00000026035,ube2b,0.0683,0.3672,0.086105,False,not_significant
ENSDARG00000053395,cdkn2aipnl,-0.0537,-0.22,0.200251,False,not_significant
ENSDARG00000053389,jade2,-1.3949,0.9476,0.007608,False,not_significant
ENSDARG00000105104,si_dkey-223p19.1,-1.2846,1.0149,0.157738,False,not_significant
ENSDARG00000102926,si_dkey-223p19.2,0.1123,-6.1835,0.0,True,down_in_MUT
ENSDARG00000102171,fnip1,-0.3181,0.8647,0.000463,False,not_significant
ENSDARG00000099329,h2afy,-0.2624,0.2678,0.186449,False,not_significant
ENSDARG00000099458,ddx46,-0.1426,0.052,0.365227,False,not_significant
ENSDARG00000100409,camlg,-0.1734,0.4563,0.157209,False,not_significant
ENSDARG00000104375,sec24a,0.0057,0.6365,0.078825,False,not_significant
ENSDARG00000103403,sar1b,0.2445,0.1945,0.290662,False,not_significant
ENSDARG00000043249,irf1b,-0.3303,1.0797,0.019936,True,up_in_MUT
ENSDARG00000023820,faxdc2,-0.3355,0.3433,0.19108,False,not_significant
ENSDARG00000101722,larp1,0.0364,-0.0486,0.378921,False,not_significant
ENSDARG00000030213,sap30l,-0.3946,0.5243,0.028553,False,not_significant
ENSDARG00000103825,galnt10,-0.1481,0.45,0.127337,False,not_significant
ENSDARG00000005335,slc22a4,1.3804,1.1627,0.015419,True,up_in_MUT
ENSDARG00000094112,slc22a21,-1.0484,2.4531,0.000234,True,up_in_MUT
ENSDARG00000032353,tiprl,-0.2226,-0.2872,0.223815,False,not_significant
ENSDARG00000036359,riox2,-0.0392,0.0059,0.406666,False,not_significant
ENSDARG00000039934,hlcs,-0.0561,0.7002,0.06325,False,not_significant
ENSDARG00000063570,dyrk1aa,0.0355,0.1204,0.286709,False,not_significant
ENSDARG00000075650,vps26c,-0.0779,0.4258,0.101185,False,not_significant
ENSDARG00000086075,ttc3,-0.03,-0.4304,0.179522,False,not_significant
ENSDARG00000038805,pigp,-0.0287,0.3977,0.070281,False,not_significant
ENSDARG00000058985,KCNJ6,0.7037,-1.7035,0.030209,True,down_in_MUT
ENSDARG00000058988,KCNJ15,0.9565,1.5104,0.026601,True,up_in_MUT
ENSDARG00000077304,erg,-0.293,0.664,0.004815,False,not_significant
ENSDARG00000103980,ets2,0.0064,0.3421,0.176273,False,not_significant
ENSDARG00000040620,psmg1,0.0215,0.0812,0.331351,False,not_significant
ENSDARG00000059048,mpzl1l,0.0168,0.2144,0.252264,False,not_significant
ENSDARG00000040621,lrrc32,-0.162,0.6148,0.078931,False,not_significant
ENSDARG00000059059,emsy,0.1863,-0.2646,0.112292,False,not_significant
ENSDARG00000102127,NHLRC3,0.3284,0.4237,0.227569,False,not_significant
ENSDARG00000103612,akt2l,-0.1331,1.0087,0.000241,True,up_in_MUT
ENSDARG00000099690,vaspa,-0.3493,1.138,0.03136,True,up_in_MUT
ENSDARG00000074914,CU929346.1,-0.1169,-0.0044,0.406767,False,not_significant
ENSDARG00000087585,si_ch211-242f23.8,1.4686,-1.3887,0.081743,False,not_significant
ENSDARG00000087910,dact3a,-0.1688,-0.0034,0.407685,False,not_significant
ENSDARG00000042872,zdhhc8a,0.3187,-0.486,0.1805,False,not_significant
ENSDARG00000074329,arvcfa,0.2751,-1.1863,0.078276,False,not_significant
ENSDARG00000095223,si_ch211-242f23.3,1.411,-7.8138,0.000543,True,down_in_MUT
ENSDARG00000075226,smad4a,0.1389,-0.0631,0.370182,False,not_significant
ENSDARG00000014550,rfx3,2.9327,-6.0574,0.0,True,down_in_MUT
ENSDARG00000069726,glis3,1.8754,-0.0875,0.337976,False,not_significant
ENSDARG00000102742,bmpr1bb,0.7509,-0.9044,0.058662,False,not_significant
ENSDARG00000027600,pdlim5b,-0.033,0.5774,0.018977,False,not_significant
ENSDARG00000039959,gdnfa,-0.1159,1.4328,0.030939,True,up_in_MUT
ENSDARG00000001777,nup155,0.7512,-1.2174,0.000244,True,down_in_MUT
ENSDARG00000075376,sgsm1b,0.3655,-0.8048,0.188588,False,not_significant
ENSDARG00000014963,triap1,-0.2547,0.5193,0.085423,False,not_significant
ENSDARG00000008097,srsf9,-0.1444,-0.6638,0.002197,False,not_significant
ENSDARG00000092467,si_ch73-46j18.5,-0.1163,1.2893,0.001114,True,up_in_MUT
ENSDARG00000040087,epb41l4a,0.0894,0.2471,0.242846,False,not_significant
ENSDARG00000058868,apc,-0.3299,0.0869,0.307439,False,not_significant
ENSDARG00000035095,tdgf1,0.2567,-0.6889,0.244538,False,not_significant
ENSDARG00000067824,cntnap3,0.7952,-1.5988,0.025905,True,down_in_MUT
ENSDARG00000010023,CU856539.1,0.638,-0.1647,0.345841,False,not_significant
ENSDARG00000090886,zmp_0000001301,1.6688,-6.4165,1e-06,True,down_in_MUT
ENSDARG00000058949,spina,0.4428,-1.1476,0.009851,True,down_in_MUT
ENSDARG00000003934,nxnl2,0.4556,-1.3958,0.002904,True,down_in_MUT
ENSDARG00000089361,wu_fb59d01,0.0406,-3.5979,6.6e-05,True,down_in_MUT
ENSDARG00000058946,CU856539.2,0.465,-1.7723,3.1e-05,True,down_in_MUT
ENSDARG00000079713,ccl27b,-2.7657,0.572,0.273319,False,not_significant
ENSDARG00000074456,setd9,0.0012,-0.4846,0.179542,False,not_significant
ENSDARG00000006253,mier3a,0.6095,-1.0197,0.000122,True,down_in_MUT
ENSDARG00000032801,grk5,2.0146,-6.5138,0.0,True,down_in_MUT
ENSDARG00000060392,ash2l,0.0972,-0.1286,0.270666,False,not_significant
ENSDARG00000091726,aebp1,-0.4229,1.2204,0.000413,True,up_in_MUT
ENSDARG00000038308,ykt6,-0.0376,-0.6694,0.113467,False,not_significant
ENSDARG00000020913,ddx56,0.4773,-0.7085,0.044128,False,not_significant
ENSDARG00000038302,ccar2,0.0432,-0.1375,0.282872,False,not_significant
ENSDARG00000013024,erap1a,0.3953,0.0337,0.3778,False,not_significant
ENSDARG00000005108,oclna,-0.8145,-0.9736,,False,not_significant
ENSDARG00000025076,marveld2a,0.4929,-1.577,0.000371,True,down_in_MUT
ENSDARG00000075747,zfyve16,0.7837,-0.945,0.006269,False,not_significant
ENSDARG00000069615,ckmt2a,-0.0861,0.8387,0.153096,False,not_significant
ENSDARG00000075054,rasgrf2a,0.2891,-0.9171,0.142379,False,not_significant
ENSDARG00000100497,hic2,-0.196,-0.486,0.196766,False,not_significant
ENSDARG00000076724,pi4kaa,-0.23,-0.1543,0.317093,False,not_significant
ENSDARG00000076381,slc25a1b,0.3399,0.2528,0.320545,False,not_significant
ENSDARG00000010145,tor4aa,0.9379,-0.3805,0.256983,False,not_significant
ENSDARG00000008560,brap,0.5447,-0.4138,0.115147,False,not_significant
ENSDARG00000075446,naa25,0.2426,0.0887,0.340585,False,not_significant
ENSDARG00000009864,ddx55,0.2287,-0.5499,0.105753,False,not_significant
ENSDARG00000026908,tmed2,-0.0845,0.3749,0.174669,False,not_significant
ENSDARG00000020334,ptpn11a,-0.0721,0.3754,0.143295,False,not_significant
ENSDARG00000036005,pitpnb,-0.1992,-0.441,0.158503,False,not_significant
ENSDARG00000076529,mn1a,-0.1972,1.3055,0.000332,True,up_in_MUT
ENSDARG00000075802,grin3a,0.6549,-0.5099,0.273184,False,not_significant
ENSDARG00000010729,CABZ01073795.1,0.0108,0.2318,0.339583,False,not_significant
ENSDARG00000090752,plk2a,0.0188,0.2923,0.199253,False,not_significant
ENSDARG00000100642,plppr1,0.298,-0.3131,0.261024,False,not_significant
ENSDARG00000099005,palm2,-3.0177,1.7404,1.6e-05,True,up_in_MUT
ENSDARG00000069608,palm2,-0.3874,0.8162,0.079522,False,not_significant
ENSDARG00000069601,snx30,0.2977,-0.1445,0.301529,False,not_significant
ENSDARG00000079815,lyrm7,-0.6814,-0.3854,0.302537,False,not_significant
ENSDARG00000063665,mat2al,0.2529,0.0967,0.383074,False,not_significant
ENSDARG00000086996,si_ch73-234b20.5,-0.0147,3.1351,,False,not_significant
ENSDARG00000059246,hnrnpd,-0.0393,0.255,0.306952,False,not_significant
ENSDARG00000003429,hnrnpdl,-0.3781,4.3465,,False,not_significant
ENSDARG00000026198,enoph1,0.0459,0.6014,0.179542,False,not_significant
ENSDARG00000021082,sec31a,0.1983,3.3859,,False,not_significant
ENSDARG00000042995,sptlc1,0.0593,0.3979,0.273106,False,not_significant
ENSDARG00000042975,auh,-0.1224,0.7103,0.015951,False,not_significant
ENSDARG00000008186,syk,-0.1484,1.0521,0.037489,True,up_in_MUT
ENSDARG00000103600,st8sia4,0.6513,1.0007,0.084244,False,not_significant
ENSDARG00000100170,pam,-0.0149,0.4399,0.058546,False,not_significant
ENSDARG00000104693,il6st,-0.3161,0.8212,0.007056,False,not_significant
ENSDARG00000098405,map3k1,0.005,-0.3738,0.144242,False,not_significant
ENSDARG00000103025,hmgcs1,0.2229,0.6423,0.033011,False,not_significant
ENSDARG00000100729,tln1,-0.1038,0.4205,0.024259,False,not_significant
ENSDARG00000104682,tpm2,-0.1146,0.8478,0.008545,False,not_significant
ENSDARG00000100633,zgc_114200,-0.0354,0.3366,0.121484,False,not_significant
ENSDARG00000104242,dcp2,-0.071,0.1803,0.237487,False,not_significant
ENSDARG00000100742,reep5,-0.1324,0.8693,0.00242,False,not_significant
ENSDARG00000103787,chd1,0.2105,-0.7217,0.022415,False,not_significant
ENSDARG00000078441,ppip5k2,0.3132,-0.4,0.072025,False,not_significant
ENSDARG00000014373,ddx4,1.5994,-3.2571,0.040709,True,down_in_MUT
ENSDARG00000032769,slc38a9,0.1038,-1.7074,0.000903,True,down_in_MUT
ENSDARG00000041378,sh2d4a,0.2344,-1.5099,0.014591,True,down_in_MUT
ENSDARG00000104820,psd3l,-0.036,0.2899,0.286071,False,not_significant
ENSDARG00000100322,fut10,0.4776,-0.2019,0.307779,False,not_significant
ENSDARG00000104314,nrg1,0.5289,-0.6434,0.112345,False,not_significant
ENSDARG00000098211,wrn,0.6862,-1.9218,0.015021,True,down_in_MUT
ENSDARG00000098929,tex15,0.0955,1.0257,0.219984,False,not_significant
ENSDARG00000099241,ppp2cb,0.44,-0.497,0.2095,False,not_significant
ENSDARG00000098902,ubxn8,0.7642,-0.5697,0.186271,False,not_significant
ENSDARG00000103824,hint1,-0.3263,0.5346,0.121933,False,not_significant
ENSDARG00000103052,pcyox1,0.2053,-0.4019,0.231101,False,not_significant
ENSDARG00000098401,fam136a,-0.1983,0.311,0.206339,False,not_significant
ENSDARG00000020948,gmcl1,0.1363,-0.7963,0.073356,False,not_significant
ENSDARG00000067805,ggcx,0.0543,-0.5664,0.08181,False,not_significant
ENSDARG00000053527,snx24,0.6112,-0.7038,0.113183,False,not_significant
ENSDARG00000003259,loxa,-0.012,1.5663,0.004168,True,up_in_MUT
ENSDARG00000098338,si_ch73-340n8.4,-0.174,-0.6272,0.130218,False,not_significant
ENSDARG00000019521,mpx,0.8644,1.1446,0.061011,False,not_significant
ENSDARG00000094708,sftpba,0.6588,0.1407,0.363958,False,not_significant
ENSDARG00000040334,mat2aa,0.0412,0.1951,0.305035,False,not_significant
ENSDARG00000020258,ewsr1a,-0.1132,0.0371,0.393177,False,not_significant
ENSDARG00000035538,atp6v0a2a,1.1309,-3.1861,0.010427,True,down_in_MUT
ENSDARG00000003157,nfkbil1,0.0376,1.1166,0.003989,True,up_in_MUT
ENSDARG00000053448,si_ch211-251f6.6,-2.1653,-3.6067,0.003578,True,down_in_MUT
ENSDARG00000053446,sub1a,0.0269,-0.2751,0.168045,False,not_significant
ENSDARG00000089569,pstpip2,0.5221,0.4355,0.237023,False,not_significant
ENSDARG00000094312,ndufa9b,0.0553,0.6889,0.052897,False,not_significant
ENSDARG00000040326,dhx29,0.3878,-0.4196,0.109695,False,not_significant
ENSDARG00000013457,mtrex,0.5604,-1.1405,0.00389,True,down_in_MUT
ENSDARG00000053381,plpp1a,-0.1954,0.6349,0.032377,False,not_significant
ENSDARG00000040535,csgalnact1a,0.0886,0.3826,0.240769,False,not_significant
ENSDARG00000040338,hvcn1,-0.0374,-0.0994,0.362922,False,not_significant
ENSDARG00000078447,tctn1,1.3131,-2.666,0.0,True,down_in_MUT
ENSDARG00000052658,pptc7b,-0.8078,0.6225,0.112345,False,not_significant
ENSDARG00000060096,tbc1d10ab,0.0616,0.2497,0.281457,False,not_significant
ENSDARG00000036670,aplnrb,-0.1628,0.3982,0.131848,False,not_significant
ENSDARG00000089307,pmaip1,-0.0901,-0.2784,0.314201,False,not_significant
ENSDARG00000098967,rabgap1,0.0344,0.7907,0.043244,False,not_significant
ENSDARG00000044225,si_dkey-27b3.2,0.2367,0.1555,0.348057,False,not_significant
ENSDARG00000074316,itga1,-0.0969,1.5067,0.180755,False,not_significant
ENSDARG00000062974,itga2.2,-0.2359,0.1321,0.381539,False,not_significant
ENSDARG00000077202,mocs2,0.328,-0.9898,0.204307,False,not_significant
ENSDARG00000057992,fstb,0.363,0.3533,0.318537,False,not_significant
ENSDARG00000057995,arl15b,0.235,-1.6743,0.106173,False,not_significant
ENSDARG00000044246,snx18b,0.716,-1.0645,0.296575,False,not_significant
ENSDARG00000075600,si_dkeyp-41f9.3,1.6709,-2.8557,0.054246,False,not_significant
ENSDARG00000044251,rasgef1bb,0.1897,2.9866,0.066264,False,not_significant
