source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0007017,microtubule-based process,5.431058127629295e-33,True,"""Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins."" [GOC:mah]",303,1930,126,14996,0.06528497409326425,0.4158415841584158,query_1,['GO:0009987'],"['ENSDARG00000074289', 'ENSDARG00000005454', 'ENSDARG00000102674', 'ENSDARG00000104643', 'ENSDARG00000056888', 'ENSDARG00000078654', 'ENSDARG00000004169', 'ENSDARG00000012485', 'ENSDARG00000010948', 'ENSDARG00000101652', 'ENSDARG00000086112', 'ENSDARG00000062198', 'ENSDARG00000063385', 'ENSDARG00000002403', 'ENSDARG00000005462', 'ENSDARG00000043571', 'ENSDARG00000042927', 'ENSDARG00000100115', 'ENSDARG00000076228', 'ENSDARG00000102624', 'ENSDARG00000087657', 'ENSDARG00000001558', 'ENSDARG00000100918', 'ENSDARG00000044491', 'ENSDARG00000104831', 'ENSDARG00000007444', 'ENSDARG00000013079', 'ENSDARG00000011240', 'ENSDARG00000101120', 'ENSDARG00000012073', 'ENSDARG00000113761', 'ENSDARG00000077442', 'ENSDARG00000101309', 'ENSDARG00000104435', 'ENSDARG00000060165', 'ENSDARG00000005993', 'ENSDARG00000087352', 'ENSDARG00000005098', 'ENSDARG00000088984', 'ENSDARG00000053455', 'ENSDARG00000073859', 'ENSDARG00000005456', 'ENSDARG00000019156', 'ENSDARG00000087373', 'ENSDARG00000042182', 'ENSDARG00000079753', 'ENSDARG00000098749', 'ENSDARG00000069269', 'ENSDARG00000004647', 'ENSDARG00000067606', 'ENSDARG00000061095', 'ENSDARG00000016594', 'ENSDARG00000076752', 'ENSDARG00000100231', 'ENSDARG00000099279', 'ENSDARG00000034227', 'ENSDARG00000031693', 'ENSDARG00000008022', 'ENSDARG00000099161', 'ENSDARG00000042946', 'ENSDARG00000058968', 'ENSDARG00000087107', 'ENSDARG00000061385', 'ENSDARG00000076934', 'ENSDARG00000014943', 'ENSDARG00000030106', 'ENSDARG00000017311', 'ENSDARG00000090778', 'ENSDARG00000076965', 'ENSDARG00000017355', 'ENSDARG00000099156', 'ENSDARG00000061486', 'ENSDARG00000040110', 'ENSDARG00000028899', 'ENSDARG00000058416', 'ENSDARG00000068468', 'ENSDARG00000101331', 'ENSDARG00000103383', 'ENSDARG00000055238', 'ENSDARG00000057635', 'ENSDARG00000059601', 'ENSDARG00000045675', 'ENSDARG00000100261', 'ENSDARG00000016301', 'ENSDARG00000074379', 'ENSDARG00000062606', 'ENSDARG00000045014', 'ENSDARG00000062978', 'ENSDARG00000062187', 'ENSDARG00000103132', 'ENSDARG00000071198', 'ENSDARG00000078947', 'ENSDARG00000000606', 'ENSDARG00000053026', 'ENSDARG00000089458', 'ENSDARG00000036304', 'ENSDARG00000080018', 'ENSDARG00000062024', 'ENSDARG00000067777', 'ENSDARG00000003054', 'ENSDARG00000039770', 'ENSDARG00000053240', 'ENSDARG00000112433', 'ENSDARG00000100584', 'ENSDARG00000092662', 'ENSDARG00000101510', 'ENSDARG00000060948', 'ENSDARG00000037406', 'ENSDARG00000037276', 'ENSDARG00000069361', 'ENSDARG00000094282', 'ENSDARG00000061899', 'ENSDARG00000109770', 'ENSDARG00000018121', 'ENSDARG00000068398', 'ENSDARG00000059987', 'ENSDARG00000076027', 'ENSDARG00000024575', 'ENSDARG00000028973', 'ENSDARG00000102611', 'ENSDARG00000088841', 'ENSDARG00000089952', 'ENSDARG00000077384', 'ENSDARG00000074073', 'ENSDARG00000074521', 'ENSDARG00000012367']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IMP'], ['IBA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IBA'], ['IEA'], ['IBA', 'NAS'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA']]"
GO:BP,GO:0022402,cell cycle process,9.302421370214992e-33,True,"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",196,1930,97,14996,0.050259067357512954,0.49489795918367346,query_1,"['GO:0007049', 'GO:0009987']","['ENSDARG00000005454', 'ENSDARG00000102674', 'ENSDARG00000078654', 'ENSDARG00000040041', 'ENSDARG00000102798', 'ENSDARG00000012485', 'ENSDARG00000101652', 'ENSDARG00000005058', 'ENSDARG00000005619', 'ENSDARG00000038882', 'ENSDARG00000010792', 'ENSDARG00000002403', 'ENSDARG00000096554', 'ENSDARG00000045308', 'ENSDARG00000042927', 'ENSDARG00000007278', 'ENSDARG00000076228', 'ENSDARG00000051854', 'ENSDARG00000003200', 'ENSDARG00000071694', 'ENSDARG00000014402', 'ENSDARG00000077029', 'ENSDARG00000041361', 'ENSDARG00000058587', 'ENSDARG00000040559', 'ENSDARG00000103187', 'ENSDARG00000104831', 'ENSDARG00000068759', 'ENSDARG00000033852', 'ENSDARG00000018918', 'ENSDARG00000090447', 'ENSDARG00000101309', 'ENSDARG00000022493', 'ENSDARG00000055133', 'ENSDARG00000003904', 'ENSDARG00000063076', 'ENSDARG00000100236', 'ENSDARG00000098537', 'ENSDARG00000074451', 'ENSDARG00000019907', 'ENSDARG00000039354', 'ENSDARG00000069917', 'ENSDARG00000078825', 'ENSDARG00000019156', 'ENSDARG00000091640', 'ENSDARG00000074927', 'ENSDARG00000079753', 'ENSDARG00000043640', 'ENSDARG00000004647', 'ENSDARG00000016594', 'ENSDARG00000103907', 'ENSDARG00000102349', 'ENSDARG00000061468', 'ENSDARG00000078433', 'ENSDARG00000034227', 'ENSDARG00000089922', 'ENSDARG00000058968', 'ENSDARG00000061385', 'ENSDARG00000017744', 'ENSDARG00000030106', 'ENSDARG00000024471', 'ENSDARG00000017311', 'ENSDARG00000076966', 'ENSDARG00000076609', 'ENSDARG00000060041', 'ENSDARG00000101975', 'ENSDARG00000069260', 'ENSDARG00000057100', 'ENSDARG00000075632', 'ENSDARG00000041411', 'ENSDARG00000013837', 'ENSDARG00000104943', 'ENSDARG00000101611', 'ENSDARG00000045675', 'ENSDARG00000070239', 'ENSDARG00000098445', 'ENSDARG00000074379', 'ENSDARG00000043912', 'ENSDARG00000069045', 'ENSDARG00000103996', 'ENSDARG00000088346', 'ENSDARG00000099485', 'ENSDARG00000078947', 'ENSDARG00000092651', 'ENSDARG00000034773', 'ENSDARG00000075203', 'ENSDARG00000090319', 'ENSDARG00000101067', 'ENSDARG00000101510', 'ENSDARG00000026400', 'ENSDARG00000037276', 'ENSDARG00000018121', 'ENSDARG00000093864', 'ENSDARG00000068398', 'ENSDARG00000055754', 'ENSDARG00000093723', 'ENSDARG00000033046']","[['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IMP'], ['IEA'], ['IBA'], ['IBA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA'], ['IEA'], ['IBA', 'NAS'], ['IBA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA']]"
GO:BP,GO:0006259,DNA metabolic process,7.69617121425005e-31,True,"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]",378,1930,140,14996,0.07253886010362694,0.37037037037037035,query_1,['GO:0090304'],"['ENSDARG00000054155', 'ENSDARG00000053990', 'ENSDARG00000101180', 'ENSDARG00000040041', 'ENSDARG00000102798', 'ENSDARG00000024488', 'ENSDARG00000019507', 'ENSDARG00000104541', 'ENSDARG00000056414', 'ENSDARG00000113858', 'ENSDARG00000008805', 'ENSDARG00000045308', 'ENSDARG00000044949', 'ENSDARG00000051854', 'ENSDARG00000009494', 'ENSDARG00000043720', 'ENSDARG00000099298', 'ENSDARG00000104374', 'ENSDARG00000079015', 'ENSDARG00000087752', 'ENSDARG00000040559', 'ENSDARG00000044282', 'ENSDARG00000077089', 'ENSDARG00000096229', 'ENSDARG00000104105', 'ENSDARG00000026224', 'ENSDARG00000091768', 'ENSDARG00000035634', 'ENSDARG00000014274', 'ENSDARG00000037188', 'ENSDARG00000018918', 'ENSDARG00000076913', 'ENSDARG00000037532', 'ENSDARG00000029944', 'ENSDARG00000004529', 'ENSDARG00000057683', 'ENSDARG00000052721', 'ENSDARG00000024204', 'ENSDARG00000075682', 'ENSDARG00000058710', 'ENSDARG00000008472', 'ENSDARG00000103977', 'ENSDARG00000053574', 'ENSDARG00000027938', 'ENSDARG00000042527', 'ENSDARG00000045815', 'ENSDARG00000015070', 'ENSDARG00000024311', 'ENSDARG00000098537', 'ENSDARG00000042458', 'ENSDARG00000002613', 'ENSDARG00000054473', 'ENSDARG00000099519', 'ENSDARG00000074451', 'ENSDARG00000045606', 'ENSDARG00000113834', 'ENSDARG00000075083', 'ENSDARG00000038917', 'ENSDARG00000101161', 'ENSDARG00000031680', 'ENSDARG00000039754', 'ENSDARG00000020079', 'ENSDARG00000074691', 'ENSDARG00000002304', 'ENSDARG00000078055', 'ENSDARG00000077516', 'ENSDARG00000007624', 'ENSDARG00000095046', 'ENSDARG00000021579', 'ENSDARG00000098780', 'ENSDARG00000040163', 'ENSDARG00000104709', 'ENSDARG00000016044', 'ENSDARG00000101465', 'ENSDARG00000021974', 'ENSDARG00000079457', 'ENSDARG00000058533', 'ENSDARG00000025948', 'ENSDARG00000100028', 'ENSDARG00000055770', 'ENSDARG00000043275', 'ENSDARG00000060041', 'ENSDARG00000076379', 'ENSDARG00000110103', 'ENSDARG00000103961', 'ENSDARG00000009942', 'ENSDARG00000060951', 'ENSDARG00000074326', 'ENSDARG00000004274', 'ENSDARG00000019250', 'ENSDARG00000074889', 'ENSDARG00000089291', 'ENSDARG00000075826', 'ENSDARG00000037046', 'ENSDARG00000075632', 'ENSDARG00000041411', 'ENSDARG00000013837', 'ENSDARG00000067596', 'ENSDARG00000091821', 'ENSDARG00000077900', 'ENSDARG00000041140', 'ENSDARG00000077479', 'ENSDARG00000043480', 'ENSDARG00000068919', 'ENSDARG00000043912', 'ENSDARG00000069045', 'ENSDARG00000005274', 'ENSDARG00000013933', 'ENSDARG00000114317', 'ENSDARG00000103470', 'ENSDARG00000102118', 'ENSDARG00000052121', 'ENSDARG00000069326', 'ENSDARG00000030573', 'ENSDARG00000079915', 'ENSDARG00000007885', 'ENSDARG00000061414', 'ENSDARG00000075203', 'ENSDARG00000090319', 'ENSDARG00000012325', 'ENSDARG00000032263', 'ENSDARG00000095332', 'ENSDARG00000109460', 'ENSDARG00000069729', 'ENSDARG00000101067', 'ENSDARG00000026400', 'ENSDARG00000051731', 'ENSDARG00000055232', 'ENSDARG00000098241', 'ENSDARG00000075672', 'ENSDARG00000096566', 'ENSDARG00000090904', 'ENSDARG00000098211', 'ENSDARG00000033273', 'ENSDARG00000055754', 'ENSDARG00000011042', 'ENSDARG00000093723', 'ENSDARG00000071551', 'ENSDARG00000109743', 'ENSDARG00000114999']","[['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0007049,cell cycle,4.73892469792573e-30,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",275,1930,114,14996,0.05906735751295337,0.41454545454545455,query_1,['GO:0009987'],"['ENSDARG00000005454', 'ENSDARG00000102674', 'ENSDARG00000078654', 'ENSDARG00000014373', 'ENSDARG00000040041', 'ENSDARG00000102798', 'ENSDARG00000012485', 'ENSDARG00000101652', 'ENSDARG00000005058', 'ENSDARG00000005619', 'ENSDARG00000038882', 'ENSDARG00000010792', 'ENSDARG00000002403', 'ENSDARG00000096554', 'ENSDARG00000012718', 'ENSDARG00000045308', 'ENSDARG00000042927', 'ENSDARG00000007278', 'ENSDARG00000076228', 'ENSDARG00000051854', 'ENSDARG00000003200', 'ENSDARG00000071694', 'ENSDARG00000014402', 'ENSDARG00000077029', 'ENSDARG00000041361', 'ENSDARG00000058587', 'ENSDARG00000040559', 'ENSDARG00000103187', 'ENSDARG00000104831', 'ENSDARG00000068759', 'ENSDARG00000033852', 'ENSDARG00000018918', 'ENSDARG00000090447', 'ENSDARG00000097691', 'ENSDARG00000101309', 'ENSDARG00000022493', 'ENSDARG00000055133', 'ENSDARG00000003904', 'ENSDARG00000063076', 'ENSDARG00000100236', 'ENSDARG00000001969', 'ENSDARG00000059131', 'ENSDARG00000098537', 'ENSDARG00000016304', 'ENSDARG00000074451', 'ENSDARG00000090664', 'ENSDARG00000019907', 'ENSDARG00000039354', 'ENSDARG00000069917', 'ENSDARG00000078825', 'ENSDARG00000019156', 'ENSDARG00000091640', 'ENSDARG00000074927', 'ENSDARG00000079753', 'ENSDARG00000043640', 'ENSDARG00000095241', 'ENSDARG00000004647', 'ENSDARG00000016594', 'ENSDARG00000103907', 'ENSDARG00000102349', 'ENSDARG00000061468', 'ENSDARG00000078433', 'ENSDARG00000034227', 'ENSDARG00000089922', 'ENSDARG00000006782', 'ENSDARG00000026454', 'ENSDARG00000058968', 'ENSDARG00000061385', 'ENSDARG00000017744', 'ENSDARG00000030106', 'ENSDARG00000024471', 'ENSDARG00000017311', 'ENSDARG00000076966', 'ENSDARG00000076609', 'ENSDARG00000060041', 'ENSDARG00000101975', 'ENSDARG00000069260', 'ENSDARG00000057100', 'ENSDARG00000075632', 'ENSDARG00000041411', 'ENSDARG00000013837', 'ENSDARG00000104943', 'ENSDARG00000101611', 'ENSDARG00000045675', 'ENSDARG00000070239', 'ENSDARG00000098445', 'ENSDARG00000074379', 'ENSDARG00000045014', 'ENSDARG00000043912', 'ENSDARG00000069045', 'ENSDARG00000103996', 'ENSDARG00000088346', 'ENSDARG00000099485', 'ENSDARG00000092136', 'ENSDARG00000078947', 'ENSDARG00000092651', 'ENSDARG00000034773', 'ENSDARG00000075203', 'ENSDARG00000090319', 'ENSDARG00000090935', 'ENSDARG00000101067', 'ENSDARG00000101510', 'ENSDARG00000026400', 'ENSDARG00000037276', 'ENSDARG00000018121', 'ENSDARG00000092331', 'ENSDARG00000104903', 'ENSDARG00000093864', 'ENSDARG00000068398', 'ENSDARG00000055754', 'ENSDARG00000093723', 'ENSDARG00000113103', 'ENSDARG00000033046', 'ENSDARG00000037246']","[['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IBA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IMP'], ['IEA'], ['IBA'], ['IBA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA'], ['IEA'], ['IBA', 'NAS'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA']]"
