,q1_activity,q1_pval,age_activity,age_pval,sig_q1,sig_age,sig_both,same_direction
ZBTB18,-0.5293259935842662,0.8454142808914185,0.6518642383370512,0.822526216506958,False,False,False,False
POU5F1,-0.5265855144523166,0.8454142808914185,-1.5310460162567385,0.49736422300338745,False,False,False,True
ZFPM1,-0.5250724865842736,0.8454142808914185,0.10231355791757607,0.9714920520782471,False,False,False,False
FEV,-0.5153825252177949,0.849786102771759,4.268464235308699,0.0012576774461194873,False,True,False,False
SIX3,-0.511670906547311,0.850010335445404,0.7925967630316408,0.7898380756378174,False,False,False,False
DLX2,-0.498436028316265,0.8552044630050659,-0.9413989606307229,0.7351542115211487,False,False,False,True
NR2F6,-0.4864879878311079,0.8609985709190369,2.0628320196081087,0.28903985023498535,False,False,False,False
IRX1,-0.4728860876390978,0.8655197024345398,0.5361367393704287,0.8789945244789124,False,False,False,False
DACH1,-0.4685125519596862,0.8655197024345398,1.6801356501667224,0.440510630607605,False,False,False,False
NR2F1,-0.4680623370297552,0.8655197024345398,2.411581166910966,0.15851692855358124,False,False,False,False
TBX18,-0.4532218773321693,0.8684696555137634,-0.5595411404278333,0.8747797608375549,False,False,False,True
BCLAF1,-0.4491407009459138,0.8684696555137634,-0.38692225524702184,0.9086238145828247,False,False,False,True
ZNF436,-0.4475812658369248,0.8684696555137634,-1.2807097675084758,0.5908479690551758,False,False,False,True
TRERF1,-0.4318274478624767,0.8807359933853149,-0.009989730180308243,0.9986990094184875,False,False,False,True
ZNF350,-0.4313374688231451,0.8807359933853149,0.2048985627668822,0.953805685043335,False,False,False,False
TBX3,-0.4212061259271059,0.8888105750083923,-0.9006461043565606,0.7558191418647766,False,False,False,True
POU4F1,-0.4126326395920451,0.8953924179077148,-2.050576601475995,0.29321780800819397,False,False,False,True
HNF1A,-0.3863599039828181,0.9117430448532104,8.579631515409158,7.380979880837035e-15,False,True,False,False
HOXB3,-0.3798970314385919,0.9117430448532104,2.57882613502961,0.11849422007799149,False,False,False,False
LMX1A,-0.3781408460222001,0.9117430448532104,-0.3062330189575576,0.9306084513664246,False,False,False,True
CXXC1,-0.3735612253093572,0.9117430448532104,-0.7907450914694828,0.7898380756378174,False,False,False,True
APEX1,-0.3678128379726957,0.9117430448532104,0.46678996138818357,0.8907952308654785,False,False,False,False
NKX2-1,-0.3676942500229345,0.9117430448532104,-0.6037513011601896,0.8469367623329163,False,False,False,True
KMT2B,-0.3633945787212997,0.9117430448532104,-0.2226621917815705,0.9481555223464966,False,False,False,True
TGIF1,-0.3602271397624156,0.9117430448532104,0.5531158149305432,0.8747797608375549,False,False,False,False
TCF7,-0.3574631700336199,0.9117430448532104,0.742053745770406,0.8015767335891724,False,False,False,False
HOXA11,-0.3570840616915358,0.9117430448532104,-0.7356986415078156,0.8015767335891724,False,False,False,True
EMX2,-0.3502963745033298,0.9165155291557312,-1.20262368394557,0.6449283957481384,False,False,False,True
TADA2A,-0.3330582000476212,0.9244310259819032,0.008489443032079836,0.9986990094184875,False,False,False,False
NEUROG1,-0.32888576762877,0.9244310259819032,-0.05971193081876605,0.9877691268920898,False,False,False,True
SPDEF,-0.3247852236217829,0.9244310259819032,2.5516757703510065,0.11890178918838501,False,False,False,False
NAB2,-0.3244044069688964,0.9244310259819032,0.3263995432043021,0.9258481860160828,False,False,False,False
GSC,-0.3160235775692384,0.9249396324157716,0.8528208917895252,0.7673507332801819,False,False,False,False
KAT6B,-0.3124719743715816,0.9250744581222534,0.5424200263725266,0.8781622648239136,False,False,False,False
TCF7L1,-0.3002053644635317,0.9310922026634216,0.10792105634589137,0.9714920520782471,False,False,False,False
BHLHE40,-0.2965618160842145,0.9310922026634216,1.0933640554403095,0.6695696115493774,False,False,False,False
TBX2,-0.2930113044381436,0.9310922026634216,-0.39799405525264,0.9062198996543884,False,False,False,True
BRCA1,-0.2925753759585213,0.9310922026634216,0.5209374253944135,0.8830636143684387,False,False,False,False
MTF1,-0.2879030651322112,0.9310922026634216,1.8145869788637334,0.3795928657054901,False,False,False,False
UBTF,-0.2718405606765423,0.9328998327255248,0.8539549692761225,0.7673507332801819,False,False,False,False
HOXB4,-0.2679109194189968,0.9328998327255248,1.10365280495123,0.6695696115493774,False,False,False,False
ZNF160,-0.2669366453063992,0.9328998327255248,0.08495494697436713,0.9770936369895935,False,False,False,False
HOXD4,-0.2642582463323429,0.9328998327255248,-0.9936123554969987,0.7100319266319275,False,False,False,True
MXD1,-0.2630495405771423,0.9328998327255248,0.16796483187552344,0.9709410071372986,False,False,False,False
IRF7,-0.260856410013065,0.9328998327255248,-1.9532422460472743,0.33646413683891296,False,False,False,True
MAFK,-0.2587367148860493,0.9328998327255248,0.2236983642862017,0.9481555223464966,False,False,False,False
KLF11,-0.2585751663490662,0.9328998327255248,-0.45058519607805664,0.8961728811264038,False,False,False,True
STAT5B,-0.2583721127498732,0.9328998327255248,1.5402821565262357,0.4954822063446045,False,False,False,False
HHEX,-0.2525004555848489,0.9345475435256958,1.976323999194115,0.33268293738365173,False,False,False,False
PTF1A,-0.23594520438431,0.9355254769325256,1.6134318333663615,0.47730085253715515,False,False,False,False
TFDP2,-0.2352068456327364,0.9355254769325256,-0.480357907326482,0.8871720433235168,False,False,False,True
IRF9,-0.2321334390126097,0.9355254769325256,-0.2839034622650604,0.9386051893234253,False,False,False,True
TEAD1,-0.2314326821134275,0.9355254769325256,-0.5491957349626886,0.8747797608375549,False,False,False,True
CDX1,-0.2306767947023204,0.9355254769325256,0.8669639998926568,0.759790301322937,False,False,False,False
MEOX1,-0.2296124554622602,0.9355254769325256,-0.245047036378073,0.9463640451431274,False,False,False,True
IRF2,-0.2295655689788674,0.9355254769325256,2.243341806928143,0.21187996864318848,False,False,False,False
KLF2,-0.2280917584125869,0.9355254769325256,0.04317824479346275,0.9931373596191406,False,False,False,False
NR1D1,-0.2279741800117725,0.9355254769325256,-4.841329499525667,0.00015174326836131513,False,True,False,True
CREM,-0.2193062177304659,0.9409262537956238,-0.5013902425113107,0.8830636143684387,False,False,False,True
BHLHE41,-0.2176675154017085,0.9409262537956238,0.15032090025814826,0.9714920520782471,False,False,False,False
GATA5,-0.2155472095752712,0.9412717819213868,-1.322973634086388,0.5829251408576965,False,False,False,True
SOX2,-0.2091785266652393,0.9435661435127258,2.563472422827587,0.11849422007799149,False,False,False,False
PA2G4,-0.2087096575917887,0.9435661435127258,-0.4505215754086797,0.8961728811264038,False,False,False,True
KLF7,-0.2021687261148476,0.9435661435127258,-0.1449860407504723,0.9714920520782471,False,False,False,True
SALL1,-0.1994173660331823,0.9435661435127258,-1.0630937649948689,0.6861793398857117,False,False,False,True
NFIX,-0.1937104283890379,0.9435661435127258,0.03892299606210268,0.9931373596191406,False,False,False,False
HIVEP1,-0.19366763274803,0.9435661435127258,0.4475985193791958,0.8961728811264038,False,False,False,False
NACC1,-0.1889259559417252,0.9449161291122437,-0.7650008732795055,0.7992544770240784,False,False,False,True
SOX4,-0.1825385831702224,0.9474661946296692,-1.4343134633015528,0.5231906771659851,False,False,False,True
MLX,-0.1785075117412423,0.9482036232948304,1.8973966658976533,0.35080549120903015,False,False,False,False
CRX,-0.17822959907106,0.9482036232948304,-1.3079378480181236,0.5829251408576965,False,False,False,True
TBX20,-0.1648495320409023,0.9537851214408876,0.6711668250081874,0.8175334334373474,False,False,False,False
TBX6,-0.160731654351349,0.9542908668518066,-0.8572593924169405,0.7672454118728638,False,False,False,True
TFAM,-0.1536855540363707,0.9542908668518066,-1.1045038251991042,0.6695696115493774,False,False,False,True
TFEB,-0.1502284575688466,0.9542908668518066,0.3398006132919621,0.9182160496711731,False,False,False,False
ONECUT1,-0.1462384825571291,0.954853653907776,3.2540565076796253,0.02568114548921585,False,True,False,False
SNAI2,-0.1353440676798502,0.95604008436203,0.9825462463820931,0.7174842357635498,False,False,False,False
CUX1,-0.1340935611171372,0.95604008436203,-1.1124560456484844,0.6695696115493774,False,False,False,True
SOX11,-0.1320247071727252,0.95604008436203,1.1996700212832667,0.6455494165420532,False,False,False,False
KLF3,-0.1305404379462824,0.95604008436203,-1.3685451670671451,0.56355220079422,False,False,False,True
RUNX3,-0.1283597799555883,0.95604008436203,-0.8723347007623048,0.759790301322937,False,False,False,True
NR2E1,-0.1264582202320193,0.95604008436203,1.5202307662811316,0.4982052743434906,False,False,False,False
SOX3,-0.1262722336236439,0.95604008436203,0.9497839224549943,0.7305295467376709,False,False,False,False
CREBZF,-0.1229329828341507,0.957004725933075,1.3105528560814903,0.5829251408576965,False,False,False,False
ID4,-0.115049254980297,0.9614598751068116,-1.520334470258013,0.4982052743434906,False,False,False,True
HEY1,-0.1141423082529938,0.9614598751068116,-0.4388051900938385,0.8973644375801086,False,False,False,True
ZNF263,-0.1072067359980151,0.9614598751068116,-0.21600289559903843,0.95013827085495,False,False,False,True
HES6,-0.1000455609923004,0.9621366262435912,0.7814973278600362,0.7898380756378174,False,False,False,False
SFPQ,-0.0997082382092871,0.9621366262435912,1.2669500519024839,0.6004486083984375,False,False,False,False
EZH2,-0.0994480408639992,0.9621366262435912,-2.267115095405218,0.2079630196094513,False,False,False,True
MEIS1,-0.0933198326133165,0.9643347859382628,-0.20896258152651467,0.9517443180084229,False,False,False,True
TLX2,-0.0872841969429377,0.9650103449821472,2.393361898400269,0.16324521601200104,False,False,False,False
MED1,-0.0812955997877381,0.967074453830719,0.12666447272372547,0.9714920520782471,False,False,False,False
NR4A3,-0.0745902901810472,0.970422387123108,-0.10656223010459462,0.9714920520782471,False,False,False,True
ETV3,-0.0725513836716886,0.970422387123108,0.004359182501461284,0.9986990094184875,False,False,False,False
YBX3,-0.0719828967775927,0.970422387123108,0.5632569121103105,0.8736727833747864,False,False,False,False
SP4,-0.056414712913529,0.977417290210724,-0.12078456431526194,0.9714920520782471,False,False,False,True
SATB2,-0.0535796675720364,0.9782943725585938,-0.986661769960702,0.7152878642082214,False,False,False,True
TBR1,-0.0507988949925291,0.9791251420974731,-0.7857246822938074,0.7898380756378174,False,False,False,True
PDX1,-0.0404683832813488,0.9846484065055848,2.385436510078623,0.16324521601200104,False,False,False,False
FOXH1,-0.0365585461198698,0.9858757257461548,2.1708148311200013,0.24039265513420105,False,False,False,False
NR2E3,-0.0288121490130708,0.9858757257461548,1.1366170822576651,0.6635387539863586,False,False,False,False
TFCP2,-0.0285412804426826,0.9858757257461548,1.035927196936812,0.6930103898048401,False,False,False,False
BCL11B,-0.027778732266437,0.9858757257461548,0.4294615340206804,0.9013170003890991,False,False,False,False
ATOH1,-0.0265568989879627,0.9858757257461548,-1.553913470387508,0.4903319776058197,False,False,False,True
FOXA2,-0.0181004289807942,0.9898132085800172,3.8671215763854065,0.005517057608813047,False,True,False,False
NR1H4,-0.013303519214144,0.9922289252281188,4.4391709446693115,0.0007060708594508469,False,True,False,False
HLX,0.0024057713295703,0.9980804920196532,0.6331181833110116,0.8325351476669312,False,False,False,True
PML,0.0099942047201445,0.993449330329895,-1.49116974180049,0.5157152414321899,False,False,False,False
NRL,0.0186106198283659,0.9898132085800172,-0.6215358082361916,0.8380045294761658,False,False,False,False
HMGB2,0.0297931884849227,0.9858757257461548,-1.060904231694123,0.6861793398857117,False,False,False,False
HOPX,0.034980580397022,0.9858757257461548,1.3020663238013657,0.5829251408576965,False,False,False,True
TBPL1,0.0478641864324682,0.9800788164138794,0.05315054323065139,0.9887776970863342,False,False,False,True
FOXP3,0.0653249292489346,0.971579372882843,-0.6259534048858396,0.8360085487365723,False,False,False,False
MTA3,0.066243962707279,0.971579372882843,-0.8712136534181988,0.759790301322937,False,False,False,False
SOX9,0.0675889719290038,0.971579372882843,-0.2696569207751553,0.9391927123069763,False,False,False,False
E2F6,0.0817644114466362,0.967074453830719,0.6817483807862253,0.8175334334373474,False,False,False,True
GLI1,0.0895628532905997,0.9645653367042542,2.130867829766435,0.2568524479866028,False,False,False,True
HOXC13,0.0913712903561459,0.9645079970359802,-0.9268876852689427,0.7420218586921692,False,False,False,False
HLF,0.0956117061948374,0.9638769030570984,-2.072689760817478,0.2886895537376404,False,False,False,False
EGR3,0.1006457926960507,0.9621366262435912,-1.340582944865684,0.5819220542907715,False,False,False,False
MSX2,0.107960490153289,0.9614598751068116,0.47794971140004666,0.8871720433235168,False,False,False,True
VHL,0.1092621883046775,0.9614598751068116,-2.238527547696957,0.21195079386234283,False,False,False,False
HOXC6,0.1095978688436118,0.9614598751068116,-0.969458583109481,0.7204973101615906,False,False,False,False
YY1,0.1258115722276537,0.95604008436203,0.01952982550905106,0.99772047996521,False,False,False,True
EP300,0.1305328685447606,0.95604008436203,1.1647729748179227,0.6630511283874512,False,False,False,True
HDAC1,0.1427948113225882,0.954853653907776,0.6576443426552768,0.8203807473182678,False,False,False,True
GATA3,0.1429443922392904,0.954853653907776,0.4735034496542527,0.8873828649520874,False,False,False,True
ZNF804A,0.1486521517150422,0.9542908668518066,1.8148186848344106,0.3795928657054901,False,False,False,True
SMAD7,0.1520211062643674,0.9542908668518066,-0.737479309712504,0.8015767335891724,False,False,False,False
BTG2,0.1534332612376103,0.9542908668518066,-0.4327920324242221,0.8997882008552551,False,False,False,False
TBP,0.1539117799559125,0.9542908668518066,1.0291283025907483,0.6944260001182556,False,False,False,True
CREB3L1,0.1579359521354416,0.9542908668518066,-1.1092252786786012,0.6695696115493774,False,False,False,False
HOXA10,0.1597270709873337,0.9542908668518066,0.6343709355631207,0.8325351476669312,False,False,False,True
ZFP42,0.1650263331723614,0.9537851214408876,-0.7236904584545817,0.8021367788314819,False,False,False,False
FOXQ1,0.173337753416826,0.9494436383247375,-0.797926694942592,0.7898380756378174,False,False,False,False
TCF4,0.1744494463162017,0.9494436383247375,1.1872325189324486,0.6487740278244019,False,False,False,True
ZBTB7A,0.1841215198319011,0.9474661946296692,1.2208778984359858,0.6320449113845825,False,False,False,True
ZBTB17,0.1922014887016531,0.9435661435127258,-1.757182204648036,0.40649551153182983,False,False,False,False
KLF8,0.1922439972649309,0.9435661435127258,-0.4479048513724676,0.8961728811264038,False,False,False,False
NKX2-2,0.1948832021891864,0.9435661435127258,-0.510476137591013,0.8830636143684387,False,False,False,False
PROX1,0.1986260471777623,0.9435661435127258,-1.8576446775768927,0.36278119683265686,False,False,False,False
AHRR,0.2009107390898958,0.9435661435127258,0.7263038005417154,0.8021367788314819,False,False,False,True
NSD2,0.2030220168565845,0.9435661435127258,-0.15678183345791213,0.9714920520782471,False,False,False,False
LYL1,0.2272148888842268,0.9355254769325256,-1.8480894033645867,0.36370202898979187,False,False,False,False
NEUROD2,0.2276911875235187,0.9355254769325256,-0.024920000485976354,0.9958124756813049,False,False,False,False
NR1I2,0.231822341782528,0.9355254769325256,1.6051828247364102,0.4789450466632843,False,False,False,True
EOMES,0.2379951265758597,0.9355254769325256,0.2263546230681623,0.9481555223464966,False,False,False,True
BACH2,0.2501278308409968,0.935124695301056,-1.1461175080924615,0.6635387539863586,False,False,False,False
HOXB2,0.2558247735729329,0.9331104159355164,0.10743890037411036,0.9714920520782471,False,False,False,True
ZBTB33,0.2577893614862431,0.9328998327255248,0.2226547901759597,0.9481555223464966,False,False,False,True
NR1H2,0.2615297272164296,0.9328998327255248,1.6746101193181524,0.440510630607605,False,False,False,True
EWSR1,0.2629224730574021,0.9328998327255248,0.0989586547209583,0.9714920520782471,False,False,False,True
GATA4,0.2664996377394467,0.9328998327255248,-0.4804511204416235,0.8871720433235168,False,False,False,False
TBXT,0.2674725647301865,0.9328998327255248,0.7123273525179422,0.8026222586631775,False,False,False,True
KDM2A,0.2779495518122413,0.9328998327255248,0.009478839948970008,0.9986990094184875,False,False,False,True
IRF5,0.2844379685210574,0.9323636889457704,-2.9837909989045843,0.051656387746334076,False,False,False,False
KAT5,0.2875615465776273,0.9310922026634216,-0.8898542486080219,0.7564019560813904,False,False,False,False
NFE2L3,0.2902232527103021,0.9310922026634216,0.5068608859936378,0.8830636143684387,False,False,False,True
XBP1,0.2921809602094216,0.9310922026634216,1.0979594795025718,0.6695696115493774,False,False,False,True
MIXL1,0.2985995824418578,0.9310922026634216,-3.1999886328346316,0.029138097539544106,False,True,False,False
HTATIP2,0.299214214522754,0.9310922026634216,0.2705559038357701,0.9391927123069763,False,False,False,True
KDM5C,0.311489730542427,0.9250744581222534,-0.3226861673566567,0.9259219765663147,False,False,False,False
NEUROD1,0.315123444003222,0.9249396324157716,-0.5563096581169703,0.8747797608375549,False,False,False,False
SOX18,0.3159500331927508,0.9249396324157716,-0.3472327633224428,0.914611279964447,False,False,False,False
GRHL2,0.3162652740313838,0.9249396324157716,-3.563883793299227,0.010834531858563423,False,True,False,False
ERF,0.3225990856341639,0.9244836568832396,-0.505568758482067,0.8830636143684387,False,False,False,False
ZNF699,0.326291951076653,0.9244310259819032,-0.8452851900170286,0.7673507332801819,False,False,False,False
RXRB,0.3313777032758891,0.9244310259819032,0.6252959278891338,0.8360085487365723,False,False,False,True
PITX3,0.3337882717420091,0.9244310259819032,-1.115941480248228,0.6695696115493774,False,False,False,False
PHF20,0.334699650763008,0.9244310259819032,-0.6909523933511815,0.817372739315033,False,False,False,False
ASCL1,0.3388222765306267,0.924062728881836,-0.8262636939863192,0.7793751358985901,False,False,False,False
IKZF4,0.3427689680982106,0.9219871163368224,0.19200676427416377,0.9574796557426453,False,False,False,True
WT1,0.3592688627085651,0.9117430448532104,-2.30763490123569,0.19318878650665283,False,False,False,False
NOTO,0.3607842106931358,0.9117430448532104,0.8694394452604619,0.759790301322937,False,False,False,True
MNT,0.3667426034956398,0.9117430448532104,-1.4415526459325272,0.5231906771659851,False,False,False,False
SON,0.3672712324958654,0.9117430448532104,0.6172765775082381,0.838635265827179,False,False,False,True
NFIB,0.3713694659818049,0.9117430448532104,-0.5366639651329873,0.8789945244789124,False,False,False,False
FHL2,0.3731852715913333,0.9117430448532104,-0.8900709552421844,0.7564019560813904,False,False,False,False
ZNF410,0.3762126310116156,0.9117430448532104,0.3165762948477755,0.9268479943275452,False,False,False,True
DBP,0.3804492393288537,0.9117430448532104,3.403532227750667,0.016632042825222015,False,True,False,True
ELF5,0.3898332989477774,0.9106234908103944,0.37354903914536747,0.9127391576766968,False,False,False,True
FOXN1,0.3952489652547541,0.9070929884910583,0.721818611940998,0.8021367788314819,False,False,False,True
NANOG,0.3975865910130425,0.9065358638763428,-1.5234036890927707,0.4982052743434906,False,False,False,False
PITX1,0.4098936327968546,0.8963459134101868,-0.2596970767565973,0.9442172050476074,False,False,False,False
FOSL1,0.4483173824082229,0.8684696555137634,1.7787590479818234,0.3973785638809204,False,False,False,True
ZNF362,0.448649503150412,0.8684696555137634,1.993859661761799,0.32239216566085815,False,False,False,True
HSF4,0.4503974356086315,0.8684696555137634,-1.196753936308966,0.645842969417572,False,False,False,False
MXI1,0.4539975737561409,0.8684696555137634,1.1740969945143962,0.6554040312767029,False,False,False,True
KAT2B,0.4571128133820212,0.8684696555137634,0.02853091292952073,0.9950389266014099,False,False,False,True
MITF,0.4627083030968417,0.8672193288803101,-0.6732440771929,0.8175334334373474,False,False,False,False
SATB1,0.4662003922842759,0.8655197024345398,0.0025806171399152156,0.9986990094184875,False,False,False,True
PHOX2A,0.4663541424742062,0.8655197024345398,1.2942202884070464,0.5885224342346191,False,False,False,True
NCOR1,0.4672717988754273,0.8655197024345398,-0.2217112425024369,0.9481555223464966,False,False,False,False
NKX6-2,0.4683418703128456,0.8655197024345398,0.18508369831011207,0.9610106348991394,False,False,False,True
FOXE1,0.4701928638609514,0.8655197024345398,-0.9393549801987916,0.7351542115211487,False,False,False,False
NCOA1,0.4778096301089113,0.8655197024345398,3.323002674681407,0.020776402205228806,False,True,False,True
ARID4A,0.4926936220936639,0.856650173664093,-0.6627547563950323,0.8203807473182678,False,False,False,False
NPAS2,0.495915948650859,0.8552044630050659,1.2652846429226061,0.6004486083984375,False,False,False,True
FOXP2,0.4959689377489309,0.8552044630050659,-0.6765589572569649,0.8175334334373474,False,False,False,False
GTF2I,0.5006397780358274,0.8552044630050659,1.0452878711721116,0.6884819269180298,False,False,False,True
MYF6,0.5056092656408399,0.8525325059890747,-1.7189727339492964,0.41976457834243774,False,False,False,False
CTCFL,0.5061528993999806,0.8525325059890747,-1.3932005341015028,0.5489457249641418,False,False,False,False
MAFG,0.5128620274253929,0.850010335445404,-0.1486964153804785,0.9714920520782471,False,False,False,False
ING4,0.5170376380238788,0.849786102771759,-0.38612041618478204,0.9086238145828247,False,False,False,False
GABPA,0.5183407111404531,0.849786102771759,0.8283181083112201,0.7793751358985901,False,False,False,True
THRA,0.5259725738131803,0.8454142808914185,0.7489007495924684,0.8015767335891724,False,False,False,True
CREBBP,0.5283496816778289,0.8454142808914185,-0.9526128536855689,0.7296963930130005,False,False,False,False
RFX1,0.5308556754550827,0.8454142808914185,1.6007973029038867,0.4789450466632843,False,False,False,True
PITX2,0.5311995623258783,0.8454142808914185,1.627573735089222,0.4667108654975891,False,False,False,True
POU3F2,0.5334507901914836,0.8454142808914185,-0.17902544271673512,0.9642971158027649,False,False,False,False
FGF2,0.5384868204895691,0.8454142808914185,0.49000191139093136,0.8862876296043396,False,False,False,True
HDGF,0.5429708891349099,0.8432860374450684,-0.3586537667482622,0.9136937260627747,False,False,False,False
ELK1,0.5430679538317935,0.8432860374450684,-1.865382012551574,0.36278119683265686,False,False,False,False
MEOX2,0.5533160471235279,0.8365276455879211,-0.8477974321202407,0.7673507332801819,False,False,False,False
ETV1,0.5657271262944942,0.8260229229927063,1.43243832213452,0.5231906771659851,False,False,False,True
IRF6,0.566928004209923,0.8260229229927063,0.6063010831834331,0.8461894392967224,False,False,False,True
CTBP1,0.5673297664809521,0.8260229229927063,0.4415466502660613,0.8964123725891113,False,False,False,True
E2F7,0.5736257820143291,0.8242184519767761,-0.6617778063219788,0.8203807473182678,False,False,False,False
NKX2-5,0.5746590619093234,0.8242184519767761,-1.1249131046782634,0.6664144992828369,False,False,False,False
TAL1,0.5812404489013648,0.8226297497749329,-2.7159549010225033,0.09622392058372498,False,False,False,False
DEAF1,0.5858926126072371,0.8199042081832886,-2.8161649675255864,0.08088986575603485,False,False,False,False
PEG3,0.6008102815165998,0.8120758533477783,-1.935446813955216,0.33646413683891296,False,False,False,False
CEBPE,0.60165068572828,0.8120758533477783,2.980159536094889,0.051656387746334076,False,False,False,True
POU4F2,0.6064687128708326,0.8116695880889893,0.2405527716568133,0.9463640451431274,False,False,False,True
ZFPM2,0.6108341407129548,0.8116695880889893,-0.130429021960443,0.9714920520782471,False,False,False,False
