source,target,mor,target_stat
JUN,KIF11,1.0,-10.099519743493136
FOS,TXNIP,1.0,3.940862955297727
JUN,TXNIP,1.0,3.940862955297727
CEBPZ,CYBB,1.0,2.476915740960619
TP53,PTMA,1.0,-3.699363718892213
HIF1A,ALOX5AP,1.0,2.414794076147949
SP1,LOXL4,1.0,3.09887364449401
SMAD3,INS,1.0,-3.1429458172706743
CREB1,WNT10B,1.0,-3.107344625829075
STAT3,RGS7,1.0,-2.3640987087113743
HIF1A,HGF,1.0,-2.7741340955428404
NFKB1,TNFRSF1A,1.0,-3.80815400152757
REL,TNFRSF1A,1.0,-3.80815400152757
CEBPB,NR4A1,1.0,3.1465592465857655
NFKB1,NR4A1,1.0,3.1465592465857655
TP53,APOD,1.0,-3.403307008660353
TP63,APOD,1.0,-3.403307008660353
RELA,CD44,1.0,2.8811164317084033
HSF1,BAG3,-1.0,2.8410962926713155
E2F1,DUT,1.0,-2.0474912360125783
SP1,DUT,1.0,-2.0474912360125783
TP53,DUT,-1.0,-2.0474912360125783
E2F1,KIF23,1.0,-6.010135947990018
E2F1,RACGAP1,1.0,-9.722357329649684
HIF1A,HIPK2,1.0,3.1631243458586717
SMAD1,MMP2,1.0,3.059795577702193
AR,TGM2,1.0,2.778198228201287
STAT3,SLC9A3,1.0,3.129435114595375
HIF1A,G6PC1,1.0,2.4166717846933956
ESR1,PTPRO,1.0,-4.8267812114813085
JUN,PTPRO,1.0,-4.8267812114813085
SP1,SFTPB,1.0,3.13210155475697
HIF1A,FOXM1,1.0,-9.5751264880173
EGR1,CASQ1,-1.0,3.5983809390187917
HIF1A,SLC29A2,1.0,-3.905422605157148
SPI1,CLEC4G,1.0,-3.2371952564795503
CEBPZ,COL10A1,1.0,4.3750417400774815
HIF1A,APP,1.0,3.9224812784918974
SP1,CLEC2D,1.0,3.8997397890756753
SP7,CLEC2D,1.0,3.8997397890756753
HIF1A,RAC1,1.0,3.992575396774828
NFAT5,HLA-DQA1,1.0,6.279827772619707
HIF1A,PARK7,1.0,2.9934499858156896
AR,KLK4,1.0,-2.5342249597472484
SP1,AMACR,1.0,3.7689541830735975
STAT3,SALL4,1.0,-6.633760025228846
FOS,CSNK2A1,1.0,-4.358973438591382
CEBPB,AKT1,1.0,2.345211714691306
AR,ARRB2,1.0,-3.1573550068613523
SP1,KLF4,1.0,2.4247461280714377
AR,TMPRSS2,1.0,2.4491914476275727
RUNX1,SPI1,1.0,3.192810585510937
FOXO3,BIRC5,-1.0,-8.91958892077433
HIF1A,AGT,1.0,-3.1403708066699907
JUND,AGT,1.0,-3.1403708066699907
JUND,TGFB1,1.0,3.022154808637843
CEBPB,IKBKB,1.0,-2.149886546812551
CEBPB,CDKN1C,1.0,-3.7633357855074343
TP53,GC,1.0,-3.4018507709393875
AR,INHBA,1.0,-2.691435582700259
CEBPB,CYP27B1,1.0,-3.294706938369954
YBX1,TNF,1.0,2.941879845906474
SP1,NKX3-1,1.0,-4.715653318952933
STAT3,G6PC1,-1.0,2.4166717846933956
TP63,MMP2,1.0,3.059795577702193
FOXO3,FOXM1,-1.0,-9.5751264880173
RELA,PDLIM7,1.0,4.0344630552332985
TBX21,CD74,1.0,3.67163172498388
TP53,TOPBP1,1.0,-5.974582175471123
CEBPB,TINAG,1.0,-3.5515111683905407
AR,IRS2,1.0,6.1554340836326755
MEF2A,TNFSF11,1.0,2.1559243471146337
RUNX1,KLF4,1.0,2.4247461280714377
HSF1,NFIX,1.0,3.59225628539165
STAT3,DNMT1,1.0,-3.703520576842202
CLOCK,NR1D1,1.0,2.648656704527066
FOS,ADCYAP1,1.0,-2.3107138109497707
JUNB,ADCYAP1,1.0,-2.3107138109497707
E2F1,XPC,1.0,-3.970324641135649
NFKB1,CEBPA,1.0,4.421536560150719
SPI1,CD209,1.0,-3.2371952564795503
RARA,MAOB,1.0,2.2790374366950075
BCL6,ATR,-1.0,-5.0354898793166685
CREB1,PKLR,1.0,-3.6868589438338337
NFE2L2,TAT,1.0,-2.3668617247279817
ZBTB16,CD34,1.0,3.1949354648255337
SPI1,ADAR,1.0,-3.077897293554507
ESR1,DNAAF4,1.0,-7.935177392001664
SPI1,EPHB2,1.0,-5.297389676757354
SPI1,FN1,1.0,3.453844507751022
CEBPB,LPIN1,1.0,3.706088864657658
EGR1,LPIN1,1.0,3.706088864657658
ETS2,LPIN1,1.0,3.706088864657658
STAT3,LPIN1,1.0,3.706088864657658
MYOG,SLC22A5,1.0,-2.638219262792119
CEBPB,MAFB,1.0,5.614517830405609
RELA,CHFR,1.0,-3.156672930703612
ETS1,JUN,1.0,3.396546800075237
FOXO3,TNFRSF1A,1.0,-3.80815400152757
FOXO3,TNFRSF1B,1.0,3.243721648061006
MEF2A,HCN4,1.0,-4.099663414478204
BCL6,AKT1,1.0,2.345211714691306
HIF1A,PLG,1.0,-2.1682391218454624
FOXO3,RUNX1,1.0,3.3143319516379544
CEBPB,TNFRSF1A,1.0,-3.80815400152757
SMAD3,FSHR,1.0,-2.358371769280858
SP1,UGT1A4,1.0,-2.076373132776965
ESR1,UGT1A4,1.0,-2.076373132776965
BCL6,SPIB,1.0,3.258297869647656
JUN,SPIB,1.0,3.258297869647656
TP63,ALOX12,1.0,2.504893565650051
STAT1,TNFSF11,1.0,2.1559243471146337
JUNB,COL1A2,1.0,3.4818647675982857
JUN,CDH17,1.0,2.3170608088748157
AR,CDK2AP1,1.0,-2.326627488752543
HIF1A,ACE2,-1.0,-2.16973570875158
NFATC1,SKP2,1.0,-3.863398122245528
RARA,SERPINF1,1.0,2.893484451136295
REL,EPHB2,-1.0,-5.297389676757354
SP1,CDC25A,1.0,-5.271478870065154
BCL6,CXCR4,1.0,3.180982845092012
AR,UBE2C,1.0,-8.283758911067581
E2F4,XPC,-1.0,-3.970324641135649
TFDP1,XPC,1.0,-3.970324641135649
ATF4,IL1B,1.0,3.2461824392939853
CEBPB,HAMP,1.0,-2.8301053850237894
STAT1,HAMP,1.0,-2.8301053850237894
EGR1,GDNF,1.0,-2.9312994902461047
ETS1,PPP2CA,1.0,3.420531025208551
SP1,HLA-DQA1,1.0,6.279827772619707
CREB1,MUC4,1.0,-2.166981946123654
ETS1,MUC4,1.0,-2.166981946123654
E2F1,OPRM1,1.0,-2.1631537259200964
HIF1A,IKBKB,1.0,-2.149886546812551
EGR1,STMN1,1.0,-4.991074712707497
CEBPB,IL15,1.0,3.6008055344426766
SP1,NPHS1,1.0,-2.808906030562566
NFE2L2,ABCB11,1.0,-2.16398397235078
E2F1,IRF3,-1.0,-3.198358102700809
E2F1,PTTG1,1.0,-5.465228926751598
TFDP1,PTTG1,1.0,-5.465228926751598
EGR1,SYN2,1.0,-2.928626686330625
ETV4,SYN2,1.0,-2.928626686330625
BCL6,PTPRO,-1.0,-4.8267812114813085
CREB1,HBG1,1.0,-2.9677654517487757
JUN,HBG1,1.0,-2.9677654517487757
NFE2L2,ATF3,1.0,4.459327535450048
SP1,IRS2,1.0,6.1554340836326755
STAT3,TNFSF11,1.0,2.1559243471146337
SP1,CDH3,1.0,2.177460862459729
ESR1,TAT,1.0,-2.3668617247279817
RELA,OLFM4,1.0,-3.558369584654738
EGR1,KL,1.0,-2.8987253508572537
ESR1,HOXC13,1.0,-2.947569003218771
CLOCK,CREBBP,1.0,-2.7490730345206087
CREB1,ADIPOQ,1.0,2.519095239519067
ESR1,AKT2,1.0,4.0808525021305835
FOXO3,AKT2,1.0,4.0808525021305835
HIF1A,XPC,1.0,-3.970324641135649
SP1,XPC,1.0,-3.970324641135649
ETS2,MMP2,1.0,3.059795577702193
STAT1,SLC26A3,1.0,-5.010908302852709
CEBPB,PLD1,1.0,-3.0164230142771347
NFE2L2,POLG,1.0,-2.8716399247199407
SP1,PLD1,1.0,-3.0164230142771347
SPI1,NCF2,1.0,3.014392872371178
CEBPB,UGT1A1,1.0,-3.1138787628268316
RUNX1,NUCB2,1.0,5.055220432942148
MYB,CXCL12,1.0,2.568224689498754
NFKB1,FOXA2,1.0,-3.144316086085019
STAT1,NPAT,1.0,-3.958336590946592
SPI1,CLEC7A,1.0,3.8997397890756753
ESR1,INS,1.0,-3.1429458172706743
AR,HBB,1.0,-2.9677654517487757
YBX1,CDC6,1.0,-5.5796901259824665
TP53,UNG,1.0,-8.389661680033305
MEF2A,XIRP2,1.0,2.1104990115835784
ETS1,DUSP6,1.0,3.809413281254298
NFE2L2,TGFB1,1.0,3.022154808637843
SP1,SCD,1.0,2.86721564673993
ESR1,PRKDC,1.0,-2.4666613052619786
STAT6,ANXA2,1.0,3.5020121181537345
CREB1,MMP28,1.0,-3.104813411913596
REL,LTF,1.0,-2.1380221533195445
CEBPZ,ALOX12,1.0,2.504893565650051
RUNX1,ALOX12,1.0,2.504893565650051
RELA,AKT1,-1.0,2.345211714691306
TP53,NPAT,-1.0,-3.958336590946592
CEBPB,TNFSF11,1.0,2.1559243471146337
ETS1,DPP3,1.0,-4.306645839599841
STAT3,STEAP4,1.0,2.772757868430044
AR,CBX1,1.0,-2.530767933467739
ETV4,DUSP6,1.0,3.809413281254298
TP53,GLS2,1.0,2.502376172077104
RELA,MMP3,1.0,3.2523170407473603
MYOD1,DUSP1,1.0,3.367929524900669
SP1,FOXM1,1.0,-9.5751264880173
NFATC1,BMP7,1.0,-2.340659987283167
SP1,BMP7,1.0,-2.340659987283167
SMAD1,BMP7,1.0,-2.340659987283167
MYOG,GATA4,1.0,-2.566697225459715
ESR1,CDH17,1.0,2.3170608088748157
CEBPB,CDH3,1.0,2.177460862459729
ESR1,CDH3,1.0,2.177460862459729
NFATC4,LPIN1,1.0,3.706088864657658
RUNX1,LTB4R,1.0,2.387452202467995
STAT1,SKP2,-1.0,-3.863398122245528
SP1,TTF1,1.0,-5.509499073412737
NFATC2,IL1B,1.0,3.2461824392939853
CREB1,MGAM,1.0,3.341366346273604
SP1,HSD11B2,1.0,2.3426927016084913
CLOCK,GYS2,1.0,-3.755627740950993
EGR1,PGF,1.0,-6.266769180618554
EGR1,ALOX5AP,1.0,2.414794076147949
ESR1,ADIPOQ,1.0,2.519095239519067
TP53,ADIPOQ,1.0,2.519095239519067
TP53,SKP2,1.0,-3.863398122245528
STAT1,ESR1,1.0,-2.4381889131823837
ESR1,NELL2,1.0,-3.85290371941182
TP53,DHRS3,1.0,2.0621247774452507
TP63,DHRS3,1.0,2.0621247774452507
HIF1A,GC,1.0,-3.4018507709393875
JUNB,MYL9,1.0,3.1440063518335344
TP53,PTN,1.0,-2.4241401043469866
ERG,CXCR4,1.0,3.180982845092012
ATF4,DDR2,1.0,2.7567843610749083
CEBPB,DDR2,1.0,2.7567843610749083
E2F2,ARNT,1.0,2.979013518477683
CEBPB,IGFBP5,1.0,3.550489574226286
TP53,ANKRD1,1.0,-2.0838861522744883
TP53,ABCG2,-1.0,-3.753506764663212
STAT3,DDAH1,1.0,2.489904640829208
ATF4,TNFRSF11A,1.0,3.243721648061006
EPAS1,CSF1R,1.0,2.611726001537227
FOXO3,TXNIP,1.0,3.940862955297727
KLF15,CMKLR1,1.0,3.2891459989351266
FOXJ1,SPAG6,1.0,-5.108339996565902
EGR1,TNFSF11,1.0,2.1559243471146337
SP1,MS4A1,1.0,3.234539667356136
SP1,SPARC,1.0,2.9408689625183353
ATF2,DUSP1,1.0,3.367929524900669
JUN,DUSP1,1.0,3.367929524900669
EGR1,MYH6,1.0,2.8163312978773214
RARA,OLFM4,1.0,-3.558369584654738
MSC,TRIP10,1.0,-3.4700406099126626
TP53,MFN2,1.0,3.0490603960031515
NFE2L2,CBR3,1.0,3.4576544679709813
HSF1,INS,1.0,-3.1429458172706743
NFATC1,ACP5,1.0,-2.9007169808875077
ETS1,NKX3-1,1.0,-4.715653318952933
FOS,NR4A1,1.0,3.1465592465857655
JUN,NR4A1,1.0,3.1465592465857655
SMAD4,HGF,1.0,-2.7741340955428404
SMAD3,HGF,1.0,-2.7741340955428404
CLOCK,PER3,1.0,3.50801640588426
TP53,DCLK1,1.0,-2.69011731898097
STAT6,PDLIM7,1.0,4.0344630552332985
RUNX1,MYL9,1.0,3.1440063518335344
E2F1,RASSF1,1.0,-3.7390661220792927
EGR1,GAD1,1.0,-4.047510158877749
SP7,COL5A1,1.0,3.632652837444424
ESR1,APAF1,1.0,-3.47979840800418
SMAD1,DPYSL2,-1.0,-3.2367123949702536
SP1,KCNQ3,1.0,-2.2891410137808563
EGR1,GCK,1.0,-4.812194816071876
CLOCK,JUN,1.0,3.396546800075237
RELA,MUC5B,1.0,-3.402442614987643
MYOD1,PVR,1.0,2.728287428109234
MYOD1,SELENOW,1.0,3.364496652936177
AR,PFKFB2,1.0,-3.5474197051134144
TP63,KLF4,-1.0,2.4247461280714377
E2F1,THBS1,1.0,3.6668201069002913
SP1,EPOR,1.0,-3.458559688670254
JUN,PON1,1.0,-2.7388894952320597
AR,HOXC8,1.0,3.2349753919637405
CEBPB,MAFA,1.0,5.065412886507927
E2F3,NEO1,1.0,-7.095357052213683
RUNX1,KIT,1.0,-2.8843506638608294
TP53,GATA4,1.0,-2.566697225459715
MYB,HBG1,1.0,-2.9677654517487757
SPI1,CLEC5A,1.0,3.8997397890756753
STAT3,SOX6,1.0,4.495357281500108
NFATC1,CCR9,1.0,2.9521928120315266
NFATC2,CCR9,1.0,2.9521928120315266
RARA,CCR9,1.0,2.9521928120315266
NFATC1,AKT1,1.0,2.345211714691306
CEBPB,NFYA,1.0,-2.6239273395526155
ETV4,NFYA,1.0,-2.6239273395526155
RELA,TGM2,1.0,2.778198228201287
CEBPB,FOXA1,1.0,-4.524088049397981
NFE2L2,KIF17,1.0,-5.077340145132531
CREB1,C3,-1.0,-6.0987078126101535
ESR1,TKT,1.0,-4.135642432536702
SP1,ADAM15,1.0,3.1034279141336656
ATF2,TRIB3,1.0,4.5804092326941594
AR,INPP4B,1.0,-2.430257997941017
MEF2A,PRKAA2,1.0,3.390214509327942
HIF1A,LOX,1.0,3.156973111819979
ERG,RUNX1,1.0,3.3143319516379544
CREB1,MAT2A,1.0,2.791143890891142
E2F1,TGM1,-1.0,4.292842854104014
RUNX1,PRKCQ,1.0,4.465560344221823
SRF,MCL1,1.0,2.7933113482826646
MYB,CXCR4,1.0,3.180982845092012
CREB1,NOLC1,1.0,-2.480030445596071
STAT6,SPDEF,1.0,-3.234390927373556
SP1,SUMO3,1.0,-2.8256651977106304
TP53,CASP9,1.0,-3.3209132173437266
TP63,SPATA18,1.0,-4.085152820939141
TP53,SPATA18,1.0,-4.085152820939141
TP63,AR,1.0,3.159246454108278
MYOD1,TCAP,1.0,3.3572053199280223
MYOG,TCAP,1.0,3.3572053199280223
YBX1,BMP7,1.0,-2.340659987283167
RARA,PCNA,-1.0,-4.844095724228697
TP53,PAX5,1.0,-2.2124745733713835
SPI1,CD44,1.0,2.8811164317084033
SPI1,SLC10A1,1.0,-2.939438947345294
TP53,SPARC,1.0,2.9408689625183353
CEBPB,ALK,1.0,2.1847817083792505
JUN,ITGA5,1.0,4.421643011437508
TP53,LRP1,1.0,3.8337160833754433
YBX1,LRP1,1.0,3.8337160833754433
STAT3,MAD1L1,1.0,-4.279482028545742
TP53,AKT2,1.0,4.0808525021305835
TP53,RASSF1,-1.0,-3.7390661220792927
REL,TGFB1,1.0,3.022154808637843
CEBPB,UHRF1,1.0,-6.190821848734586
TP53,UHRF1,-1.0,-6.190821848734586
EGR1,SLC5A5,1.0,-2.017936939760036
EGR2,PMP22,1.0,3.724440470922753
ETS1,MCL1,1.0,2.7933113482826646
HIF1A,LRP1,1.0,3.8337160833754433
HIF1A,ESR1,1.0,-2.4381889131823837
HIF1A,MAT2A,1.0,2.791143890891142
NFE2L2,HBG1,1.0,-2.9677654517487757
SP1,ABCG2,1.0,-3.753506764663212
ATF2,FN1,1.0,3.453844507751022
NFAT5,TNFSF11,1.0,2.1559243471146337
CREB1,XPC,1.0,-3.970324641135649
JUN,NT5E,1.0,3.0392099391935923
TP63,SKP2,1.0,-3.863398122245528
TBX21,SOCS3,1.0,3.3774192114124952
SRF,INS,1.0,-3.1429458172706743
AR,MCL1,1.0,2.7933113482826646
SP1,ASPN,1.0,3.025428425825894
TP53,RGS13,1.0,3.0424628714664737
REL,DLGAP5,1.0,-4.615099468168931
TP53,MDC1,1.0,-3.6809509260369744
SP1,TGFBI,1.0,3.4031158388381533
RELA,TNFRSF1A,1.0,-3.80815400152757
CEBPB,STMN1,1.0,-4.991074712707497
NFATC4,MYH7,1.0,-2.6837883225749013
HIF1A,NRP2,-1.0,4.5428005273087395
CREB1,TIMM50,1.0,4.196219168280584
ETS1,TIMM50,1.0,4.196219168280584
TP53,TIMM50,1.0,4.196219168280584
SMAD3,FOXA2,1.0,-3.144316086085019
TP63,AKT1,1.0,2.345211714691306
YBX1,AR,1.0,3.159246454108278
E2F1,KCNH1,1.0,-3.0886097226855194
TP53,KCNH1,1.0,-3.0886097226855194
TP53,PTPN6,1.0,2.4992689164358093
AR,CYP17A1,1.0,-4.138754962358037
CEBPB,PRLR,1.0,3.059673574815072
SP1,PRLR,1.0,3.059673574815072
ETV4,NOTCH4,1.0,2.7832618092445354
JUN,NOTCH4,1.0,2.7832618092445354
ESR1,KCNK5,1.0,-2.4908799530868246
ESR1,HOXC6,1.0,2.8408435081152885
RARA,TNFRSF10A,1.0,3.243721648061006
MEF2C,RGR,-1.0,2.7925235621701363
CREB1,GDA,1.0,-4.15445950220809
TFAP4,PTPN6,1.0,2.4992689164358093
STAT3,IRF1,1.0,2.493892118109921
SP1,TINF2,1.0,-3.035921248368322
AR,CDK20,1.0,-5.481623328605992
CEBPB,WNT10B,1.0,-3.107344625829075
ESR1,AURKA,1.0,-7.137452646139924
E2F1,CDKN2D,1.0,-5.084004328281759
HIF1A,SLC22A5,1.0,-2.638219262792119
SP1,APOB,1.0,-3.3931722975288525
NFE2L2,UGT1A1,1.0,-3.1138787628268316
RELA,TRIM28,1.0,-6.446684435320904
STAT3,TRIM28,1.0,-6.446684435320904
STAT6,SLC26A4,1.0,-2.975024752635232
TP53,PAPPA,1.0,-3.749127129360966
ETV4,CXCR4,1.0,3.180982845092012
JUNB,TNF,1.0,2.941879845906474
TP53,SLC2A12,-1.0,3.507478357162453
CREB1,NDN,-1.0,-4.121259034662019
RARA,BHLHE40,1.0,3.716520427155257
RUNX1,CD34,1.0,3.1949354648255337
YBX1,AKT2,1.0,4.0808525021305835
YBX1,BMI1,1.0,-3.3703409869039924
SP1,ORC2,1.0,-4.791565132654192
CEBPB,SLC6A2,1.0,3.51441367179029
E2F1,ECT2,1.0,-6.284106144335861
MEF2A,MUTYH,1.0,-5.97807429902102
RELA,CSF1,-1.0,2.291847031312138
RUNX1,EPOR,1.0,-3.458559688670254
CEBPB,MMP3,1.0,3.2523170407473603
CEBPB,ADAMTS5,1.0,2.229673538774366
SP7,NELL1,-1.0,2.046568510015951
TP63,TNF,1.0,2.941879845906474
FOXO3,IRS2,1.0,6.1554340836326755
NFATC1,IRS2,1.0,6.1554340836326755
SP1,GRIA2,1.0,-3.230560756314202
JUN,TGM1,1.0,4.292842854104014
ESR1,ALK,1.0,2.1847817083792505
TBX21,TNF,1.0,2.941879845906474
ESR1,EHMT2,1.0,-2.8987041350490825
NFATC4,CRTC1,1.0,-2.7459347262398173
STAT3,TNFRSF1B,1.0,3.243721648061006
FOS,PTPRO,1.0,-4.8267812114813085
SP1,PSIP1,1.0,-5.097875079205411
SP1,TNFRSF1B,1.0,3.243721648061006
ATF4,APOE,1.0,-2.3413392923672265
TP53,HSPA8,1.0,-2.8196505548815347
RUNX1,SFRP1,1.0,2.786923183520201
STAT3,NDN,-1.0,-4.121259034662019
SRF,COL1A2,1.0,3.4818647675982857
SP7,EPHB2,1.0,-5.297389676757354
ERG,GATA4,1.0,-2.566697225459715
ETS1,GATA4,1.0,-2.566697225459715
TP53,LATS2,1.0,3.806300308700397
SMAD1,EZH2,1.0,-4.522678043127912
FOS,F7,1.0,-3.153997608569025
E2F1,MMP14,1.0,3.835413434787864
ESR1,PRMT2,1.0,-2.0364806641548654
HIF1A,SLC2A3,1.0,2.32469637785902
NFATC1,NFATC2IP,1.0,-3.497328776313649
NFATC2,NFATC2IP,1.0,-3.497328776313649
ATF4,MCL1,1.0,2.7933113482826646
AR,LIN28A,1.0,-4.122413649945966
E2F1,MCPH1,1.0,-10.09289015430798
STAT3,ENPP2,1.0,2.376856004000426
ERG,CCNB1,1.0,-5.148531837620426
AR,STEAP4,1.0,2.772757868430044
TP53,CEP55,-1.0,-10.497272175512409
SP1,DLK2,1.0,2.22185883414486
E2F1,CDK2,1.0,-10.849427631653183
RELA,NAMPT,1.0,-4.489675290735058
TP53,FOSL1,1.0,-2.460526589306318
JUN,HMMR,1.0,-9.340062214567189
CLOCK,INS,1.0,-3.1429458172706743
ESR1,SLC22A5,1.0,-2.638219262792119
STAT3,SKP2,1.0,-3.863398122245528
TP53,COL4A1,1.0,3.496158169738952
SP1,MFN2,1.0,3.0490603960031515
ESR1,PIAS1,1.0,-2.281584332320854
EGR2,CHD4,1.0,-4.112088554427083
JUN,CHD4,1.0,-4.112088554427083
SP1,IRF3,1.0,-3.198358102700809
FOXO3,SKP2,-1.0,-3.863398122245528
HIF1A,VASP,1.0,2.267812366430088
RARA,KLF4,1.0,2.4247461280714377
YBX1,KLF4,1.0,2.4247461280714377
FOXO3,ROS1,1.0,-4.855673224654865
E2F1,NUSAP1,1.0,-9.27365647044992
ETS2,SYK,1.0,2.173343483018913
JUN,SYK,1.0,2.173343483018913
EGR1,LMO1,1.0,-3.4804753223576848
ETS2,LGI1,1.0,-3.115947928329382
ETS2,LMO1,1.0,-3.4804753223576848
ETS1,FN1,1.0,3.453844507751022
CREB1,NAGS,1.0,-3.0041130776329066
SP1,NAGS,1.0,-3.0041130776329066
E2F3,RAD18,1.0,-3.806348986625266
MYB,MYADM,1.0,3.9441088272593423
HIF1A,CYBB,1.0,2.476915740960619
STAT3,ENTPD1,1.0,3.093056137125623
STAT3,NT5E,1.0,3.0392099391935923
ESR1,SKP2,1.0,-3.863398122245528
TBX21,SPI1,1.0,3.192810585510937
HIF1A,LPIN1,1.0,3.706088864657658
SPI1,HGF,1.0,-2.7741340955428404
SPI1,SYK,1.0,2.173343483018913
RELA,MCL1,1.0,2.7933113482826646
AR,CCNB1,-1.0,-5.148531837620426
E2F1,CCNB1,1.0,-5.148531837620426
ESR1,FOSL1,1.0,-2.460526589306318
TP63,HGF,1.0,-2.7741340955428404
STAT3,PROK2,1.0,-2.8316653411449018
BCL6,SLC22A6,1.0,-2.638219262792119
E2F1,MUC4,1.0,-2.166981946123654
CREB1,PNOC,1.0,-4.835944543687622
ZBTB16,GATA4,1.0,-2.566697225459715
SP1,NME5,1.0,-5.906942273133892
ATF4,SLC6A4,1.0,-2.676303603576479
CREB1,FOXA1,1.0,-4.524088049397981
STAT3,PRKCQ,1.0,4.465560344221823
STAT6,PRKCQ,1.0,4.465560344221823
STAT1,ITGB1,1.0,-2.7837621480695063
YBX1,SPON1,1.0,-2.203215526082215
CREB1,ATF3,1.0,4.459327535450048
CREB1,GADD45G,1.0,-2.823899109772765
AR,HSD3B2,1.0,-5.17718250485071
AR,IL15,1.0,3.6008055344426766
SP1,CENPH,1.0,-6.597078391746471
ESR1,NR4A1,-1.0,3.1465592465857655
CEBPB,CDC45,1.0,-7.9414980747552
CEBPB,GINS1,1.0,-4.544802417032008
CEBPB,MCM3,1.0,-3.847358505974954
TP53,TAT,1.0,-2.3668617247279817
ETS2,TNF,1.0,2.941879845906474
AR,ATAD2,1.0,-5.81348323322163
E2F1,ATAD2,1.0,-5.81348323322163
MYOD1,EHMT2,1.0,-2.8987041350490825
EGR1,CSF1R,1.0,2.611726001537227
TP53,MPG,1.0,-3.12408677185307
E2F1,FOXM1,1.0,-9.5751264880173
STAT1,APOC2,1.0,-2.5022575483817584
SPI1,GAD1,1.0,-4.047510158877749
EGR2,TNFSF11,-1.0,2.1559243471146337
ATF4,F7,1.0,-3.153997608569025
FOXO3,PRKAA2,1.0,3.390214509327942
ESR1,RNF115,1.0,3.2251561640854742
EGR1,KLF4,1.0,2.4247461280714377
NFE2L2,TXNIP,-1.0,3.940862955297727
EGR1,MMP2,-1.0,3.059795577702193
FOXO3,DGKA,1.0,-5.81426845502303
BCL6,TNFRSF11A,1.0,3.243721648061006
NFATC1,TNFRSF11A,1.0,3.243721648061006
TP53,AURKA,-1.0,-7.137452646139924
E2F3,CDK2,1.0,-10.849427631653183
E2F3,SPARC,1.0,2.9408689625183353
TP53,APOB,1.0,-3.3931722975288525
SP1,NT5E,1.0,3.0392099391935923
ERG,TDRD1,1.0,-2.74465801419915
STAT1,TGFA,1.0,-2.183150275034285
E2F1,STMN1,1.0,-4.991074712707497
TFDP1,STMN1,1.0,-4.991074712707497
NFE2L2,CD44,1.0,2.8811164317084033
NFE2L2,PCNA,-1.0,-4.844095724228697
ETS1,ATXN2,1.0,2.3580525691126373
ESR1,MMP3,1.0,3.2523170407473603
SP1,ALCAM,1.0,-2.170008483356117
HIF1A,CX3CR1,1.0,2.4643078082530367
RELA,BHLHE40,1.0,3.716520427155257
SP1,IP6K2,1.0,4.5360017583288625
SRF,TRPC6,1.0,-2.089806657445092
RUNX1,SOCS3,-1.0,3.3774192114124952
STAT3,PGF,-1.0,-6.266769180618554
GATA2,CEBPB,1.0,3.709366240694985
NFE2L2,GRIN2B,1.0,-3.924494325242664
EGR1,CAVIN1,-1.0,3.237794397672879
ESR1,FASN,1.0,-4.17136223001874
FOS,FASN,1.0,-4.17136223001874
SP1,CEP131,1.0,-3.264899343946864
JUN,ADARB1,1.0,-4.8078006722910365
RELA,PMP22,1.0,3.724440470922753
AR,REG3G,1.0,-4.10975609942466
TP53,RUNX1,1.0,3.3143319516379544
SRF,ITGB1,1.0,-2.7837621480695063
TP53,PARK7,1.0,2.9934499858156896
TBX21,ELAVL2,1.0,-3.585683533560877
SP7,COL1A1,1.0,3.443186665818423
MEF2A,CD44,1.0,2.8811164317084033
BCL6,HES5,1.0,-3.0981784140817132
BCL6,IRF8,1.0,2.643376952496637
STAT3,POU2F1,1.0,-3.112203388063202
JUN,CYBB,1.0,2.476915740960619
STAT6,TGFB1,1.0,3.022154808637843
TP53,NCF2,1.0,3.014392872371178
HSF1,FOXM1,1.0,-9.5751264880173
ATF4,FGF19,1.0,-2.033011212185997
MYB,MT-ATP6,1.0,2.2391824222082
ETS1,CCNA2,1.0,-7.72999844065542
HIF1A,MCL1,1.0,2.7933113482826646
CREB1,CIDEC,1.0,3.082984064186297
ESR1,WBP2,1.0,-2.5792924224169376
NFAT5,CIDEC,1.0,3.082984064186297
HIF1A,ADIPOQ,1.0,2.519095239519067
STAT3,ADIPOQ,1.0,2.519095239519067
RARA,ABCG2,1.0,-3.753506764663212
CEBPB,STEAP4,1.0,2.772757868430044
RARG,CRABP2,1.0,3.0856542076413156
TP53,AXL,1.0,3.503754003282627
TP63,AXL,1.0,3.503754003282627
ETS1,DAXX,1.0,-3.823715471271647
SP1,DAXX,1.0,-3.823715471271647
STAT3,LIN28A,1.0,-4.122413649945966
SP1,LIN28A,1.0,-4.122413649945966
TBX21,IL37,1.0,3.2461824392939853
RELA,SOCS3,1.0,3.3774192114124952
TP63,TBXA2R,1.0,-2.445585789452077
MYOD1,SFMBT1,1.0,-2.3073933397891726
STAT1,CDK8,1.0,-2.1363012842536815
E2F3,SLC1A5,1.0,3.347262726160607
EGR2,SLAMF6,1.0,2.4009235220767646
ZBTB16,SLAMF6,1.0,2.4009235220767646
AR,PIK3CB,1.0,3.8880588202093582
STAT1,PIK3CB,1.0,3.8880588202093582
STAT1,TNFRSF1A,1.0,-3.80815400152757
NFE2L2,DPP3,1.0,-4.306645839599841
CLOCK,CCK,1.0,-2.091242525966912
