source,target,mor,target_stat
SMAD4,MUC4,1.0,-2.166981946123654
STAT1,JUN,1.0,3.396546800075237
SP1,DPYSL2,1.0,-3.2367123949702536
TP53,EZH2,-1.0,-4.522678043127912
E2F3,TNF,1.0,2.941879845906474
JUN,MMP2,1.0,3.059795577702193
ESR1,CCNA2,1.0,-7.72999844065542
STAT3,IL1RN,1.0,3.2461824392939853
SP1,LAMA1,1.0,-3.958938137148221
EGR1,CREBBP,1.0,-2.7490730345206087
TP53,FN1,-1.0,3.453844507751022
CEBPB,TERF1,1.0,-7.329163344094506
CREB1,NTRK2,1.0,-4.2195952364968905
SMAD3,APP,1.0,3.9224812784918974
NFATC1,MYH7,1.0,-2.6837883225749013
TP53,CD44,-1.0,2.8811164317084033
E2F1,BIRC5,1.0,-8.91958892077433
E2F2,BIRC5,1.0,-8.91958892077433
E2F3,BIRC5,1.0,-8.91958892077433
NFATC4,MYL2,1.0,2.67208311631909
CREB1,MMP2,1.0,3.059795577702193
SP1,CES2,1.0,-4.146378034916907
TP53,TNFRSF10A,1.0,3.243721648061006
NFATC2,CD34,1.0,3.1949354648255337
EGR1,NF1,1.0,-4.22815962749997
STAT1,PIAS1,1.0,-2.281584332320854
JUN,TNFSF11,1.0,2.1559243471146337
NFATC1,TNFSF11,1.0,2.1559243471146337
NFATC2,TNFSF11,1.0,2.1559243471146337
MYB,HBB,1.0,-2.9677654517487757
ELF1,AKT1,1.0,2.345211714691306
TP53,DAXX,1.0,-3.823715471271647
SP1,AKT1,1.0,2.345211714691306
TP53,COL1A2,1.0,3.4818647675982857
ESR1,CRHBP,1.0,3.0298375565227857
NFATC1,CX3CR1,1.0,2.4643078082530367
NFATC2,CX3CR1,1.0,2.4643078082530367
ESR1,MMP26,1.0,3.2523170407473603
ESR1,CYP3A4,1.0,-5.486499960771375
SP1,BGN,1.0,2.297278620582687
SP1,SULT1A3,1.0,4.086495761851927
CEBPB,G6PC1,1.0,2.4166717846933956
CREB1,G6PC1,1.0,2.4166717846933956
E2F4,CCNA2,1.0,-7.72999844065542
STAT1,OPRM1,1.0,-2.1631537259200964
STAT3,OPRM1,1.0,-2.1631537259200964
TP53,CCNA1,1.0,-3.336516744831995
JUN,MUC4,1.0,-2.166981946123654
SP1,MUC4,1.0,-2.166981946123654
JUN,TPSB2,1.0,-5.649846996936003
NFE2L2,HBB,1.0,-2.9677654517487757
JUN,STMN1,1.0,-4.991074712707497
SP1,TAGLN,-1.0,4.4519625470378035
EGR1,CCNA2,1.0,-7.72999844065542
SRF,MYL2,1.0,2.67208311631909
TP53,IRF1,1.0,2.493892118109921
E2F2,CDK1,1.0,-6.596641118498787
E2F3,CDK1,1.0,-6.596641118498787
FOS,FOSL1,1.0,-2.460526589306318
SMAD4,FN1,1.0,3.453844507751022
JUN,PON2,1.0,-2.7388894952320597
SP1,SOCS3,1.0,3.3774192114124952
IRF1,DST,-1.0,3.9844012163666913
NFE2L2,MAF,1.0,4.4821166953331355
MYB,PPIG,1.0,-3.643072577316213
MYB,UGT1A1,1.0,-3.1138787628268316
SPI1,CD34,1.0,3.1949354648255337
FOS,MYL2,-1.0,2.67208311631909
CEBPB,TIMM17A,1.0,3.1597815226833608
HIF1A,UCP2,1.0,4.299701421996708
HIF1A,TGFB1,1.0,3.022154808637843
CEBPB,PLG,1.0,-2.1682391218454624
TP53,NANOG,1.0,-3.004215795042288
STAT1,CSF1,1.0,2.291847031312138
AR,F2R,1.0,2.81343917472412
STAT6,HSD3B2,1.0,-5.17718250485071
RELA,NFKBIE,1.0,3.1187071566730262
NFE2L2,AR,1.0,3.159246454108278
EGR1,HSD11B2,-1.0,2.3426927016084913
NFKB1,HSD11B2,1.0,2.3426927016084913
RELA,HSD11B2,1.0,2.3426927016084913
SP1,APOE,1.0,-2.3413392923672265
TP53,RECQL4,1.0,-6.009358165042908
STAT3,CDC25A,1.0,-5.271478870065154
STAT3,RB1,-1.0,-3.3596036438931587
ELF1,CD44,1.0,2.8811164317084033
SP1,TIMP2,1.0,2.38151655792444
CREB1,KLK3,1.0,-2.5342249597472484
YBX1,MMP12,1.0,3.2523170407473603
SP1,TAT,1.0,-2.3668617247279817
SP1,CCNB1,-1.0,-5.148531837620426
SP7,TAT,1.0,-2.3668617247279817
SP7,WNT10B,1.0,-3.107344625829075
STAT3,MAF,1.0,4.4821166953331355
NFKB1,EBI3,1.0,-3.085943087757923
RELA,EBI3,1.0,-3.085943087757923
SPI1,EBI3,1.0,-3.085943087757923
SP1,WEE1,1.0,-4.162639338276095
MEF2A,MYH6,1.0,2.8163312978773214
JUN,CCNA2,1.0,-7.72999844065542
EGR1,APP,1.0,3.9224812784918974
ETV4,MMP14,1.0,3.835413434787864
E2F1,CCNE2,1.0,-5.377257889665646
CREB1,GRIN2B,1.0,-3.924494325242664
ATF4,TRIB3,1.0,4.5804092326941594
STAT6,SOCS3,1.0,3.3774192114124952
CEBPB,CYP3A4,1.0,-5.486499960771375
CLOCK,SLC9A3,1.0,3.129435114595375
CEBPB,SLC5A5,1.0,-2.017936939760036
HIF1A,JUN,1.0,3.396546800075237
MEF2A,JPH2,1.0,3.784524776924982
JUN,TNFRSF1B,1.0,3.243721648061006
SP1,CXCL12,1.0,2.568224689498754
MYOD1,MYL2,1.0,2.67208311631909
EGR1,CXCL12,1.0,2.568224689498754
SP1,SLC6A3,1.0,-3.128695529713884
AR,FKBP5,1.0,2.869038575875071
SP1,ITGA5,1.0,4.421643011437508
TP53,PDLIM7,1.0,4.0344630552332985
CEBPB,HBB,1.0,-2.9677654517487757
SP1,COL10A1,1.0,4.3750417400774815
CEBPB,ADIPOQ,1.0,2.519095239519067
E2F3,CCNB1,1.0,-5.148531837620426
E2F4,CCNB1,1.0,-5.148531837620426
TP53,SERPINF1,1.0,2.893484451136295
TP63,SERPINF1,1.0,2.893484451136295
TP53,PRIMA1,1.0,-4.720231129301093
STAT3,PTPN6,-1.0,2.4992689164358093
SPI1,PTPN6,1.0,2.4992689164358093
SP1,RASSF1,1.0,-3.7390661220792927
TP53,BUB1B,1.0,-8.89853495586268
SP1,RB1,1.0,-3.3596036438931587
BCL6,CD22,1.0,-2.5395175152410947
BCL6,MS4A1,1.0,3.234539667356136
BCL6,SPI1,1.0,3.192810585510937
ESR1,DCT,1.0,-3.793644411676759
NFAT5,ENPP2,1.0,2.376856004000426
NFATC2,ENPP2,1.0,2.376856004000426
TP53,MCM7,-1.0,-4.5115718358369366
CREB1,FN1,1.0,3.453844507751022
SMAD1,MYH6,1.0,2.8163312978773214
SP1,CCNA1,1.0,-3.336516744831995
SP1,MYBL2,1.0,-8.02865202553527
SPI1,GRAP2,1.0,3.6888606682174014
TP53,NR1D1,1.0,2.648656704527066
MEF2C,FSD1,1.0,-3.612560071743341
MYOD1,FSD1,1.0,-3.612560071743341
EGR1,INHBA,1.0,-2.691435582700259
TP53,PLK4,-1.0,-7.569225749227974
CREB1,PLK4,-1.0,-7.569225749227974
SP1,PLK4,-1.0,-7.569225749227974
EGR1,SLC9A2,1.0,-3.2529911499247883
ETS2,NF1,1.0,-4.22815962749997
RUNX1,NF1,-1.0,-4.22815962749997
CREB1,ADCYAP1,1.0,-2.3107138109497707
AR,CASP2,1.0,-4.213884331082489
STAT3,AKT1,1.0,2.345211714691306
NFE2L2,TNF,1.0,2.941879845906474
AR,KLK2,1.0,-2.5342249597472484
ATF4,CEBPB,1.0,3.709366240694985
SP1,TNFSF11,-1.0,2.1559243471146337
CEBPB,KLF5,1.0,3.865769941703971
EGR2,CEBPB,1.0,3.709366240694985
ESR1,SOCS3,1.0,3.3774192114124952
CEBPB,PTGER4,1.0,-2.0515073065392784
TP53,CKAP2,1.0,-7.786330627722779
EGR1,ATF3,1.0,4.459327535450048
SPI1,TNFRSF11A,1.0,3.243721648061006
CREB1,AR,1.0,3.159246454108278
TP53,FEN1,1.0,-4.0728476977147645
TP53,CDH3,1.0,2.177460862459729
AR,MAK,1.0,-4.475998357037768
IRF1,GABRA6,1.0,-4.613602562961828
HIF1A,CAD,1.0,-2.5905376924121097
RARA,CASP9,1.0,-3.3209132173437266
TP53,MST1,1.0,-3.017163921095551
CREB1,PBK,1.0,-6.571048737531626
TP53,CASP2,1.0,-4.213884331082489
E2F1,PNRC2,-1.0,-5.488171017873527
AR,TGFB1,1.0,3.022154808637843
JUN,PTN,1.0,-2.4241401043469866
JUND,PTN,1.0,-2.4241401043469866
NFATC4,ESR1,1.0,-2.4381889131823837
TP53,TNFRSF10D,1.0,3.243721648061006
TP53,CCR6,1.0,-2.1905226796913375
RUNX1,KLK3,1.0,-2.5342249597472484
TP53,KLF4,1.0,2.4247461280714377
TP63,MGMT,1.0,-4.430154740631117
JUN,FABP6,1.0,-4.316483407637937
TP63,CDKN1C,-1.0,-3.7633357855074343
ESR1,GRIA2,1.0,-3.230560756314202
JUND,PRKCQ,1.0,4.465560344221823
SPI1,IRF4,1.0,-2.4435854312939593
SP1,LCP1,1.0,3.178081164349307
TFAP4,LCP1,1.0,3.178081164349307
ESR1,LCP1,1.0,3.178081164349307
SP1,FOSL1,1.0,-2.460526589306318
ETS1,EPOR,-1.0,-3.458559688670254
E2F1,MYBL2,1.0,-8.02865202553527
STAT3,INS,1.0,-3.1429458172706743
TP53,RAD51,1.0,-4.334257543033971
E2F1,MCM8,1.0,-6.072429616851107
JUN,TGFB1,1.0,3.022154808637843
SMAD4,HAMP,1.0,-2.8301053850237894
E2F1,SKP2,1.0,-3.863398122245528
CEBPB,COL1A2,1.0,3.4818647675982857
RUNX1,ADA,1.0,2.9413469770561287
NFE2L2,IL1B,1.0,3.2461824392939853
CEBPB,SPI1,1.0,3.192810585510937
AR,PARK7,1.0,2.9934499858156896
EGR1,ALOX5,1.0,-2.167324916469791
SP1,ALOX5,1.0,-2.167324916469791
AR,SMARCA1,1.0,-2.6489427597135418
E2F1,RAD51,1.0,-4.334257543033971
EGR1,RAD51,1.0,-4.334257543033971
ETS1,RAD51,1.0,-4.334257543033971
ETV4,RAD51,1.0,-4.334257543033971
HIF1A,CCNA2,1.0,-7.72999844065542
SP7,TNF,1.0,2.941879845906474
TP63,ADA,1.0,2.9413469770561287
SMAD3,CILP,1.0,4.231676715935184
RARA,CREBBP,1.0,-2.7490730345206087
JUN,RAC1,1.0,3.992575396774828
TP53,MPO,1.0,-2.226827301290238
NFE2L2,SPARC,1.0,2.9408689625183353
E2F3,RB1,1.0,-3.3596036438931587
CEBPB,XDH,1.0,-3.7121369783029503
EGR1,SLC9A3,1.0,3.129435114595375
TP63,CKAP5,1.0,-5.186203252869487
NFKB1,CREBBP,1.0,-2.7490730345206087
ESR1,MAOB,1.0,2.2790374366950075
NFATC4,TNF,1.0,2.941879845906474
AR,SARM1,1.0,-2.867115836844826
RELA,HAMP,1.0,-2.8301053850237894
NFATC2,PLD1,1.0,-3.0164230142771347
HIF1A,IL1B,1.0,3.2461824392939853
ESR1,NFYA,1.0,-2.6239273395526155
CREB1,TAC1,1.0,-2.920361480187039
TP53,CCNA2,-1.0,-7.72999844065542
E2F1,CDCA7,1.0,-8.966687089525282
E2F2,CDCA7,1.0,-8.966687089525282
E2F4,CDCA7,1.0,-8.966687089525282
E2F1,BMI1,1.0,-3.3703409869039924
ESR1,BMI1,1.0,-3.3703409869039924
TP63,FASN,-1.0,-4.17136223001874
RARA,AKT1,1.0,2.345211714691306
E2F1,DIABLO,1.0,-3.0483108595895447
AR,SMC3,1.0,-4.590113926105506
NFATC4,ADIPOQ,-1.0,2.519095239519067
TP63,NFYA,1.0,-2.6239273395526155
ESR1,PRLR,1.0,3.059673574815072
SP1,XRCC1,1.0,-4.920114078744103
ESR1,APP,1.0,3.9224812784918974
ESR1,MT-ATP6,1.0,2.2391824222082
CEBPB,RB1,1.0,-3.3596036438931587
JUNB,MMP2,1.0,3.059795577702193
HSF1,SOCS3,1.0,3.3774192114124952
CREB1,NOX5,1.0,-2.9062303745062117
SMAD4,CSF1,1.0,2.291847031312138
SPI1,FGL2,1.0,4.31811124858102
STAT1,FGL2,1.0,4.31811124858102
ATF2,PGLYRP2,1.0,-2.5855636710137087
SP1,PGLYRP2,1.0,-2.5855636710137087
ESR1,SLC5A5,1.0,-2.017936939760036
FOS,TPSD1,1.0,-5.649846996936003
SMAD3,TPSD1,1.0,-5.649846996936003
SMAD4,TPSD1,1.0,-5.649846996936003
CEBPB,TGFB1,1.0,3.022154808637843
SMAD3,CSRP2,1.0,2.8828510973575927
E2F4,RB1,-1.0,-3.3596036438931587
CEBPB,TAC1,1.0,-2.920361480187039
TP53,PIAS4,1.0,-7.148454354663834
STAT3,NANOG,1.0,-3.004215795042288
SP1,DPYD,1.0,-3.456107391562826
SP1,HSD17B2,1.0,-3.6296341399455088
ESR1,FOXM1,1.0,-9.5751264880173
HIF1A,NAMPT,1.0,-4.489675290735058
EGR1,TOPBP1,1.0,-5.974582175471123
STAT3,HAMP,1.0,-2.8301053850237894
STAT3,STMN1,1.0,-4.991074712707497
ETS1,CXCR4,1.0,3.180982845092012
HIF1A,CXCR4,1.0,3.180982845092012
HIF1A,BIRC5,1.0,-8.91958892077433
MEF2A,MMP10,1.0,3.2523170407473603
EGR2,IGFBP5,1.0,3.550489574226286
NFATC2,ACP5,1.0,-2.9007169808875077
RUNX1,NCAM1,1.0,-2.582276686210248
ATF2,HBG1,1.0,-2.9677654517487757
TP53,GSDME,1.0,2.7017065322396014
ESR1,ERBB4,1.0,-4.460358059769004
AR,RCHY1,1.0,-2.514797140829819
CEBPB,TRIB3,1.0,4.5804092326941594
STAT1,AGT,1.0,-3.1403708066699907
JUN,HBB,1.0,-2.9677654517487757
HIF1A,ARNT,1.0,2.979013518477683
HIF1A,OCM2,1.0,-3.681988892043456
TP53,CES2,1.0,-4.146378034916907
AR,GC,1.0,-3.4018507709393875
MYOG,PIAS1,1.0,-2.281584332320854
AR,APP,1.0,3.9224812784918974
CEBPB,ATF3,1.0,4.459327535450048
RUNX1,SH3GL1,1.0,-2.926188025050305
SP1,SH3GL1,1.0,-2.926188025050305
FOS,SLC26A3,1.0,-5.010908302852709
JUN,SLC26A3,1.0,-5.010908302852709
E2F4,RAD51,-1.0,-4.334257543033971
TP53,CDC25A,-1.0,-5.271478870065154
TP63,CDC25A,-1.0,-5.271478870065154
RARA,STMN1,1.0,-4.991074712707497
EPAS1,F7,1.0,-3.153997608569025
TP53,ALOX5,1.0,-2.167324916469791
TP53,LOX,1.0,3.156973111819979
MEF2C,SRF,1.0,3.9854722411165273
MYOD1,SMARCA1,1.0,-2.6489427597135418
CEBPB,NEUROD6,1.0,-3.285961812660953
ATF2,MMP2,1.0,3.059795577702193
CREB1,FOSL1,1.0,-2.460526589306318
CREB1,MITF,1.0,3.0798677813339124
CREB1,TYR,1.0,-2.8424467761149734
SP1,SP5,1.0,-4.077824383872259
MEF2A,ATF3,1.0,4.459327535450048
MYOD1,MYH7,1.0,-2.6837883225749013
SPI1,CSF1R,1.0,2.611726001537227
SP1,BIRC5,1.0,-8.91958892077433
MYB,PCNA,1.0,-4.844095724228697
TP53,CXCR4,-1.0,3.180982845092012
IRF1,COL1A2,-1.0,3.4818647675982857
SP1,SETDB1,1.0,-4.068206334056744
RUNX1,SLC22A4,1.0,-2.638219262792119
SP1,SLC22A4,1.0,-2.638219262792119
HIF1A,PFKFB1,1.0,3.3833204762492888
HIF1A,PFKFB2,1.0,-3.5474197051134144
RELA,OPRD1,1.0,-2.3405896803589505
CREB1,AKT1,1.0,2.345211714691306
CREB1,CCN5,1.0,2.8477874563916035
E2F1,DDB2,1.0,-2.3210702795773854
E2F3,DDB2,1.0,-2.3210702795773854
E2F1,CDKN1C,1.0,-3.7633357855074343
ESR1,CDKN1C,1.0,-3.7633357855074343
E2F1,AR,-1.0,3.159246454108278
HIF1A,CD44,1.0,2.8811164317084033
SP1,SYT11,1.0,-3.218508433100836
SP1,JUN,1.0,3.396546800075237
JUNB,PENK,1.0,3.630667168029536
JUND,PENK,1.0,3.630667168029536
SP1,MCL1,1.0,2.7933113482826646
SPI1,NF1,1.0,-4.22815962749997
EPAS1,INS,1.0,-3.1429458172706743
AR,NKX3-1,1.0,-4.715653318952933
JUN,HIPK3,1.0,3.840314168265184
TP53,MCM5,-1.0,-4.923508121368944
SMAD1,RUNX1,1.0,3.3143319516379544
CREB1,CLDN11,1.0,3.1218400855707324
TP63,DES,1.0,3.2628682145273302
TFAP4,CEBPA,-1.0,4.421536560150719
MYB,CCNB1,1.0,-5.148531837620426
SMAD3,PAX6,-1.0,-5.171696081334958
CEBPB,TAT,1.0,-2.3668617247279817
JUND,CDK2,-1.0,-10.849427631653183
AR,GRK3,1.0,-4.782005215536616
ATF2,TGFB1,1.0,3.022154808637843
CLOCK,PKM,1.0,2.782952239855977
MYOD1,CFAP410,1.0,-3.511161810594418
SP1,KCNH2,1.0,-4.9273277879860276
NFE2L2,CREBBP,1.0,-2.7490730345206087
E2F1,MAT2A,1.0,2.791143890891142
E2F3,MAT2A,1.0,2.791143890891142
E2F4,MAT2A,1.0,2.791143890891142
E2F1,ASF1B,1.0,-4.9454745437580465
SP1,ASF1B,1.0,-4.9454745437580465
MEF2C,MYOZ1,1.0,3.3705211664063652
NFATC4,MYOZ1,1.0,3.3705211664063652
TP53,CDC42BPA,1.0,-4.265340997481089
ATF4,CSF1R,1.0,2.611726001537227
ATF4,CEBPA,1.0,4.421536560150719
EGR1,CDC20,-1.0,-7.732325643665525
TP53,CKS1B,-1.0,-4.411609092350858
TP63,CKS1B,-1.0,-4.411609092350858
IRF1,CD74,1.0,3.67163172498388
ESR1,KLRC3,1.0,3.8997397890756753
TP53,BAG6,1.0,-4.639830797750554
ETS1,TIMM17A,1.0,3.1597815226833608
FOS,TIMM17A,1.0,3.1597815226833608
JUN,TIMM17A,1.0,3.1597815226833608
ETS2,TIMM17A,1.0,3.1597815226833608
JUND,TNFSF11,1.0,2.1559243471146337
HIF1A,KLK3,1.0,-2.5342249597472484
ATF4,INS,1.0,-3.1429458172706743
NFATC4,COL1A1,1.0,3.443186665818423
CEBPB,SOX6,1.0,4.495357281500108
CEBPB,CES4A,1.0,-4.146378034916907
CLOCK,DUSP1,1.0,3.367929524900669
SP1,GCK,1.0,-4.812194816071876
RUNX1,ANXA1,1.0,3.090138353243278
JUNB,PDLIM7,1.0,4.0344630552332985
AR,SPDEF,1.0,-3.234390927373556
SP1,GPR39,1.0,-2.819470179094188
CEBPB,DGAT2,1.0,3.298359382500002
AR,ETV1,1.0,-2.075390014652645
RELA,SKP2,1.0,-3.863398122245528
HSF1,EYA1,1.0,4.146333940713641
FOXO3,AR,1.0,3.159246454108278
STAT1,MUC4,1.0,-2.166981946123654
CREB1,PPP2CA,1.0,3.420531025208551
NFE2L2,ROS1,1.0,-4.855673224654865
MYB,MAFB,1.0,5.614517830405609
TP53,HBB,1.0,-2.9677654517487757
FOS,CXCL12,1.0,2.568224689498754
JUN,CXCL12,1.0,2.568224689498754
JUN,APOE,-1.0,-2.3413392923672265
FOXO3,ESR1,1.0,-2.4381889131823837
RUNX1,CSF1R,1.0,2.611726001537227
TP53,HAMP,1.0,-2.8301053850237894
CEBPB,ITGA5,1.0,4.421643011437508
SP1,MUC5B,1.0,-3.402442614987643
TP53,KLF5,1.0,3.865769941703971
FOS,SOCS3,1.0,3.3774192114124952
FOXO3,SOCS3,1.0,3.3774192114124952
JUN,SOCS3,1.0,3.3774192114124952
JUN,MMP20,1.0,2.335162432067068
JUN,ETV1,1.0,-2.075390014652645
NFATC2,CCNA2,-1.0,-7.72999844065542
E2F1,DUSP1,1.0,3.367929524900669
NFKB1,TNFRSF4,1.0,3.243721648061006
RELA,TNFRSF4,1.0,3.243721648061006
SP1,GABRA6,1.0,-4.613602562961828
CEBPB,CXCL12,1.0,2.568224689498754
RUNX1,CD44,1.0,2.8811164317084033
ESR1,TBXA2R,1.0,-2.445585789452077
SP1,PLG,1.0,-2.1682391218454624
ZBTB16,KIT,1.0,-2.8843506638608294
HIF1A,CDC25A,-1.0,-5.271478870065154
CEBPB,F7,1.0,-3.153997608569025
ESR1,EPHB2,1.0,-5.297389676757354
JUNB,ALK,1.0,2.1847817083792505
ESR1,BIRC5,1.0,-8.91958892077433
CREB1,MC2R,1.0,-3.478070774399532
NFATC1,FN1,1.0,3.453844507751022
JUN,MYH6,-1.0,2.8163312978773214
AR,VCAN,1.0,2.47919898822061
SMAD3,CYP17A1,-1.0,-4.138754962358037
SMAD3,ASPN,1.0,3.025428425825894
MYB,MCM4,1.0,-6.488236201571509
E2F1,HINFP,-1.0,-5.845424290536764
SP1,HINFP,1.0,-5.845424290536764
TP53,GPNMB,1.0,2.3381079731465086
CLOCK,MCL1,1.0,2.7933113482826646
TP53,CDC20,-1.0,-7.732325643665525
NFE2L2,ENC1,1.0,2.265946866014953
SP1,ROS1,1.0,-4.855673224654865
FOS,CYP17A1,-1.0,-4.138754962358037
SP1,XRCC5,1.0,-2.857674745961832
TP53,CTSL,1.0,-4.711624219334852
SP1,SLC2A3,1.0,2.32469637785902
EGR1,RAG2,1.0,-5.997159620591384
NFATC1,RAG2,1.0,-5.997159620591384
ESR1,HMGB1,1.0,-4.759945413312727
CEBPB,TAS1R3,1.0,-3.1956181591984443
TP63,CD44,1.0,2.8811164317084033
HIF1A,ROS1,1.0,-4.855673224654865
EGR1,F2R,1.0,2.81343917472412
TP53,TRIM28,1.0,-6.446684435320904
MYOD1,DES,1.0,3.2628682145273302
SP7,DES,1.0,3.2628682145273302
ESR1,INHBA,1.0,-2.691435582700259
SP1,HBG1,1.0,-2.9677654517487757
SP1,PROZ,1.0,-2.158954942155168
STAT3,MASP2,1.0,-2.572899255305141
AR,HSPB1,1.0,2.457998379496795
AR,DCAF6,1.0,3.619490779284662
SP1,DCAF6,1.0,3.619490779284662
EGR1,CDKN1C,1.0,-3.7633357855074343
ZBTB16,CRABP1,1.0,2.544016021575788
SMAD1,HAMP,1.0,-2.8301053850237894
EGR1,BIRC5,-1.0,-8.91958892077433
SP1,CIDEA,1.0,-3.1582032871510703
NFE2L2,ABCG2,1.0,-3.753506764663212
SPI1,PTX3,1.0,2.573002020983385
ETS1,COL2A1,1.0,3.2254020405751813
MYOG,UCP2,1.0,4.299701421996708
MYOD1,UCP2,1.0,4.299701421996708
TP53,CD2,1.0,-2.2199286308854416
SPI1,HBB,-1.0,-2.9677654517487757
NFATC2,APP,1.0,3.9224812784918974
TP63,TRAF4,1.0,-2.842634221175454
ESR1,KAT2A,1.0,-4.6602653764408
ESR1,KLK3,1.0,-2.5342249597472484
SP1,MDC1,1.0,-3.6809509260369744
STAT1,MDC1,1.0,-3.6809509260369744
AR,HMMR,1.0,-9.340062214567189
SP1,CDH13,1.0,2.807335102461779
SP1,SNAP25,1.0,-2.3729794433266833
STAT6,SNAP25,1.0,-2.3729794433266833
TP63,CDH3,1.0,2.177460862459729
CEBPB,MAD1L1,1.0,-4.279482028545742
SP1,CDKN1C,1.0,-3.7633357855074343
E2F1,DTL,1.0,-4.728955299031111
E2F4,DTL,1.0,-4.728955299031111
STAT3,PFN1,1.0,2.9448627199574364
GATA2,KIT,1.0,-2.8843506638608294
CREB1,SMARCA1,1.0,-2.6489427597135418
SP1,SMARCA1,1.0,-2.6489427597135418
STAT3,EME1,1.0,-7.410402440864237
CEBPB,C3,1.0,-6.0987078126101535
MYB,MAZ,1.0,3.5050676990497434
SPI1,LRG1,1.0,-3.115947928329382
TP63,RUNX1,1.0,3.3143319516379544
AR,UGT2B17,-1.0,-2.076373132776965
FOS,VRK1,1.0,-5.8823596929583175
TP53,FLOT2,1.0,-3.196039909301274
TP63,FLOT2,1.0,-3.196039909301274
AR,UGT2B15,1.0,-2.076373132776965
TP53,SMARCA1,1.0,-2.6489427597135418
RELA,CXCL12,1.0,2.568224689498754
FOXO3,CDKN1C,1.0,-3.7633357855074343
ESR1,MMP2,1.0,3.059795577702193
ETS2,SETDB1,1.0,-4.068206334056744
ETS2,DUSP6,1.0,3.809413281254298
TP63,DLX6,1.0,-3.793449198051737
STAT1,PTPN6,1.0,2.4992689164358093
E2F1,NFYA,1.0,-2.6239273395526155
JUN,NF1,1.0,-4.22815962749997
JUN,NFYA,1.0,-2.6239273395526155
BCL6,CHEK1,-1.0,-8.925661230260802
E2F1,BIN1,1.0,-3.299255674594753
E2F1,XRCC1,1.0,-4.920114078744103
SPI1,TNF,1.0,2.941879845906474
MYB,SLC6A2,1.0,3.51441367179029
TP53,FTH1,1.0,3.7965176940000473
E2F1,TNFSF11,1.0,2.1559243471146337
IRF1,TRIM28,1.0,-6.446684435320904
KLF15,CEBPA,1.0,4.421536560150719
CEBPB,KLF4,-1.0,2.4247461280714377
TP53,UNC5D,1.0,-2.756251790948612
HIF1A,PGF,1.0,-6.266769180618554
TBX21,ONECUT2,1.0,-2.1262907542615292
AR,EFNA1,1.0,3.4782318073824885
EPAS1,EFNA1,1.0,3.4782318073824885
E2F1,PLK4,1.0,-7.569225749227974
E2F3,PLK4,1.0,-7.569225749227974
SP1,SLC17A6,1.0,-3.70653297328412
MYB,NF1,1.0,-4.22815962749997
TP53,NF1,1.0,-4.22815962749997
NFKB1,APOE,1.0,-2.3413392923672265
RELA,APOE,1.0,-2.3413392923672265
EGR1,BAG3,1.0,2.8410962926713155
AR,ELK4,1.0,-3.675886826125078
SP1,KLF16,1.0,3.271680537931605
SPI1,TAF8,1.0,-3.081276681699014
E2F1,DBF4,1.0,-7.611590566483865
E2F4,BIRC5,-1.0,-8.91958892077433
NFKB1,DUSP1,1.0,3.367929524900669
RELA,DUSP1,1.0,3.367929524900669
SP1,BRD1,1.0,-3.288433623761924
HIF1A,MRC1,1.0,3.462264737931606
TP53,PPP2CA,1.0,3.420531025208551
AR,CDC6,1.0,-5.5796901259824665
TP53,ANXA1,1.0,3.090138353243278
TP53,BHLHE40,1.0,3.716520427155257
TP53,CCN5,1.0,2.8477874563916035
HIF1A,AURKA,1.0,-7.137452646139924
ZBTB16,CXCR4,1.0,3.180982845092012
STAT3,MUC4,1.0,-2.166981946123654
HSF1,MCL1,1.0,2.7933113482826646
AR,PRKD1,1.0,-3.283851307095197
AR,MMP2,1.0,3.059795577702193
EGR1,AKT1,1.0,2.345211714691306
CREB1,DUSP1,1.0,3.367929524900669
ESR1,PHLDA1,1.0,4.101526604946802
IRF1,SLC26A6,1.0,-3.1445902589681674
TP53,AKT1,-1.0,2.345211714691306
NFATC1,CCNA2,1.0,-7.72999844065542
CEBPB,DUSP1,1.0,3.367929524900669
RUNX1,BIRC5,1.0,-8.91958892077433
NFE2L2,PMP22,1.0,3.724440470922753
RELA,IRF1,1.0,2.493892118109921
ATF4,SLC38A2,1.0,3.9229209949224977
EGR1,TBXA2R,1.0,-2.445585789452077
ETS1,TBXA2R,1.0,-2.445585789452077
AR,AVPR1A,1.0,2.6734911462861928
AR,AVPR2,1.0,2.1048516274974896
JUNB,INS,1.0,-3.1429458172706743
RELA,SPARC,1.0,2.9408689625183353
FOXJ1,FOXJ1,1.0,-5.446779584546205
EGR1,THBS1,-1.0,3.6668201069002913
MEF2C,NR2F1,1.0,-3.4513963490540225
ESR1,BRCA2,1.0,-7.856314313489825
MYOD1,BRCA2,1.0,-7.856314313489825
EGR1,SPINT1,1.0,-3.5502459174395784
SP1,SPINT1,1.0,-3.5502459174395784
E2F3,AURKA,1.0,-7.137452646139924
MYB,CD74,1.0,3.67163172498388
EGR2,CD44,1.0,2.8811164317084033
SP1,ADA,1.0,2.9413469770561287
TP53,F2R,-1.0,2.81343917472412
RARA,CHEK2,1.0,-2.799145294135875
NFKB1,TNFRSF18,1.0,3.243721648061006
REL,TNFRSF18,1.0,3.243721648061006
RELA,TNFRSF18,1.0,3.243721648061006
CEBPB,IRF6,1.0,-4.756412470914183
