,activity,pval
FOXA1,0.9833022356528347,0.5954813361167908
SNAI2,0.9815260189908301,0.5954813361167908
PREB,0.9749053956184981,0.5965514779090881
HDAC9,0.9657995478902095,0.5986918807029724
MLXIPL,0.9646870812504204,0.5986918807029724
SF1,0.9535357811601726,0.6013957262039185
GATA5,0.8976091721356984,0.6308407187461853
RUNX3,0.8881044468043413,0.6362706422805786
SREBF2,0.8841471870824354,0.6382648348808289
IRF2,0.8804990906216226,0.6383583545684814
AHR,0.8769295971705914,0.6400020122528076
GLI2,0.8673439461360654,0.6447815895080566
DEAF1,0.8622818143575719,0.6469340920448303
FOXD1,0.823981464975016,0.6627116799354553
CTBP1,0.8217168876488715,0.6629909873008728
ELK1,0.8183536533395938,0.6629909873008728
PPARA,0.8054798121337308,0.6680265069007874
ZFHX3,0.804232548150186,0.6680265069007874
HMGB2,0.7811244047512167,0.6764943599700928
POU5F1,0.744240799842797,0.6926571726799011
CIITA,0.7430405054766067,0.6926571726799011
NR2E1,0.7344422381407065,0.6946647763252258
PPARG,0.7320481413748726,0.6946647763252258
NPAS2,0.7117396498378247,0.7108371257781982
KAT2B,0.7106736929782558,0.7108371257781982
KMT2B,0.7092852465541498,0.7108371257781982
MYCN,0.6934914362649918,0.7155836224555969
UBTF,0.6912627406412369,0.7155836224555969
POU2F2,0.6910276878432187,0.7155836224555969
UTF1,0.6870441434387823,0.7155836224555969
NR1H4,0.6773176798212448,0.7229030132293701
ZNF263,0.6667641228216128,0.7294723987579346
RELB,0.6524424289616108,0.7411452531814575
NR2F6,0.6495363322972408,0.7417518496513367
SOX6,0.6483413780135108,0.7417518496513367
ZNF804A,0.6350540445335165,0.7474063634872437
MEIS1,0.6327276277890218,0.7474063634872437
YY1,0.6319603494769668,0.7474063634872437
ETV7,0.6319227211331482,0.7474063634872437
SHOX2,0.6265597702635923,0.7476086020469666
MESP2,0.6189848222578266,0.7499488592147827
FOXP3,0.6042836590118539,0.75869220495224
NAB2,0.5993763861252532,0.7616442441940308
SALL3,0.5856637610515426,0.7695706486701965
SIX4,0.5551622925427684,0.7947969436645508
NUPR1,0.5463793510957456,0.7968991994857788
FOXH1,0.5296891544686338,0.8007265329360962
MXD1,0.5242793601713035,0.8025347590446472
HSF2,0.5180316580352206,0.8035141825675964
FOXM1,0.5148224514344166,0.8048864603042603
ERF,0.5094091865145598,0.8051964640617371
SOX3,0.5037752748026681,0.8071186542510986
BCL11A,0.4887143780531567,0.8133206367492676
MLX,0.4388342266297944,0.848042368888855
SIX3,0.43873401651401267,0.848042368888855
SMARCA5,0.42991792855744887,0.8515846729278564
IRX1,0.429838053722727,0.8515846729278564
FOXA3,0.42964915562072636,0.8515846729278564
BACH1,0.4221096026695425,0.8530298471450806
NFIX,0.4191084347253839,0.8530298471450806
PAX9,0.4175601208588845,0.8530298471450806
BACH2,0.40735954871014624,0.8559738993644714
FOSL1,0.4005357463649226,0.8606379628181458
FOXP2,0.3936390258569622,0.8646121621131897
CTCF,0.38158729607310987,0.8676266670227051
NOTO,0.377478137249274,0.8681166172027588
JARID2,0.37514634977266,0.8681166172027588
NR1H3,0.37340414965379964,0.8681166172027588
NHLH1,0.37308399379149665,0.8681166172027588
ARID3B,0.369690891617252,0.8696115612983704
HLF,0.3555524743080259,0.8763735890388489
BTG2,0.35267104906667646,0.8763735890388489
TFEB,0.3519582577323234,0.8763735890388489
NPM1,0.34832342997782284,0.8763735890388489
E2F5,0.34038826373842085,0.8801230192184448
GCM1,0.33628699122069716,0.8808180093765259
ZNF236,0.31301050143098325,0.8933681845664978
ARID5B,0.3101095888041634,0.8933681845664978
NR1I3,0.31002640754715777,0.8933681845664978
PAX8,0.30678232199527905,0.8946963548660278
ZBED1,0.2974852489949047,0.8947781324386597
ENO1,0.2947191074832018,0.8947781324386597
SMARCC1,0.29435943500102735,0.8947781324386597
GBX2,0.2825942388421251,0.8966814279556274
DOT1L,0.2816702822489081,0.8966814279556274
KLF7,0.2674524071725615,0.9002636671066284
NR1I2,0.2616854230666445,0.9002636671066284
NR6A1,0.26005274283912927,0.9002636671066284
RFX5,0.25730970723789753,0.9011284708976746
TFAM,0.24719027768355506,0.9043776392936707
ATF5,0.24115913494947383,0.9075491428375244
NR4A3,0.2365684792722137,0.9084814786911011
TSC22D1,0.23067938594957715,0.9120603799819946
PAX2,0.2257503205553356,0.9146599173545837
ING4,0.21859751885502232,0.9179335236549377
ZBTB14,0.19338601042200027,0.9304875135421753
