,gene_name,log2FC_full,log2FC_reduced,qvalue_full,qvalue_reduced,sig_full,sig_reduced,same_direction
ENSDARG00000101112,FO704777.1,-1.4107795661991065,-2.6178936850224463,0.41877126230451067,1.0062753530999074e-05,False,True,True
ENSDARG00000094132,igf1,2.118966737228374,2.433531978052883,0.41892760045394245,0.01066147483948809,False,True,True
ENSDARG00000045548,lepb,2.182027434191553,4.153442621481912,0.4214848956038956,0.006323917495430391,False,True,True
ENSDARG00000005561,gfm2,-0.9279908194203047,-1.4756506210004439,0.4234655200955781,1.0059377607934303e-07,False,True,True
ENSDARG00000097567,si_dkey-208c12.2,7.1181696683047155,7.555406795924883,0.42508711293081863,0.016607596914227977,False,True,True
ENSDARG00000099026,si_dkey-185m8.2,1.7318969270511122,2.002495793672254,0.4254999647031836,0.03207614559327936,False,True,True
ENSDARG00000117130,BX936439.1,1.0728902390041581,1.7395803644863124,0.4254999647031836,0.0003817291537134667,False,True,True
ENSDARG00000079779,radil,1.375872361962984,1.9994458647633537,0.4261321610868652,0.02949071643333811,False,True,True
ENSDARG00000096889,CT033825.1,-1.7243303373723844,-1.451808915762691,0.4263216243963856,0.04360130537770272,False,True,True
ENSDARG00000104027,si_ch211-207b24.4,-1.9001316722512178,-1.6521987655332386,0.4263216243963856,0.042821594480769797,False,True,True
ENSDARG00000054060,pof1b,2.3711934564027377,2.5712772746555466,0.4281270102250188,0.013275691822306366,False,True,True
ENSDARG00000044251,rasgef1bb,-1.5478334561295621,-1.3644281892756203,0.4317657279105927,0.00019955048513701425,False,True,True
ENSDARG00000063186,si_ch211-220f12.4,-1.6570153923390363,-1.7281501592806647,0.43421541501568167,0.013396121098528106,False,True,True
ENSDARG00000060758,nphs1,1.3369302861196501,1.9431415863398844,0.43421541501568167,0.007840979228365585,False,True,True
ENSDARG00000099874,agap2,1.4058303891200443,1.714928366386253,0.4348708536233639,0.01640967362380272,False,True,True
ENSDARG00000063914,mt-nd3,-1.8145898205183575,-1.514206275611663,0.4356155504305771,0.00013424290760155017,False,True,True
ENSDARG00000098612,chrm2a,3.974702125253415,4.280406212361264,0.43710107518554214,0.030880220225136732,False,True,True
ENSDARG00000069321,fam169b,1.9096832718890016,2.130829043525332,0.43719070120726955,0.00026689919707972593,False,True,True
ENSDARG00000089179,si_dkey-16p6.1,1.645127215111685,1.910656805104339,0.438299507285731,0.04434185566488509,False,True,True
ENSDARG00000024831,crhbp,1.7419815615054168,2.05050156986383,0.43848928408515025,0.0009618250738570706,False,True,True
ENSDARG00000009136,tp53bp2a,-0.7950440156526913,-1.0863040890254536,0.43848928408515025,0.004821102761565216,False,True,True
ENSDARG00000007697,fabp7a,1.839593407083968,2.174584567781754,0.43848928408515025,0.015507437904098876,False,True,True
ENSDARG00000104325,plek,1.6047282350013152,1.912166456094745,0.43959031550608907,0.021271051912274706,False,True,True
ENSDARG00000091974,CR356233.1,1.592479031914899,1.8087611029560673,0.4428463746308091,0.00012367231473132514,False,True,True
ENSDARG00000099412,bcan,1.5665641966182078,1.8605061661895443,0.4512417041411208,0.024084578350738337,False,True,True
ENSDARG00000063604,coro2bb,-1.704727676835356,-1.38320660991808,0.4539122979378354,0.002908912633578294,False,True,True
ENSDARG00000068726,masp1,1.9620920864834868,2.228348608650259,0.4548209263647235,0.02668543326323503,False,True,True
ENSDARG00000076025,dgkzb,1.1748215466123992,1.4918576502877212,0.45567984183197185,0.006817466884106848,False,True,True
ENSDARG00000093531,slc37a4b,3.0185462413791173,3.4730749353145494,0.4557709592464497,0.013334986525126867,False,True,True
ENSDARG00000019302,mid1ip1b,1.7926163148840095,2.1171674213474976,0.45678490819058565,1.1785037808429708e-14,False,True,True
ENSDARG00000102631,hoxc11b,-1.4426013694278321,-1.440904483033052,0.45737823512136005,0.02525627186046188,False,True,True
ENSDARG00000105355,zgc_154164,1.3381114564576746,1.7199196647609118,0.4602792202686913,0.013596195812634323,False,True,True
ENSDARG00000044010,loxl2a,1.690479339508927,1.9709140130271627,0.4602792202686913,0.008827870473654338,False,True,True
ENSDARG00000008030,myl9b,-1.590954689911281,-1.344402436294533,0.46035554580570315,0.00016674087512605592,False,True,True
ENSDARG00000087087,col28a1b,-1.6350380645280238,-1.3768023399499028,0.46296759078426913,0.007815135632914945,False,True,True
ENSDARG00000009764,srek1,-1.0452433146507913,-1.6380342090772804,0.4629964760181713,0.0028745081913174233,False,True,True
ENSDARG00000055723,hsp70l,1.6645269733202142,1.9929819139903473,0.46747568977754034,4.701447867619965e-07,False,True,True
ENSDARG00000036074,cebpa,1.4891169114681022,1.7108955694934112,0.47223583860930535,1.0850739490733533e-06,False,True,True
ENSDARG00000091800,zgc_174260,3.35088872545708,3.8663474566408076,0.4781155527925559,0.03473810357155937,False,True,True
ENSDARG00000005926,ak2,0.7884682845342614,1.0041005662533344,0.4859434221207527,0.03453953952579071,False,True,True
ENSDARG00000101096,cebp1,2.416832180471587,3.75139341896622,0.4873526447798519,0.031921211158540005,False,True,True
ENSDARG00000068036,tmem119b,1.6433504704567634,1.933662751300962,0.49154624043664713,0.014829010080382295,False,True,True
ENSDARG00000089791,slc25a32a,0.8571914964986939,1.1738392136340017,0.49154624043664713,0.03978175869400022,False,True,True
ENSDARG00000043479,opn8c,1.999255731851711,2.7509860945327307,0.49499462362914254,0.02202293538304211,False,True,True
ENSDARG00000070168,sod3a,5.552724908927037,7.774962398745975,0.49619910267260864,0.02611837646128269,False,True,True
ENSDARG00000045190,ch25h,-1.8699473671794562,-1.6929743948010747,0.49722157837351083,0.04668455574275943,False,True,True
ENSDARG00000030514,acsl1a,-1.3868790033745344,-1.138161207739281,0.501363004980524,0.0017407899437145216,False,True,True
ENSDARG00000057365,elovl8b,2.437918091051978,3.1668870376056826,0.5062094180297501,0.0378431242155637,False,True,True
ENSDARG00000078249,unc13d,1.2327960723241815,1.4878589298860205,0.5105992554686479,0.033179477912846395,False,True,True
ENSDARG00000088332,alx4a,2.209283362571745,2.523321070655217,0.5181524600768518,0.03844057707978819,False,True,True
ENSDARG00000038667,fggy,1.1751722423824065,2.1015500532438884,0.5192042052339214,3.719341843182706e-06,False,True,True
ENSDARG00000028275,sult1st1,-1.1439670207068255,-1.04190390581923,0.5207142885251488,0.031921211158540005,False,True,True
ENSDARG00000087599,TENM3,1.8920826193718627,2.704351877644143,0.5263936460745555,0.022528729463019388,False,True,True
ENSDARG00000112749,FP015810.1,-1.6269521917094534,-1.4637638233226302,0.5295871914544243,0.037581661848020545,False,True,True
ENSDARG00000021250,slc25a48,1.8133818220542792,2.123335551910723,0.5295871914544243,0.0008413494091421845,False,True,True
ENSDARG00000088981,tmem220,1.6601474678328365,2.482085684354983,0.5320158916088217,0.030880220225136732,False,True,True
ENSDARG00000060549,ecel1,1.5818277405804757,2.276438464539561,0.5320158916088217,0.04214981637016839,False,True,True
ENSDARG00000038794,zgc_113531,1.6341763346283122,1.929631379342917,0.5366091232812568,0.004949407718699622,False,True,True
ENSDARG00000115421,n6amt1,-1.136177487465634,-1.3643736107424682,0.53801947337886,0.022061634012465525,False,True,True
ENSDARG00000037097,slc7a2,2.0072713025593267,2.2890046338872416,0.53801947337886,0.01134201276558754,False,True,True
ENSDARG00000076090,jakmip1,1.3486301703692238,1.915184668313752,0.5400561241237476,0.033129605431753105,False,True,True
ENSDARG00000070857,si_dkey-32e6.6,-1.4943531571892086,-1.1986264679883045,0.5426662550534446,0.029718509076406618,False,True,True
ENSDARG00000028071,bmp1a,0.9168511322567026,1.3753507210498461,0.5450226895565903,0.01310668716983028,False,True,True
ENSDARG00000092035,si_ch211-156j16.1,-1.521049991358947,-1.26352110409185,0.5452769090960883,0.004035218037283553,False,True,True
ENSDARG00000102020,pnpla3,1.4052675454955614,1.799812521102713,0.5458933375694643,0.009066724201451036,False,True,True
ENSDARG00000096997,CR589876.1,-1.4779649422545864,-1.1430852290022724,0.546118188292954,0.010071682946288825,False,True,True
ENSDARG00000088390,nme4,2.4969491215362134,5.3751921607860735,0.546118188292954,0.009066724201451036,False,True,True
ENSDARG00000009823,pou3f1,-1.7909368646809358,-1.6024101783359876,0.546118188292954,0.0010213693509970475,False,True,True
ENSDARG00000098994,CR352263.1,-1.6709943118876192,-1.3753892560870526,0.546118188292954,0.03165535285243958,False,True,True
ENSDARG00000076900,prozb,2.027517992448652,2.377638812925433,0.5473951484226329,0.01013497760608485,False,True,True
ENSDARG00000104773,junbb,-1.5023962747007216,-1.2867307058062303,0.5492964024763985,0.02378233646066576,False,True,True
ENSDARG00000104300,wipf1a,1.583898205224163,1.8445852540041487,0.549864697381295,0.031912916698405264,False,True,True
ENSDARG00000035452,camkk1a,1.2900206251510002,2.0638178565417795,0.549864697381295,0.0375841471456038,False,True,True
ENSDARG00000055991,hmbsb,1.075353649842525,1.561422351498066,0.5519777173623067,0.034293035906304704,False,True,True
ENSDARG00000099719,cdkn1d,1.7599743367139093,1.9765669415992853,0.5519777173623067,0.009952605559437291,False,True,True
ENSDARG00000042850,nphs2,1.9937498429164056,2.150447439356212,0.5535428580545405,0.0032629200523580475,False,True,True
ENSDARG00000105499,zgc_175135,-3.1960614532506866,-9.268090883251576,0.5577073946157911,0.00029441626972067964,False,True,True
ENSDARG00000075592,tnfaip8l2a,1.4811462277427232,1.7146565931161153,0.5617942237384164,0.031921211158540005,False,True,True
ENSDARG00000091211,adh8a,1.756403348837733,2.1855809813294926,0.5633460886499578,0.035304244398364375,False,True,True
ENSDARG00000102572,si_ch211-260e23.9,1.815935568821613,2.107853556141229,0.5640508714178866,9.421433418338574e-07,False,True,True
ENSDARG00000058390,acot9.2,-1.587018274867046,-1.356425736667116,0.5642720071317178,0.0009031993499218233,False,True,True
ENSDARG00000098746,dhrs13l1,1.5360907176497534,1.7889009642601696,0.5654627262116116,3.5097960690127526e-05,False,True,True
ENSDARG00000070892,si_ch211-262h13.5,2.50956607430939,5.8902930949724706,0.5663436606159763,0.0017343096585666397,False,True,True
ENSDARG00000008748,ube2na,1.209222503460389,1.7579812906155063,0.5663436606159763,0.0032631947835372755,False,True,True
ENSDARG00000097533,BX571880.1,1.5787201051511315,2.236760475795869,0.5668929307863027,0.0015166763416005545,False,True,True
ENSDARG00000042138,selp,1.6325422555609275,1.8891627904117922,0.5766363099125771,0.031394311701084435,False,True,True
ENSDARG00000029510,timm17a,-1.4545081381347367,-1.24711974300041,0.5771523867332684,0.00019271849861981978,False,True,True
ENSDARG00000090844,CABZ01054965.1,1.6302288388791053,1.9377530956779494,0.5773924476810691,0.028102801583031686,False,True,True
ENSDARG00000035148,orai2,1.1450326799838075,1.2780342193944856,0.579154865885322,0.04416181923614098,False,True,True
ENSDARG00000074671,nptx1l,1.2645171332451,1.5826275149413158,0.5795740933228011,0.018509093689045835,False,True,True
ENSDARG00000094265,si_dkey-183n20.15,2.316717704345377,3.952679011595954,0.5797968220030995,0.035388012909789934,False,True,True
ENSDARG00000071460,si_ch211-234p6.5,-1.4228318029887779,-1.1861544938730637,0.5866757459028722,0.00044600675137997965,False,True,True
ENSDARG00000057606,arl4ca,2.1740018837175694,2.357733818357714,0.588893711313021,0.008730259091071254,False,True,True
ENSDARG00000100697,FQ323156.1,1.1512785807199146,1.6840060227598195,0.5942484045022951,2.8195063236491303e-05,False,True,True
ENSDARG00000116197,si_dkeyp-4c4.2,1.560605793482718,1.798655860149121,0.5942484045022951,0.042821594480769797,False,True,True
ENSDARG00000100012,CR855860.1,1.7855303803609561,1.9646908004885106,0.5959166519391347,0.008813215955769777,False,True,True
ENSDARG00000035990,cited4a,1.1434435637754776,1.9165527952920913,0.6012154987773867,0.004957907970567063,False,True,True
ENSDARG00000099599,pigrl2.3,2.4967289226741443,3.7221009201024273,0.6029845619632653,0.00771166528952564,False,True,True
ENSDARG00000019025,podn,1.5038901878327349,1.737965090591359,0.6052152238274562,0.045199565486031316,False,True,True
ENSDARG00000077567,angel1,-0.9998981139237955,-1.6127158271189135,0.6066079378879166,0.0017904747811153632,False,True,True
ENSDARG00000104949,slc27a1b,1.8415569021991989,2.1054190265783874,0.6128328533204082,0.005861402081473543,False,True,True
ENSDARG00000077811,sox11a,1.2422954194025033,1.5705983839475577,0.6141805692371528,0.009654607184309102,False,True,True
ENSDARG00000093748,si_ch211-217k17.11,1.1583830956228998,1.7199394571589472,0.6146287786989045,0.031205611415226465,False,True,True
ENSDARG00000088581,f10,1.3158870913141594,1.5910564351079994,0.6238953473203727,1.8019419622171268e-05,False,True,True
ENSDARG00000069735,hbaa2,2.1451120500576017,2.4070783443976658,0.6248910153222215,0.03271390315332451,False,True,True
ENSDARG00000053262,atp1b4,-1.271252923739637,-1.0221810400471378,0.6300208453926921,0.01430105425627793,False,True,True
ENSDARG00000062487,si_dkey-6n6.1,1.5978502659626221,1.8354381581634722,0.6302937526688517,0.02692025492809129,False,True,True
ENSDARG00000101984,pde6gb,-1.4037771803505925,-1.1976750323225227,0.6313415084148379,0.017443939858667153,False,True,True
ENSDARG00000070318,arl8bb,0.9449332859640917,1.4518052705027005,0.6322199953052502,0.0008284604333088553,False,True,True
ENSDARG00000042562,allc,1.5773733026214076,1.9033785551986129,0.6338648470928786,0.007796495767222944,False,True,True
ENSDARG00000099197,actc1b,-1.440657362548173,-1.1564698408235214,0.6349055607142259,0.008735224172874983,False,True,True
ENSDARG00000094760,si_dkey-125i10.3,1.046758220509433,1.4721151863906419,0.6418851865787102,0.03586169343650787,False,True,True
ENSDARG00000078859,g0s2,1.6771063731041473,1.9379189678744013,0.6422563200210932,0.009425371573051547,False,True,True
ENSDARG00000087403,si_ch211-214p13.3,1.2792213187319665,1.5873695408487494,0.6459559132474806,1.4545008421649659e-08,False,True,True
ENSDARG00000095019,lmo2,-1.3227032338957736,-1.1010412647389913,0.6488552197889975,0.00017692490522498692,False,True,True
ENSDARG00000061560,stim1b,1.1658718598812445,1.228980314565899,0.6584211138713658,0.032205495551502206,False,True,True
ENSDARG00000093126,si_ch73-112l6.1,0.9662705217621761,1.2720336084936272,0.6591836130661348,0.03224265548910862,False,True,True
ENSDARG00000027290,nrp1b,-1.7124247303433846,-1.5753927610829614,0.6591836130661348,0.028917419185492232,False,True,True
ENSDARG00000076011,si_ch211-149b19.3,-1.2610830816785739,-1.0841455627306367,0.6623054035159469,0.0016952468179878505,False,True,True
ENSDARG00000103459,evplb,-1.9023088057304471,-3.0859200606371213,0.6623054035159469,0.04894619696396977,False,True,True
ENSDARG00000077317,snx29,-0.9251689763603649,-1.4815237167438056,0.6623054035159469,1.1536005385780261e-05,False,True,True
ENSDARG00000086856,stk35,1.3035174897285764,1.6907249960800463,0.6645868543215369,0.0006851812042652145,False,True,True
ENSDARG00000096917,si_ch211-227m13.1,-1.4301932553629002,-1.1790206004924935,0.6650015807020616,0.00022654861235501682,False,True,True
ENSDARG00000045294,sh3glb1a,-0.8274473208929001,-1.1399587000634783,0.6653458588621526,0.02346717942245991,False,True,True
ENSDARG00000032868,pde4ba,1.056204610767281,1.2243208910581893,0.6683477878535121,0.042821594480769797,False,True,True
ENSDARG00000069099,tmco1,-0.9061347669293904,-1.0180180911525825,0.6746938141991193,0.023855953171645138,False,True,True
ENSDARG00000003854,acsl1b,-1.342744944921297,-1.1454775412496547,0.6752487586648492,0.004641383735600072,False,True,True
ENSDARG00000084991,RF00091,1.3792600120852327,1.6116130828742992,0.6794797853988507,0.03298857973160681,False,True,True
ENSDARG00000102820,cib2,0.9270362504185937,1.2497958190500884,0.6803746876948288,0.018936296606125037,False,True,True
ENSDARG00000053476,lipca,15.684272539820627,11.179017422739925,0.6815853887864309,0.015000666453277547,False,True,True
ENSDARG00000026895,tor1l3,1.7565105386174682,2.9067797675467992,0.6825636356589504,0.033129605431753105,False,True,True
ENSDARG00000012194,scp2a,1.065473777126989,1.3680259521136882,0.687631719074968,0.03260742252118166,False,True,True
ENSDARG00000042530,nup205,1.4001446832273203,1.6206968369886667,0.6883286089778973,0.02560824342091456,False,True,True
ENSDARG00000110950,CU929544.1,1.2906237123143416,1.5827599692225114,0.6959925996519298,0.009766348970779016,False,True,True
ENSDARG00000010572,slc25a25a,0.868027148642744,1.3785689425281376,0.6997115089330821,0.01759298137204265,False,True,True
ENSDARG00000104823,znf648,1.461760123721717,1.7602777333423223,0.6998862559458479,0.016290740958284845,False,True,True
ENSDARG00000115582,AL928685.4,1.6645217467202233,1.95784095692982,0.7099421815154466,0.0011847828816040076,False,True,True
ENSDARG00000091726,aebp1,1.1060675835159346,1.3945044647137212,0.7101693667226141,0.02393513614310128,False,True,True
ENSDARG00000017884,bgna,1.4841765734161703,1.7364922846412696,0.7111944173368502,1.564382709605127e-09,False,True,True
ENSDARG00000043781,psmb10,-1.0522775087141725,-1.7589436154535232,0.7155782304844965,2.413551583068056e-05,False,True,True
ENSDARG00000006372,ugt5c2,1.4651647658794547,1.780938567781523,0.716073299934159,0.008471071068420634,False,True,True
ENSDARG00000070702,s100v2,-1.2484518682046684,-1.0148449566290039,0.7206444959820962,0.0017904747811153632,False,True,True
ENSDARG00000091368,AL954327.1,-1.5427355470568955,-1.8377869519831658,0.7277429146808406,2.5483579130669903e-05,False,True,True
ENSDARG00000117587,BX537313.1,-1.5368326937962977,-1.2227755024477487,0.7313025268298,0.002715165282754827,False,True,True
ENSDARG00000076747,TMCC1,0.910638072849522,1.5881625136562676,0.7313202824460268,0.048565691311322094,False,True,True
ENSDARG00000069404,pln,-1.2639769619709547,-1.0450414982031233,0.7316676729346928,0.0009167562340888371,False,True,True
ENSDARG00000071498,fhl1a,-1.381684897294766,-1.126215060408699,0.732238285948211,0.006277018706343059,False,True,True
ENSDARG00000058996,jam2a,-0.7663966152706965,-1.1247784029527514,0.732238285948211,0.024289584905469005,False,True,True
ENSDARG00000112767,LO017951.1,0.9148019280155564,1.3634956474994138,0.7385636619850463,0.029678298462395305,False,True,True
ENSDARG00000074050,efnb2b,-1.3736710197307689,-1.0785930159294466,0.7404862335451667,0.02493872257318214,False,True,True
ENSDARG00000016141,slc6a2,1.4103556240767354,1.6497321213507892,0.7407929722549811,0.003877051054431483,False,True,True
ENSDARG00000020158,spag6,0.9454935633830599,1.2261591980925661,0.7437345295894687,0.02393728015602847,False,True,True
ENSDARG00000063905,mt-co1,-1.3843137042569376,-1.1096524783304793,0.7480122715153971,0.0017495094116727295,False,True,True
ENSDARG00000103038,pik3r3a,0.7056844071317304,1.0720516329250473,0.7502270175093797,0.031036168746588527,False,True,True
ENSDARG00000020647,trpc4apb,0.6962755795380509,1.0125245534004115,0.7547416087565069,0.0011531707969874387,False,True,True
ENSDARG00000092726,si_dkey-184p9.7,1.2622732064672475,1.5728860541615426,0.758081738369311,0.012838811977485352,False,True,True
ENSDARG00000094012,si_dkey-192g7.3,-1.1705471868785058,-1.0068141383583515,0.760831458977705,0.01134201276558754,False,True,True
ENSDARG00000056600,papss2b,0.9584389827111319,1.2037872184481195,0.7623556408996501,0.016453337415822902,False,True,True
ENSDARG00000056334,mlh3,-1.469757068761628,-2.3902660005744396,0.7640895385534957,0.00647641911095737,False,True,True
ENSDARG00000092887,si_dkeyp-46h3.3,-3.0102116588959236,-6.304465095178105,0.7687425268886424,0.04613590594227478,False,True,True
ENSDARG00000100529,sh3bp5a,-1.294129236839252,-1.0548434918877871,0.7739377271076598,0.045597933217033176,False,True,True
ENSDARG00000079727,selenop2,2.4822583548459667,5.97798482715728,0.777104375967206,0.02436519678853403,False,True,True
ENSDARG00000004932,anos1b,1.1611646742877277,1.4884594056139036,0.7787071502112476,0.00046532389819025776,False,True,True
ENSDARG00000061896,slco2a1,1.1182520141996835,1.3204972184215145,0.7829180607054664,0.03581705409663508,False,True,True
ENSDARG00000005526,igfn1.1,-1.2914975045961186,-1.04546068084767,0.7829180607054664,0.00031337186779082906,False,True,True
ENSDARG00000044125,txn,1.5973584770097065,2.0875328723432687,0.785016120270421,0.034729302109458314,False,True,True
ENSDARG00000093303,ifitm1,1.3256565899282915,1.5682443837160727,0.7916123848316842,0.0007644567565989265,False,True,True
ENSDARG00000096153,si_dkey-21h14.9,1.362334222071206,2.647307175144983,0.7916123848316842,0.01492205597048466,False,True,True
ENSDARG00000020301,os9,-1.190322726652684,-1.5535773656930014,0.7916123848316842,1.0143792942817893e-06,False,True,True
ENSDARG00000002549,eif3eb,-0.9902933026468536,-2.1638833694559634,0.7995374383134178,2.217341984308167e-20,False,True,True
ENSDARG00000042872,zdhhc8a,1.4664162365997695,1.7230686588490114,0.8001675061918374,0.0031903968338998375,False,True,True
ENSDARG00000105443,si_ch211-63p21.8,1.268425447194826,1.508213966629455,0.8007140306118504,0.0002963528078969701,False,True,True
ENSDARG00000004131,rttn,0.9687037668510599,1.666846916411485,0.8052895841822285,9.668496870068665e-09,False,True,True
ENSDARG00000036785,si_ch211-226m16.2,0.9378638711644732,1.1089342607108752,0.8090728114171982,0.016290740958284845,False,True,True
ENSDARG00000007708,nsa2,0.7741533656407982,1.07026946835775,0.8105454661434435,0.0033023932111883015,False,True,True
ENSDARG00000031293,dnajc9,-1.2996740589383529,-1.9719927379451234,0.8125360475521864,0.004347513533396548,False,True,True
ENSDARG00000015111,ddx39ab,-1.2203925519539263,-1.3135939698269388,0.8148839878997645,0.000711447942103949,False,True,True
ENSDARG00000103900,sept9b,1.1750841563447512,1.3772061611832342,0.8156970196033062,0.031166355113067517,False,True,True
ENSDARG00000035398,enc1,1.23860182678007,1.54330021523406,0.8169906219528804,0.007321741089000244,False,True,True
ENSDARG00000002644,rgs5a,-1.3057073754674056,-1.0708021940896413,0.8173853119315089,0.015772944841442937,False,True,True
ENSDARG00000014113,wasla,-1.1858292133455401,-1.9060462115324435,0.8209621371510414,0.041313832811395224,False,True,True
ENSDARG00000062501,hhipl1,1.2894206063789988,1.5001783285826773,0.8215989087639595,0.007197210384558306,False,True,True
ENSDARG00000068431,si_ch211-195h23.3,1.056930597501853,1.415069687449541,0.8245260865066772,0.0036661538917340817,False,True,True
ENSDARG00000062936,ndnf,0.868945495880288,1.2203649236108474,0.8247243228372376,0.00750357535074208,False,True,True
ENSDARG00000055416,serpinb1,1.2121670725852463,1.4797628119317814,0.8342111340600346,0.0028968455660529748,False,True,True
ENSDARG00000004904,gys2,2.124310535629875,5.1699258148153415,0.83601975365304,0.03416120497167844,False,True,True
ENSDARG00000031845,mboat2a,0.9397969131737229,1.2105620617664794,0.8365597110705348,0.0053734513775927995,False,True,True
ENSDARG00000103743,si_dkeyp-72e1.9,1.6371315213019122,4.278537925558359,0.8469826424181937,3.316548062632066e-05,False,True,True
ENSDARG00000030844,klf11a,-0.910162925986861,-1.8250636292339917,0.8493701302280379,0.00012947943031926042,False,True,True
ENSDARG00000062502,si_ch73-196l6.5,-1.1463451710899435,-2.4751161184551536,0.8497012095917098,0.007894446322192807,False,True,True
ENSDARG00000094366,si_dkey-260g12.1,1.071407918337283,1.3720159628979678,0.8521900849879258,0.04399130454309115,False,True,True
ENSDARG00000093406,zgc_111986,1.03183014380479,1.4531537465325823,0.8624082335359825,0.004861135902919993,False,True,True
ENSDARG00000035942,hrh3,1.8243977783735505,2.125563675785668,0.8678326248232238,0.022362820325430667,False,True,True
ENSDARG00000033020,ppcdc,0.8374760432206595,1.0865884127630325,0.8678326248232238,0.0007161330203124103,False,True,True
ENSDARG00000079110,cluap1,0.7419032992642064,1.0704568159980763,0.868965035126817,0.014549843228970663,False,True,True
ENSDARG00000056087,ecrg4a,1.1485833234740643,1.3856068427988184,0.8862545382793909,0.01549850218622359,False,True,True
ENSDARG00000076520,mafb,1.5391825710377995,1.815832249638222,0.8870246424262127,0.043555929254663,False,True,True
ENSDARG00000061223,ogfrl1,1.2504507417594544,1.505828221888949,0.8870246424262127,0.03375184444420909,False,True,True
ENSDARG00000000423,si_ch73-314g15.3,0.6721790281422725,1.0197610921660503,0.8887409093747859,0.011003810966972217,False,True,True
ENSDARG00000097677,CU207301.2,1.5769838279510926,2.712822218105783,0.88944532958689,0.00022654861235501682,False,True,True
ENSDARG00000030087,nfkbib,1.0089552243516975,1.3081747098071825,0.8919355093197037,0.03129712518838275,False,True,True
ENSDARG00000059809,caska,0.9365975584098151,1.059970539933366,0.892502219884992,0.009283666350379954,False,True,True
ENSDARG00000079175,si_ch211-79k12.1,1.0590392304374256,1.2473872245107098,0.892502219884992,0.0003425211850171089,False,True,True
ENSDARG00000001976,fkbp16,1.081051992307487,1.684923020733078,0.892502219884992,0.03586169343650787,False,True,True
ENSDARG00000007275,si_ch211-251b21.1,1.2351952740009275,1.4732915441312342,0.892502219884992,0.004963168909870361,False,True,True
ENSDARG00000018149,slc38a4,1.4068824836786515,1.7111723034428858,0.8932325906514831,0.013120417952528102,False,True,True
ENSDARG00000005456,katnb1,-0.9270857281008346,-1.2166089463313643,0.8951932949893068,0.016735614588761508,False,True,True
ENSDARG00000006848,parp9,-2.1877602330375576,-3.0461358566776093,0.8953759722505021,0.04540257989163928,False,True,True
ENSDARG00000045687,pdzrn4,1.1026100796121263,1.626161725005325,0.8978059858678021,0.03514739464384875,False,True,True
ENSDARG00000055158,prox1a,1.3880730291295527,1.6453452479172281,0.9014195989914481,0.03161131154587473,False,True,True
ENSDARG00000093799,setbp1,1.0870829181543058,1.451729310859871,0.9037977781460852,0.04162074266118563,False,True,True
ENSDARG00000076685,ccn4b,1.0476394283667463,1.393620354681163,0.9059052634145228,0.0484236908438641,False,True,True
ENSDARG00000007918,ttc27,-1.310933888390571,-2.4053535880919568,0.9096668233656293,2.9880902634558784e-05,False,True,True
ENSDARG00000101593,zgc_163077,0.9751646393831972,1.123244499354884,0.9181291652085157,0.02493872257318214,False,True,True
ENSDARG00000102100,mrc1a,1.128569801856702,1.3730317185163217,0.9181291652085157,0.023192103798374556,False,True,True
ENSDARG00000100599,c1s,1.0227289176413843,1.3137835051272397,0.919439679680998,0.009769159897492413,False,True,True
ENSDARG00000028164,cst14a.1,0.9432528337061681,1.9776056578705972,0.9233313325058026,0.03028577900366498,False,True,True
ENSDARG00000014796,wnt11r,0.9801531420277191,1.3181575855733174,0.9261249532593013,0.010416647010775068,False,True,True
ENSDARG00000029688,hsp70.1,1.0963593001098813,1.4393095396201436,0.9299634741466307,0.00463586644351431,False,True,True
ENSDARG00000036109,mtx1b,-0.7311960322446237,-1.0914232198254292,0.9313685585179331,0.029678298462395305,False,True,True
ENSDARG00000024744,dpp6b,0.7196658136528219,1.0732210157061912,0.9313685585179331,0.019119390547115662,False,True,True
ENSDARG00000099729,pcdh10a,1.4612208738825134,1.718049970653426,0.9313685585179331,0.034293035906304704,False,True,True
ENSDARG00000054087,irs1,1.0111552035112303,1.3900131784536103,0.9382680090618066,0.03251076904008143,False,True,True
ENSDARG00000033614,rasgef1ba,0.7404884182256474,1.5745475228838954,0.9383792301627127,7.384551210587513e-06,False,True,True
ENSDARG00000092362,hsp70.2,1.1597252977794386,1.4584397390111947,0.9397450980878821,0.0025800466251227677,False,True,True
ENSDARG00000068263,csf1b,0.981510805061949,1.2709971496489885,0.9532363093672053,0.025215583632320047,False,True,True
ENSDARG00000074233,pde4bb,1.0259037887615312,1.4073842968900743,0.9545294874081968,0.0137057447935444,False,True,True
ENSDARG00000037038,psmc6,0.7931057522925663,1.457996922287652,0.9545294874081968,0.031394311701084435,False,True,True
ENSDARG00000061138,senp7b,-1.0567744944941917,-1.7627583943780014,0.9581582857096884,0.018936296606125037,False,True,True
ENSDARG00000069537,si_dkey-238c7.16,-1.2436983583886743,-2.139206490822651,0.9606015934004819,0.0014050581110302113,False,True,True
ENSDARG00000037554,arhgef3l,1.164538953045408,1.5164756726080522,0.9653816108595318,0.01430105425627793,False,True,True
ENSDARG00000013430,bhmt,1.081127021446577,1.392903739051398,0.9692656032009396,0.022161160344938657,False,True,True
