,gene_name,log2FC_full,log2FC_reduced,qvalue_full,qvalue_reduced,sig_full,sig_reduced,same_direction
ENSDARG00000042953,cyp2n13,1.0642360849768893,1.357887611799605,0.9725990360303194,0.013361777598835355,False,True,True
ENSDARG00000016753,ipo9,-0.9950523989899682,-2.3915137659879497,0.9737849393508667,4.497688136571789e-07,False,True,True
ENSDARG00000077138,zgc_195173,0.9372271549792808,1.2054478898689103,0.9806639307166032,0.03156699285784303,False,True,True
ENSDARG00000079145,CABZ01077217.1,0.8131532105608372,1.038148441722446,0.9932186392826122,0.03202392656653498,False,True,True
ENSDARG00000011196,dnajc11a,-0.6775334132496401,-1.1033544410510665,0.995232631634031,0.02224249130689561,False,True,True
ENSDARG00000025912,bscl2l,1.0327469528747812,1.327824129522689,0.9999338491449745,0.012753025252996212,False,True,True
ENSDARG00000087131,ifnlr1,1.384451585406782,-6.130010256660781,0.9999338491449745,0.002908912633578294,False,True,False
ENSDARG00000020455,si_ch211-171h4.3,0.9525225982226799,1.1972049738458475,0.9999338491449745,0.0031053994286267743,False,True,True
ENSDARG00000032619,tob1a,0.7681788173418193,1.0555920483892538,0.9999338491449745,0.00010694058169946867,False,True,True
ENSDARG00000087093,si_ch211-157c3.4,-0.6499769188087359,-4.88358036601474,0.9999338491449745,0.01891082709485214,False,True,True
ENSDARG00000031981,pcbd1,0.7261193827796014,2.709052653217451,0.9999338491449745,0.010981056044021208,False,True,True
ENSDARG00000020711,rrm2,1.5779917516237514,2.7992479606506437,0.9999338491449745,0.0005526534994442013,False,True,True
ENSDARG00000106873,LO018188.1,0.8529050818966714,1.0787867130162716,0.9999338491449745,0.015995690608869448,False,True,True
ENSDARG00000021195,st8sia6,0.964782003341327,1.2549712714857764,0.9999338491449745,0.002430795881175546,False,True,True
ENSDARG00000078574,si_dkey-21c19.3,-0.8908372827107118,-1.4381695656638036,0.9999338491449745,0.001765704478262994,False,True,True
ENSDARG00000027495,elovl4b,0.23452591338994028,-4.944760842074944,0.9999338491449745,0.023677933303264717,False,True,False
ENSDARG00000021787,abcb5,-0.4823918186952367,-2.920720835283274,0.9999338491449745,0.006560990924377715,False,True,True
ENSDARG00000021924,hsp70.3,0.9089354178082905,1.210875282835681,0.9999338491449745,0.021837872754421814,False,True,True
ENSDARG00000023820,faxdc2,1.1881817995341286,1.4819204293897406,0.9999338491449745,0.04000261623166382,False,True,True
ENSDARG00000079183,sod3b,1.2229269253960227,1.5082635715365782,0.9999338491449745,0.003777037564732879,False,True,True
ENSDARG00000030250,dennd2db,-0.049056312751887585,-1.9521303756518238,0.9999338491449745,0.030163476962421484,False,True,True
ENSDARG00000079788,fam171a1,-0.4204253585939222,-1.3378309461513145,0.9999338491449745,0.0005415460449450333,False,True,True
ENSDARG00000079957,eloal,0.1612171966616626,-2.200492582885048,0.9999338491449745,0.03968762716523948,False,True,False
ENSDARG00000020239,lpin1,0.8824934049666028,1.1725502643880266,0.9999338491449745,0.01135522211495397,False,True,True
ENSDARG00000025766,zgc_66440,-0.5852652244276939,-2.341754388082867,0.9999338491449745,0.004690514541116098,False,True,True
ENSDARG00000031929,stard14,0.9129228457728547,-2.2058052128315606,0.9999338491449745,0.016415682679598708,False,True,False
ENSDARG00000110186,LO018535.1,0.22623258104520566,-2.0449878694861674,0.9999338491449745,0.001524133901566711,False,True,False
ENSDARG00000067958,sh3gl1a,0.1418374135297515,-1.7224669386104792,0.9999338491449745,0.021837872754421814,False,True,False
ENSDARG00000019492,shbg,16.598268996307404,10.581935717738599,0.9999338491449745,0.026397403279823442,False,True,True
ENSDARG00000099351,igfbp1a,1.1068703092777374,1.3027504752011965,0.9999338491449745,0.02837792451716974,False,True,True
ENSDARG00000002021,pygb,-1.0270255936061101,-2.132645580381899,0.9999338491449745,0.022528729463019388,False,True,True
ENSDARG00000002298,ankrd22,0.49946640800577863,-1.781607436528499,0.9999338491449745,0.03493188171323254,False,True,False
ENSDARG00000002347,cyp11a1,-0.07143786180792135,-4.310733891315102,0.9999338491449745,0.0071247532217819836,False,True,True
ENSDARG00000002546,rundc3ab,-1.5062837971173009,-2.8402391147964345,0.9999338491449745,0.04613590594227478,False,True,True
ENSDARG00000097902,si_ch73-204p21.2,-0.04786497216974774,-2.327813991406892,0.9999338491449745,0.0006746776632517353,False,True,True
ENSDARG00000099995,apbb2b,0.6528023056363902,1.6618398275941861,0.9999338491449745,4.838268547487814e-05,False,True,True
ENSDARG00000003091,oclnb,-0.2315688517497391,-2.4739889502497303,0.9999338491449745,0.0133853822755041,False,True,True
ENSDARG00000094602,si_dkey-7n6.2,-0.3775207871345276,-1.475379737876818,0.9999338491449745,0.002406118822883868,False,True,True
ENSDARG00000100019,arhgap11a,0.3985013935894002,-1.9509166872065868,0.9999338491449745,0.019747755369893087,False,True,False
ENSDARG00000094478,si_ch1073-75o15.4,0.03207376464194003,-4.798122330171019,0.9999338491449745,0.004418537084908972,False,True,False
ENSDARG00000005108,oclna,0.002412364316068422,-2.172259185128149,0.9999338491449745,0.013596195812634323,False,True,False
ENSDARG00000100185,elovl7b,0.025087490122638976,-5.308721095876572,0.9999338491449745,3.9631019824629074e-11,False,True,False
ENSDARG00000094466,si_ch73-199e17.1,0.762672435661714,1.0826879254835116,0.9999338491449745,0.0099390829933252,False,True,True
ENSDARG00000006422,esyt3,-0.3845186454483047,-3.098063199107286,0.9999338491449745,0.02130720267360812,False,True,True
ENSDARG00000006862,kifap3b,-0.3846854040536186,-1.058759707548153,0.9999338491449745,0.030880220225136732,False,True,True
ENSDARG00000007108,lipia,-0.6911415153725549,-1.9823265702400765,0.9999338491449745,4.6591878158432685e-06,False,True,True
ENSDARG00000087657,fasn,0.8604315401908831,1.3517447035167363,0.9999338491449745,0.041532126713664665,False,True,True
ENSDARG00000016830,rimkla,-0.9033696962396942,-1.4412019066487083,0.9999338491449745,0.0009031993499218233,False,True,True
ENSDARG00000091342,adcy5,0.31350542331912223,-1.8509892464037425,0.9999338491449745,0.025870077087478235,False,True,False
ENSDARG00000077284,gdpd5a,0.12047873704584314,-1.7468464318904025,0.9999338491449745,0.005742097904108701,False,True,False
ENSDARG00000112644,CU459056.1,-0.6470875314498004,-1.0761284492922487,0.9999338491449745,0.03488304857178816,False,True,True
ENSDARG00000014340,rab11al,0.358162115079706,-2.0401643623726513,0.9999338491449745,0.011604817342878644,False,True,False
ENSDARG00000087193,prrg2,0.5768329707525348,-2.016632442344081,0.9999338491449745,0.004588694412045904,False,True,False
ENSDARG00000100621,CABZ01080550.1,2.0063887562208023,7.545113670429991,0.9999338491449745,0.014573453660247284,False,True,True
ENSDARG00000013302,gpx8,-1.1222995879006914,-2.174379178729478,0.9999338491449745,0.007182596569273207,False,True,True
ENSDARG00000012981,osbpl7,-0.4023769263018419,-1.6471705077355199,0.9999338491449745,0.02768802847830524,False,True,True
ENSDARG00000012674,rpusd4,0.7248564702554536,1.1178805792023936,0.9999338491449745,0.0021680263567999502,False,True,True
ENSDARG00000007891,meox1,0.8227152221833474,1.091126378793303,0.9999338491449745,0.04218695721535785,False,True,True
ENSDARG00000100562,CABZ01080702.1,-0.583647131759578,-1.2617490241137546,0.9999338491449745,0.023643601837104147,False,True,True
ENSDARG00000100539,btr22,-0.2900130431157146,-4.697834339756636,0.9999338491449745,0.011092012784945232,False,True,True
ENSDARG00000013839,aldh3b1,0.12938664494369922,-2.391988931385701,0.9999338491449745,0.004823505725402332,False,True,False
ENSDARG00000015907,dcbld1,-0.022080699791308587,-1.3401738790368978,0.9999338491449745,0.00022310692420900435,False,True,True
ENSDARG00000035957,gmnn,-0.3731125715108613,2.964009375516494,0.9999338491449745,1.0157714649432806e-05,False,True,False
ENSDARG00000034207,cx44.2,-1.3983160089382947,-7.481239042504422,0.9999338491449745,0.0001724306858236116,False,True,True
ENSDARG00000052917,si_ch211-202f3.3,-0.8137838210343118,-3.23330589629517,0.9999338491449745,0.011219161954496437,False,True,True
ENSDARG00000053405,sord,0.6021143839716727,2.2079704726223888,0.9999338491449745,0.01586845076804774,False,True,True
ENSDARG00000054337,ap1g2,-0.6499090637643445,-1.6582791763889138,0.9999338491449745,0.0409449394510818,False,True,True
ENSDARG00000054606,mrpl1,-0.39719331125926793,-1.1551151619548679,0.9999338491449745,0.026368338723338988,False,True,True
ENSDARG00000103317,capn5a,-0.12563257403773714,-1.2812806067111233,0.9999338491449745,0.0371475811484941,False,True,True
ENSDARG00000054771,ghra,0.8338731653315352,1.1062885573033356,0.9999338491449745,0.03706335271280246,False,True,True
ENSDARG00000074393,sh3yl1,-1.6563139705597294,-3.641279228144097,0.9999338491449745,0.01486927987360339,False,True,True
ENSDARG00000056078,rftn2,-0.589975879438286,-1.1247799306989563,0.9999338491449745,0.008071872733555682,False,True,True
ENSDARG00000056314,a2ml,22.438849838924536,11.864864759122488,0.9999338491449745,0.00913484177201231,False,True,True
ENSDARG00000101482,hk2,-0.6811081989232857,-1.6206124819037369,0.9999338491449745,0.0004673619407959277,False,True,True
ENSDARG00000056886,tbccd1,-0.32919775239537147,-1.4495018798828503,0.9999338491449745,0.029639331120496642,False,True,True
ENSDARG00000103117,tmprss4a,0.27280559189845616,-1.9476879683454456,0.9999338491449745,0.04148385346314672,False,True,False
ENSDARG00000056915,si_ch211-237l4.6,0.501720061285178,1.5031892375472657,0.9999338491449745,0.009283666350379954,False,True,True
ENSDARG00000101641,trpm2,1.1898027870365602,2.6727705744847223,0.9999338491449745,0.02436519678853403,False,True,True
ENSDARG00000057138,zgc_174164,-0.035553731461879776,-4.091106743576605,0.9999338491449745,2.177301608971296e-06,False,True,True
ENSDARG00000057751,zbtb47a,-0.3304086212838653,-1.3793107649439431,0.9999338491449745,0.04573294747880371,False,True,True
ENSDARG00000058352,acot9.1,-0.8318442376150383,-1.4617957174617404,0.9999338491449745,0.026414805670467757,False,True,True
ENSDARG00000068148,arrdc1a,0.2608508146018338,-1.6948976818395531,0.9999338491449745,0.03446311798618921,False,True,False
ENSDARG00000102335,ano1,-0.37891577031739654,-2.142508560136606,0.9999338491449745,0.003816444560354889,False,True,True
ENSDARG00000102458,hip1rb,0.4713824282253172,-1.7502024233386602,0.9999338491449745,0.03664389539423317,False,True,False
ENSDARG00000070011,hce2l2,0.4742407351300473,2.247671508690147,0.9999338491449745,0.04889379385561521,False,True,True
ENSDARG00000061723,tmem64,0.8084767065566952,3.5344214596884966,0.9999338491449745,0.0040629301603866625,False,True,True
ENSDARG00000061414,slx4,-0.23710118834252872,-1.935554671225777,0.9999338491449745,0.014606484928640287,False,True,True
ENSDARG00000052747,gpatch3,-0.7040273951308283,-1.8058979159060113,0.9999338491449745,5.263973830051223e-10,False,True,True
ENSDARG00000070964,si_rp71-15k1.1,19.44211319051679,12.104081326898475,0.9999338491449745,0.008694767385139844,False,True,True
ENSDARG00000060445,elp6,-0.3190864994813094,-1.3442244735878748,0.9999338491449745,0.03019466195968918,False,True,True
ENSDARG00000060394,mtfr2,0.14624934150593197,-3.105704961698127,0.9999338491449745,0.036725254986236584,False,True,False
ENSDARG00000060113,znf395a,0.06082760510326152,-1.3597444154401952,0.9999338491449745,0.007303183163302617,False,True,False
ENSDARG00000071487,zgc_152948,-0.021207558031045518,-1.5804006844253489,0.9999338491449745,0.024344330113035963,False,True,True
ENSDARG00000074156,sgca,0.7793848286485032,1.0460248714564817,0.9999338491449745,5.335167565497258e-06,False,True,True
ENSDARG00000058961,ngfa,-0.5259958673596667,-3.2226435120511057,0.9999338491449745,0.009654607184309102,False,True,True
ENSDARG00000061173,st14a,-0.042373413713252456,-1.951641467394855,0.9999338491449745,0.010935667103071482,False,True,True
ENSDARG00000033916,si_ch211-243j20.2,-0.34455081987036906,-1.1960431694413771,0.9999338491449745,0.0124318032454409,False,True,True
ENSDARG00000103618,btr18,-0.6025620108700893,-2.774009329964834,0.9999338491449745,0.026498404801191464,False,True,True
ENSDARG00000045909,dynlt1,0.585950099948631,1.2339104955936167,0.9999338491449745,0.04073829469384683,False,True,True
ENSDARG00000035095,tdgf1,-0.10379721270311328,-1.5518909899578672,0.9999338491449745,0.003672496187585426,False,True,True
ENSDARG00000035507,ddx31,0.6811196885589553,2.857259996692555,0.9999338491449745,0.007965746407938382,False,True,True
ENSDARG00000104742,hnf4b,0.15550431315252627,3.521308069307092,0.9999338491449745,0.020727496138635147,False,True,True
ENSDARG00000104656,si_dkeyp-97a10.3,-0.3728721632739054,-3.3333944260865036,0.9999338491449745,0.01771020065873981,False,True,True
ENSDARG00000101126,atad5b,-0.959276003288698,-3.1547946181791104,0.9999338491449745,1.4487996138357894e-06,False,True,True
ENSDARG00000036809,si_ch211-106j24.1,0.7153324000697553,1.0072862736638906,0.9999338491449745,0.03348996068921577,False,True,True
ENSDARG00000036897,sgms2b,0.5023209804557618,-5.531329770246585,0.9999338491449745,0.030109921521429793,False,True,False
ENSDARG00000104581,tom1,-0.01914207515669034,-1.1399597188981785,0.9999338491449745,0.001524133901566711,False,True,True
ENSDARG00000037061,aldh9a1b,-0.4724791042069078,-1.00013866387117,0.9999338491449745,0.03957075374626239,False,True,True
ENSDARG00000104435,si_ch73-217b7.1,0.1397869493095029,-1.8491993307825074,0.9999338491449745,0.016290740958284845,False,True,False
ENSDARG00000104414,shmt2,0.6656625576298346,1.103278817626839,0.9999338491449745,0.03947759419222967,False,True,True
ENSDARG00000037154,hivep3b,-0.5564515252579243,-1.1979546368743725,0.9999338491449745,0.031205611415226465,False,True,True
ENSDARG00000037281,fgg,21.89852945146962,13.902745531498097,0.9999338491449745,0.002635799346334774,False,True,True
ENSDARG00000037861,slc2a3b,0.7709888812555176,1.637398888648678,0.9999338491449745,0.03034566534895445,False,True,True
ENSDARG00000037997,tubb5,-0.38865386711108413,-1.3183716146553992,0.9999338491449745,0.014628065074621823,False,True,True
ENSDARG00000038293,zgc_103559,1.0053143071916542,3.6674742092949235,0.9999338491449745,0.009066724201451036,False,True,True
ENSDARG00000038639,elovl6l,-0.1368049090682122,-3.3347674564615364,0.9999338491449745,1.8988406314126813e-05,False,True,True
ENSDARG00000101465,orc2,-0.32370184044311767,-1.5941984948754853,0.9999338491449745,0.03987815641373431,False,True,True
ENSDARG00000045567,phpt1,-0.599746963054129,-1.2144573214129801,0.9999338491449745,7.923012692764382e-05,False,True,True
ENSDARG00000045262,gsnb,0.19781011124231895,-3.4944393460570833,0.9999338491449745,4.624736973465934e-05,False,True,False
ENSDARG00000044655,st14b,-0.7589403124448956,-2.9609131548505814,0.9999338491449745,0.0466839741083225,False,True,True
ENSDARG00000075007,chst2a,-0.07415315588668664,-1.0656024672716553,0.9999338491449745,0.04466855642241126,False,True,True
ENSDARG00000044511,etv5b,-0.6090498434737089,-1.7735904318247797,0.9999338491449745,0.005765188009236043,False,True,True
ENSDARG00000051809,btr12,0.0429761732950669,-6.709878659409017,0.9999338491449745,0.00047753964750953766,False,True,False
ENSDARG00000103929,ildr1a,-0.12676475923216332,-4.201684662552123,0.9999338491449745,3.8167787931274374e-05,False,True,True
ENSDARG00000043667,zgc_100997,-0.4644681086190311,-3.7683573401565575,0.9999338491449745,0.030109921521429793,False,True,True
ENSDARG00000043442,zgc_153665,-0.8526014736136044,-2.6667730538180714,0.9999338491449745,0.020941446162497164,False,True,True
ENSDARG00000076472,ovol1a,-0.14325478715281983,-3.139653495521464,0.9999338491449745,0.01327822895541882,False,True,True
ENSDARG00000039958,utp11,-0.39652785814239094,-1.9539269865599143,0.9999338491449745,0.03473810357155937,False,True,True
ENSDARG00000038792,klf17,0.7716311313111429,1.0525985909107298,0.9999338491449745,0.047487692321231,False,True,True
ENSDARG00000104175,CABZ01011209.1,-0.6283246300736026,-2.713762586666426,0.9999338491449745,0.030340362261731323,False,True,True
ENSDARG00000075543,chd8,-0.9378771004255606,-1.2374681332373645,0.9999338491449745,0.001742798912440814,False,True,True
ENSDARG00000099448,sh3d21,0.06771908121272742,-1.509844722566927,0.9999338491449745,4.624736973465934e-05,False,True,False
ENSDARG00000100635,chia.1,8.02897308924826,8.288866781378239,,0.0031782732535370318,False,True,True
ENSDARG00000102018,btr25,-0.6266926883222641,3.3503505651245313,,0.008768335106454606,False,True,False
ENSDARG00000102992,btr20,-3.847401544851686,-4.2033171849449795,,0.000797198444036541,False,True,True
